profile_id,latitude,longitude,upper_depth,lower_depth,date,bdfi33,bdfiod,bdwsod,cecph7,cfgr,cfvo,clay,ecec,elco20,elcosp,nitkjd,orgc,phaq,phca,phetb1,phkc,phnf,phprtn,sand,silt,totc,wg0006,wg0010,wg0033,wg0200,wg1500
1147760,18.1980553,-91.5366669,0,5,1991-11-4,1.33,1.84,,40.5,,,52.4,,,,3.11,31.0,5.9,5.4,3.0,,,30.0,11.9,35.7,30.2,,32.4,32.4,32.4,25.9
1147760,18.1980553,-91.5366669,5,20,1991-11-4,,,,,,,,,,,,,,,,,,,,24.2,,,,,,
1147760,18.1980553,-91.5366669,5,24,1991-11-4,1.21,1.87,,38.0,,,54.2,,,,1.6,11.7,6.0,5.2,0.0,,,30.0,11.4,34.4,11.2,,,37.9,31.5,23.8
1147760,18.1980553,-91.5366669,24,45,1991-11-4,1.2,,,42.2,,,60.2,49.3,,,1.03,5.6,5.1,4.3,0.0,,,45.0,9.8,30.0,5.1,,37.4,36.3,34.5,28.3
1147760,18.1980553,-91.5366669,45,68,1991-11-4,1.16,2.11,,50.5,,,71.7,,,,0.77,2.8,5.7,5.4,0.0,,,46.0,6.9,21.4,3.6,,45.0,43.5,37.9,29.0
1147760,18.1980553,-91.5366669,68,108,1991-11-4,1.17,1.99,,51.7,,,71.7,64.75,,,0.71,1.8,5.2,4.7,0.0,,,40.0,6.5,21.8,2.0,,45.9,44.1,36.6,28.3
1147760,18.1980553,-91.5366669,108,147,1991-11-4,1.2,2.08,,54.7,,,75.3,71.3,0.8,,0.58,1.1,4.9,4.8,0.0,,,36.0,3.7,21.0,1.2,,40.9,40.7,36.8,28.7
1147760,18.1980553,-91.5366669,147,200,1991-11-4,1.17,1.91,,53.4,,,64.7,,3.4,,0.6,0.1,6.8,6.9,0.0,,,56.0,2.1,33.2,2.0,,45.5,44.5,37.1,29.3
1147760,18.1980553,-91.5366669,200,265,1991-11-4,,,,38.1,,,46.8,,2.1,,0.48,0.4,7.7,7.6,0.0,,,24.0,4.8,48.4,15.9,,,,30.9,23.8
1147761,20.8666668,-102.7166672,0,20,1991-10-29,1.3,1.45,,13.5,,,47.4,,0.2,,1.16,8.2,6.0,5.6,,4.9,8.5,34.0,18.3,34.3,8.5,,,27.4,,17.4
1147761,20.8666668,-102.7166672,20,46,1991-10-29,1.28,1.42,,14.8,,,67.1,,0.2,,0.82,3.0,6.2,5.9,,5.3,8.8,40.0,11.1,21.8,3.5,,,27.6,,23.4
1147761,20.8666668,-102.7166672,46,63,1991-10-29,1.37,1.49,,13.0,,,65.3,,0.2,,0.77,2.2,6.2,5.9,,5.3,8.8,42.0,10.8,23.9,2.8,,,26.0,,23.9
1147761,20.8666668,-102.7166672,63,86,1991-10-29,1.36,1.48,,12.1,,,70.9,,0.3,0.7,0.74,1.5,6.1,5.8,,5.2,8.6,42.0,7.5,21.6,2.1,,,28.5,,24.9
1147761,20.8666668,-102.7166672,86,121,1991-10-29,1.37,1.47,,12.4,,,83.8,,0.2,,0.72,1.1,6.0,5.7,,5.1,8.6,47.0,2.9,13.3,1.8,,,30.9,,27.5
1147761,20.8666668,-102.7166672,121,145,1991-10-29,1.34,1.4,,12.7,,,81.8,,0.2,,0.61,0.9,6.0,5.7,,5.1,8.8,42.0,3.0,15.2,1.6,,,32.7,,30.7
1147761,20.8666668,-102.7166672,145,175,1991-10-29,1.35,1.44,,12.4,,,79.1,,0.2,,0.65,0.9,5.9,5.6,,5.0,8.6,43.0,3.6,17.3,1.5,,,30.4,,27.7
1147761,20.8666668,-102.7166672,175,200,1991-10-29,1.28,1.38,,12.3,,,72.8,,0.1,,0.58,0.3,6.0,5.6,,5.0,8.6,43.0,7.2,20.0,1.5,,,33.2,,27.4
1149108,15.775138083103498,-96.73274916235466,0,21,1986-10-12,,,,,,,4.0,,,1.0,,10.0,5.5,,,,,,66.0,30.0,,,,,,
1149115,15.375746884890617,-92.92487241876384,0,22,2004-5-27,,,,,,,12.0,,,0.1,,14.0,5.9,,,,,,48.0,40.0,,,,,,
1149115,15.375746884890617,-92.92487241876384,22,48,2004-5-27,,,,,,,14.0,,,0.0,,3.0,5.9,,,,,,30.0,56.0,,,,,,
1149115,15.375746884890617,-92.92487241876384,48,82,2004-5-27,,,,,,,10.0,,,0.0,,0.0,6.4,,,,,,88.0,2.0,,,,,,
1149115,15.375746884890617,-92.92487241876384,82,102,2004-5-27,,,,,,,12.0,,,0.0,,0.0,6.4,,,,,,76.0,12.0,,,,,,
1149115,15.375746884890617,-92.92487241876384,102,125,2004-5-27,,,,,,,8.0,,,0.0,,0.0,6.6,,,,,,88.0,4.0,,,,,,
1149116,15.933932966577258,-93.80553111244994,0,15,2004-11-12,,,,,,,10.0,,,0.1,,10.0,5.9,,,,,,84.0,6.0,,,,,,
1149116,15.933932966577258,-93.80553111244994,15,40,2004-11-12,,,,,,,8.0,,,0.0,,5.0,6.6,,,,,,90.0,2.0,,,,,,
1149116,15.933932966577258,-93.80553111244994,40,65,2004-11-12,,,,,,,8.0,,,0.0,,2.0,7.0,,,,,,92.0,0.0,,,,,,
1149116,15.933932966577258,-93.80553111244994,65,95,2004-11-12,,,,,,,8.0,,,0.0,,1.0,7.4,,,,,,92.0,0.0,,,,,,
1149116,15.933932966577258,-93.80553111244994,95,125,2004-11-12,,,,,,,8.0,,,0.0,,1.0,7.6,,,,,,92.0,0.0,,,,,,
1149117,14.871043661011813,-92.57573163097663,0,20,1984-4-15,,,,,,,2.0,,,1.0,,3.0,5.8,,,,,,94.0,4.0,,,,,,
1149117,14.871043661011813,-92.57573163097663,20,125,1984-4-15,,,,,,,2.0,,,1.0,,3.0,6.1,,,,,,96.0,2.0,,,,,,
1149118,14.761703209398638,-92.34085842019567,0,22,1984-4-15,,,,,,,20.0,,,1.0,,15.0,6.2,,,,,,50.0,30.0,,,,,,
1149118,14.761703209398638,-92.34085842019567,22,65,1984-4-15,,,,,,,30.0,,,1.0,,15.0,6.7,,,,,,48.0,22.0,,,,,,
1149118,14.761703209398638,-92.34085842019567,65,79,1984-4-15,,,,,,,32.0,,,1.0,,2.0,6.7,,,,,,48.0,20.0,,,,,,
1149118,14.761703209398638,-92.34085842019567,79,91,1984-4-15,,,,,,,16.0,,,1.0,,1.0,6.6,,,,,,70.0,14.0,,,,,,
1149118,14.761703209398638,-92.34085842019567,91,110,1984-4-15,,,,,,,6.0,,,1.0,,1.0,6.5,,,,,,80.0,14.0,,,,,,
1149118,14.761703209398638,-92.34085842019567,110,125,1984-4-15,,,,,,,8.0,,,1.0,,1.0,6.5,,,,,,80.0,12.0,,,,,,
1149120,19.94110915723029,-104.97987623659073,0,28,1990-7-12,,,,,,,10.0,,,1.0,,2.0,4.9,,,,,,72.0,18.0,,,,,,
1149120,19.94110915723029,-104.97987623659073,28,55,1990-7-12,,,,,,,8.0,,,1.0,,2.0,5.4,,,,,,80.0,12.0,,,,,,
1149120,19.94110915723029,-104.97987623659073,55,81,1990-7-12,,,,,,,8.0,,,1.0,,1.0,5.0,,,,,,70.0,22.0,,,,,,
1149120,19.94110915723029,-104.97987623659073,81,103,1990-7-12,,,,,,,8.0,,,1.0,,1.0,5.1,,,,,,78.0,14.0,,,,,,
1149120,19.94110915723029,-104.97987623659073,103,125,1990-7-12,,,,,,,8.0,,,1.0,,1.0,5.1,,,,,,72.0,20.0,,,,,,
1149123,19.69568747966163,-104.61654843746298,0,20,1990-7-7,,,,,,,32.0,,,1.0,,10.0,4.2,,,,,,52.0,16.0,,,,,,
1149123,19.69568747966163,-104.61654843746298,20,43,1990-7-7,,,,,,,34.0,,,1.0,,7.0,4.7,,,,,,48.0,18.0,,,,,,
1149123,19.69568747966163,-104.61654843746298,43,70,1990-7-7,,,,,,,36.0,,,1.0,,5.0,5.3,,,,,,48.0,16.0,,,,,,
1149123,19.69568747966163,-104.61654843746298,70,98,1990-7-7,,,,,,,38.0,,,1.0,,4.0,5.2,,,,,,42.0,20.0,,,,,,
1149124,19.399077838240576,-104.55818141764506,0,9,1990-7-3,,,,,,,34.0,,,1.0,,20.0,5.9,,,,,,40.0,26.0,,,,,,
1149124,19.399077838240576,-104.55818141764506,9,35,1990-7-3,,,,,,,46.0,,,1.0,,13.0,6.2,,,,,,36.0,18.0,,,,,,
1149124,19.399077838240576,-104.55818141764506,35,64,1990-7-3,,,,,,,60.0,,,1.0,,5.0,6.5,,,,,,22.0,18.0,,,,,,
1149124,19.399077838240576,-104.55818141764506,64,90,1990-7-3,,,,,,,58.0,,,1.0,,4.0,6.2,,,,,,22.0,20.0,,,,,,
1149124,19.399077838240576,-104.55818141764506,90,115,1990-7-3,,,,,,,62.0,,,1.0,,4.0,6.4,,,,,,20.0,18.0,,,,,,
1149125,19.762345790773136,-104.28655809677966,0,30,2002-9-16,,,,,,,60.0,,,0.6,,6.0,8.7,,,,,,26.0,14.0,,,,,,
1149125,19.762345790773136,-104.28655809677966,30,61,2002-9-16,,,,,,,,,,3.3,,0.0,8.1,,,,,,,,,,,,,
1149125,19.762345790773136,-104.28655809677966,61,80,2002-9-16,,,,,,,,,,3.9,,6.0,8.3,,,,,,,,,,,,,
1149125,19.762345790773136,-104.28655809677966,80,95,2002-9-16,,,,,,,,,,3.5,,5.0,8.5,,,,,,,,,,,,,
1149125,19.762345790773136,-104.28655809677966,95,125,2002-9-16,,,,,,,,,,2.7,,0.0,8.9,,,,,,,,,,,,,
1149125,19.762345790773136,-104.28655809677966,125,140,2002-9-16,,,,,,,,,,2.8,,0.0,8.8,,,,,,,,,,,,,
1149126,19.93058509693626,-103.27674454589808,0,48,????-??-??,,,,,,,8.0,,,1.0,,,5.7,,,,,,56.0,36.0,,,,,,
1149126,19.93058509693626,-103.27674454589808,48,77,????-??-??,,,,,,,4.0,,,1.0,,,5.8,,,,,,56.0,40.0,,,,,,
1149126,19.93058509693626,-103.27674454589808,77,100,????-??-??,,,,,,,4.0,,,1.0,,,6.0,,,,,,52.0,44.0,,,,,,
1149131,19.532052351148863,-102.19395560775614,3,14,2002-11-22,,,,,,,4.0,,,0.0,,1.0,6.6,,,,,,84.0,12.0,,,,,,
1149131,19.532052351148863,-102.19395560775614,14,34,2002-11-22,,,,,,,10.0,,,0.0,,11.0,6.6,,,,,,76.0,14.0,,,,,,
1149131,19.532052351148863,-102.19395560775614,34,56,2002-11-22,,,,,,,12.0,,,0.0,,8.0,6.6,,,,,,70.0,18.0,,,,,,
1149131,19.532052351148863,-102.19395560775614,56,72,2002-11-22,,,,,,,10.0,,,0.0,,9.0,6.6,,,,,,64.0,26.0,,,,,,
1149131,19.532052351148863,-102.19395560775614,72,101,2002-11-22,,,,,,,12.0,,,0.0,,9.0,6.7,,,,,,68.0,20.0,,,,,,
1149131,19.532052351148863,-102.19395560775614,101,128,2002-11-22,,,,,,,10.0,,,0.0,,9.0,6.7,,,,,,70.0,20.0,,,,,,
1149132,19.79016003338387,-102.67167805656972,0,19,2002-11-26,,,,,,,46.0,,,0.1,,21.0,6.4,,,,,,32.0,22.0,,,,,,
1149132,19.79016003338387,-102.67167805656972,19,30,2002-11-26,,,,,,,58.0,,,0.0,,7.0,6.4,,,,,,30.0,12.0,,,,,,
1149132,19.79016003338387,-102.67167805656972,30,42,2002-11-26,,,,,,,54.0,,,0.0,,2.0,6.7,,,,,,36.0,10.0,,,,,,
1149132,19.79016003338387,-102.67167805656972,42,62,2002-11-26,,,,,,,46.0,,,0.0,,1.0,6.8,,,,,,42.0,12.0,,,,,,
1149132,19.79016003338387,-102.67167805656972,62,83,2002-11-26,,,,,,,50.0,,,0.0,,0.0,6.9,,,,,,34.0,16.0,,,,,,
1149132,19.79016003338387,-102.67167805656972,83,95,2002-11-26,,,,,,,48.0,,,0.0,,0.0,6.6,,,,,,40.0,12.0,,,,,,
1149133,18.84195560471396,-102.92305615683014,0,23,1982-4-5,,,,,,,24.0,,,1.0,,28.0,4.9,,,,,,50.0,26.0,,,,,,
1149134,18.806833720237627,-102.17787384533464,0,10,1982-4-5,,,,,,,36.0,,,1.0,,2.0,7.4,,,,,,30.0,34.0,,,,,,
1149138,18.000776791078593,-102.29969672718842,0,12,????-??-??,,,,,,,18.0,,,1.0,,,5.5,,,,,,54.0,28.0,,,,,,
1149139,19.96536588954036,-100.75466429909578,0,26,????-??-??,,,,,,,10.0,,,1.0,,,5.8,,,,,,58.0,32.0,,,,,,
1149142,19.481881809920377,-101.79977104737476,0,20,2003-9-22,,,,,,,12.0,,,0.3,,40.0,5.4,,,,,,68.0,20.0,,,,,,
1149142,19.481881809920377,-101.79977104737476,20,40,2003-9-22,,,,,,,10.0,,,0.1,,33.0,5.9,,,,,,68.0,22.0,,,,,,
1149142,19.481881809920377,-101.79977104737476,40,50,2003-9-22,,,,,,,32.0,,,0.0,,26.0,6.2,,,,,,36.0,32.0,,,,,,
1149142,19.481881809920377,-101.79977104737476,50,70,2003-9-22,,,,,,,10.0,,,0.0,,24.0,6.1,,,,,,72.0,18.0,,,,,,
1149142,19.481881809920377,-101.79977104737476,70,90,2003-9-22,,,,,,,12.0,,,0.0,,24.0,6.1,,,,,,68.0,20.0,,,,,,
1149142,19.481881809920377,-101.79977104737476,90,100,2003-9-22,,,,,,,10.0,,,0.0,,21.0,6.3,,,,,,78.0,12.0,,,,,,
1149143,19.630781891130905,-101.20497855553747,0,35,2003-9-27,,,,,,,20.0,,,0.2,,9.0,4.8,,,,,,61.0,19.0,,,,,,
1149147,19.12961787587395,-99.77703039106352,0,15,????-??-??,,,,,,,6.0,,,1.0,,,5.6,,,,,,52.0,42.0,,,,,,
1149147,19.12961787587395,-99.77703039106352,15,47,????-??-??,,,,,,,8.0,,,1.0,,,5.9,,,,,,54.0,38.0,,,,,,
1149147,19.12961787587395,-99.77703039106352,47,70,????-??-??,,,,,,,6.0,,,1.0,,,6.4,,,,,,72.0,22.0,,,,,,
1149147,19.12961787587395,-99.77703039106352,70,125,????-??-??,,,,,,,2.0,,,1.0,,,6.6,,,,,,90.0,8.0,,,,,,
1149148,19.13862901902539,-98.73066603829011,0,28,2002-11-21,,,,,,,40.0,,,0.1,,66.0,5.7,,,,,,38.0,22.0,,,,,,
1149148,19.13862901902539,-98.73066603829011,28,48,2002-11-21,,,,,,,10.0,,,0.0,,8.0,6.3,,,,,,74.0,16.0,,,,,,
1149148,19.13862901902539,-98.73066603829011,48,71,2002-11-21,,,,,,,8.0,,,0.0,,8.0,6.5,,,,,,72.0,20.0,,,,,,
1149148,19.13862901902539,-98.73066603829011,71,102,2002-11-21,,,,,,,10.0,,,0.0,,7.0,6.6,,,,,,70.0,20.0,,,,,,
1149148,19.13862901902539,-98.73066603829011,102,125,2002-11-21,,,,,,,12.0,,,0.0,,6.0,6.7,,,,,,68.0,20.0,,,,,,
1149149,19.160907243876515,-98.93344754678112,0,10,2002-11-21,,,,,,,30.0,,,0.1,,39.0,6.6,,,,,,40.0,30.0,,,,,,
1149151,19.279108872672865,-97.67029887130563,0,25,????-??-??,,,,,,,40.0,,,4.5,,,8.9,,,,,,36.0,24.0,,,,,,
1149151,19.279108872672865,-97.67029887130563,25,31,????-??-??,,,,,,,40.0,,,2.0,,,8.5,,,,,,30.0,30.0,,,,,,
1149151,19.279108872672865,-97.67029887130563,31,66,????-??-??,,,,,,,40.0,,,1.0,,,8.0,,,,,,32.0,28.0,,,,,,
1149151,19.279108872672865,-97.67029887130563,66,100,????-??-??,,,,,,,14.0,,,1.0,,,8.7,,,,,,62.0,24.0,,,,,,
1149152,19.14390314527535,-97.51253865148549,0,21,1982-6-16,,,,,,,4.0,,,2.0,,2.0,5.5,,,,,,92.0,4.0,,,,,,
1149152,19.14390314527535,-97.51253865148549,21,53,1982-6-16,,,,,,,4.0,,,2.0,,1.0,6.3,,,,,,86.0,10.0,,,,,,
1149152,19.14390314527535,-97.51253865148549,53,100,1982-6-16,,,,,,,6.0,,,2.0,,2.0,7.2,,,,,,84.0,10.0,,,,,,
1149155,18.590615708422106,-100.10376317375153,0,15,????-??-??,,,,,,,12.0,,,1.0,,,5.1,,,,,,60.0,28.0,,,,,,
1149155,18.590615708422106,-100.10376317375153,15,40,????-??-??,,,,,,,16.0,,,1.0,,,5.1,,,,,,56.0,28.0,,,,,,
1149156,18.50748283432536,-101.20150907050802,0,16,????-??-??,,,,,,,12.0,,,1.0,,,6.6,,,,,,74.0,14.0,,,,,,
1149159,18.459556887219062,-100.61450255037863,0,23,2003-4-24,,,,,,,20.0,,,0.1,,6.0,8.2,,,,,,62.0,18.0,,,,,,
1149160,18.06091757589795,-101.53667017999287,0,30,2003-5-27,,,,,,,51.0,,,0.1,,14.0,6.8,,,,,,34.0,15.0,,,,,,
1149160,18.06091757589795,-101.53667017999287,30,60,2003-5-27,,,,,,,50.0,,,0.1,,13.0,6.6,,,,,,34.0,16.0,,,,,,
1149160,18.06091757589795,-101.53667017999287,60,90,2003-5-27,,,,,,,38.0,,,0.0,,3.0,6.7,,,,,,36.0,26.0,,,,,,
1149160,18.06091757589795,-101.53667017999287,90,125,2003-5-27,,,,,,,16.0,,,0.0,,2.0,7.1,,,,,,56.0,28.0,,,,,,
1149161,18.121505689155498,-100.52838799842486,0,3,2003-5-28,,,,,,,24.0,,,0.1,,28.0,6.8,,,,,,53.0,23.0,,,,,,
1149164,18.83499943487119,-99.74801956382701,0,20,????-??-??,,,,,,,18.0,,,1.0,,,6.2,,,,,,58.0,24.0,,,,,,
1149164,18.83499943487119,-99.74801956382701,20,45,????-??-??,,,,,,,54.0,,,1.0,,,6.9,,,,,,34.0,12.0,,,,,,
1149164,18.83499943487119,-99.74801956382701,45,68,????-??-??,,,,,,,46.0,,,1.0,,,6.9,,,,,,34.0,20.0,,,,,,
1149169,18.5603745255299,-99.42305550529224,0,20,????-??-??,,,,,,,28.0,,,1.0,,,7.6,,,,,,48.0,24.0,,,,,,
1149169,18.5603745255299,-99.42305550529224,20,80,????-??-??,,,,,,,24.0,,,1.0,,,7.8,,,,,,36.0,40.0,,,,,,
1149171,18.338444452126648,-98.78644805259644,0,25,????-??-??,,,,,,,32.0,,,2.0,,,7.3,,,,,,46.0,22.0,,,,,,
1149174,18.46815363825209,-99.24144330680642,0,11,2003-10-12,,,,,,,18.0,,,0.7,,48.0,7.1,,,,,,63.0,19.0,,,,,,
1149174,18.46815363825209,-99.24144330680642,11,32,2003-10-12,,,,,,,24.0,,,0.1,,13.0,4.4,,,,,,66.0,10.0,,,,,,
1149174,18.46815363825209,-99.24144330680642,32,52,2003-10-12,,,,,,,18.0,,,0.0,,4.0,4.9,,,,,,69.0,13.0,,,,,,
1149174,18.46815363825209,-99.24144330680642,52,72,2003-10-12,,,,,,,5.0,,,0.0,,2.0,4.6,,,,,,77.0,18.0,,,,,,
1149175,18.925541488393893,-96.19239596036262,0,24,????-??-??,,,,,,,22.0,,,1.0,,,6.5,,,,,,52.0,26.0,,,,,,
1149175,18.925541488393893,-96.19239596036262,24,54,????-??-??,,,,,,,20.0,,,1.0,,,6.3,,,,,,50.0,30.0,,,,,,
1149175,18.925541488393893,-96.19239596036262,54,100,????-??-??,,,,,,,16.0,,,1.0,,,6.6,,,,,,62.0,22.0,,,,,,
1149176,18.530349235136246,-97.51698184826265,0,26,????-??-??,,,,,,,32.0,,,3.5,,,8.0,,,,,,40.0,28.0,,,,,,
1149176,18.530349235136246,-97.51698184826265,26,57,????-??-??,,,,,,,34.0,,,3.0,,,8.0,,,,,,40.0,26.0,,,,,,
1149176,18.530349235136246,-97.51698184826265,57,112,????-??-??,,,,,,,34.0,,,3.0,,,8.0,,,,,,42.0,24.0,,,,,,
1149178,18.95203818879775,-96.62972889200962,0,22,2003-6-27,,,,,,,32.0,,,0.1,,33.0,5.3,,,,,,40.0,28.0,,,,,,
1149179,18.946192000800895,-97.194724743642,0,11,2003-6-19,,,,,,,14.0,,,0.2,,117.0,4.5,,,,,,44.0,42.0,,,,,,
1149179,18.946192000800895,-97.194724743642,11,45,2003-6-19,,,,,,,12.0,,,0.0,,16.0,5.8,,,,,,30.0,58.0,,,,,,
1149179,18.946192000800895,-97.194724743642,45,64,2003-6-19,,,,,,,0.0,,,0.0,,20.0,6.1,,,,,,70.0,30.0,,,,,,
1149179,18.946192000800895,-97.194724743642,64,95,2003-6-19,,,,,,,10.0,,,0.0,,14.0,6.2,,,,,,75.0,15.0,,,,,,
1149179,18.946192000800895,-97.194724743642,95,125,2003-6-19,,,,,,,7.0,,,0.0,,8.0,6.3,,,,,,69.0,24.0,,,,,,
1149180,18.326479993774267,-97.66251532865418,0,13,2003-6-19,,,,,,,46.0,,,0.2,,49.0,8.1,,,,,,30.0,24.0,,,,,,
1149182,17.70359913194923,-101.23153433378572,0,26,1985-9-29,,,,,,,28.0,,,1.0,,14.0,4.1,,,,,,44.0,28.0,,,,,,
1149183,17.51185277225211,-101.31857337847204,0,26,1985-10-3,,,,,,,2.0,,,1.0,,2.0,6.6,,,,,,96.0,2.0,,,,,,
1149185,17.44601780175621,-100.18694397664463,0,37,????-??-??,,,,,,,14.0,,,1.0,,,5.7,,,,,,64.0,22.0,,,,,,
1149185,17.44601780175621,-100.18694397664463,37,75,????-??-??,,,,,,,34.0,,,1.0,,,5.7,,,,,,50.0,16.0,,,,,,
1149186,17.3628215112217,-100.5846469929901,0,23,????-??-??,,,,,,,14.0,,,1.0,,,7.0,,,,,,54.0,32.0,,,,,,
1149186,17.3628215112217,-100.5846469929901,23,38,????-??-??,,,,,,,48.0,,,1.0,,,7.1,,,,,,34.0,18.0,,,,,,
1149186,17.3628215112217,-100.5846469929901,38,100,????-??-??,,,,,,,46.0,,,1.0,,,6.1,,,,,,34.0,20.0,,,,,,
1149187,17.365721606209252,-100.8758004062091,0,10,????-??-??,,,,,,,18.0,,,1.0,,,6.1,,,,,,60.0,22.0,,,,,,
1149187,17.365721606209252,-100.8758004062091,10,40,????-??-??,,,,,,,26.0,,,1.0,,,6.3,,,,,,54.0,20.0,,,,,,
1149188,17.786619229317413,-101.13346505890688,0,8,2005-4-14,,,,,,,32.0,,,0.0,,70.0,6.2,,,,,,38.0,30.0,,,,,,
1149188,17.786619229317413,-101.13346505890688,8,20,2005-4-14,,,,,,,43.0,,,0.0,,18.0,5.0,,,,,,45.0,12.0,,,,,,
1149188,17.786619229317413,-101.13346505890688,20,55,2005-4-14,,,,,,,56.0,,,0.1,,5.0,4.8,,,,,,14.0,30.0,,,,,,
1149188,17.786619229317413,-101.13346505890688,55,90,2005-4-14,,,,,,,44.0,,,0.0,,4.0,4.8,,,,,,16.0,40.0,,,,,,
1149188,17.786619229317413,-101.13346505890688,90,125,2005-4-14,,,,,,,24.0,,,0.0,,0.0,4.8,,,,,,42.0,34.0,,,,,,
1149189,17.953325327074996,-98.61063416714394,0,13,1983-11-1,,,,,,,12.0,,,2.0,,84.0,7.7,,,,,,60.0,28.0,,,,,,
1149191,17.610843450156136,-98.59135027554868,0,12,????-??-??,,,,,,,36.0,,,1.0,,,7.9,,,,,,42.0,22.0,,,,,,
1149191,17.610843450156136,-98.59135027554868,12,25,????-??-??,,,,,,,42.0,,,1.0,,,8.0,,,,,,24.0,34.0,,,,,,
1149200,16.954723652605594,-99.26391850587554,0,14,????-??-??,,,,,,,20.0,,,1.0,,,5.4,,,,,,58.0,22.0,,,,,,
1149200,16.954723652605594,-99.26391850587554,14,27,????-??-??,,,,,,,30.0,,,1.0,,,5.2,,,,,,54.0,16.0,,,,,,
1149200,16.954723652605594,-99.26391850587554,27,52,????-??-??,,,,,,,26.0,,,1.0,,,5.0,,,,,,56.0,18.0,,,,,,
1149200,16.954723652605594,-99.26391850587554,52,100,????-??-??,,,,,,,18.0,,,1.0,,,5.0,,,,,,60.0,22.0,,,,,,
1149205,16.49324958026785,-98.56373694332598,0,17,????-??-??,,,,,,,8.0,,,1.0,,,5.8,,,,,,82.0,10.0,,,,,,
1149205,16.49324958026785,-98.56373694332598,17,36,????-??-??,,,,,,,6.0,,,1.0,,,6.4,,,,,,84.0,10.0,,,,,,
1149205,16.49324958026785,-98.56373694332598,36,62,????-??-??,,,,,,,12.0,,,1.0,,,6.4,,,,,,72.0,16.0,,,,,,
1149205,16.49324958026785,-98.56373694332598,62,110,????-??-??,,,,,,,2.0,,,1.0,,,6.7,,,,,,94.0,4.0,,,,,,
1149206,16.86132395310058,-98.68005313382706,0,35,2003-10-28,,,,,,,40.0,,,0.0,,22.0,3.6,,,,,,32.0,28.0,,,,,,
1149206,16.86132395310058,-98.68005313382706,35,50,2003-10-28,,,,,,,38.0,,,0.0,,11.0,4.2,,,,,,30.0,32.0,,,,,,
1149206,16.86132395310058,-98.68005313382706,50,80,2003-10-28,,,,,,,44.0,,,0.0,,4.0,4.5,,,,,,34.0,22.0,,,,,,
1149206,16.86132395310058,-98.68005313382706,80,103,2003-10-28,,,,,,,37.0,,,0.6,,1.0,4.8,,,,,,30.0,33.0,,,,,,
1149206,16.86132395310058,-98.68005313382706,103,125,2003-10-28,,,,,,,32.0,,,0.0,,1.0,3.3,,,,,,32.0,36.0,,,,,,
1149212,16.387721338570284,-97.75889602857498,0,23,????-??-??,,,,,,,20.0,,,1.0,,,5.0,,,,,,62.0,18.0,,,,,,
1149212,16.387721338570284,-97.75889602857498,23,55,????-??-??,,,,,,,16.0,,,1.0,,,5.1,,,,,,66.0,18.0,,,,,,
1149215,18.54701987159169,-95.31919910295511,0,16,????-??-??,,,,,,,4.0,,,1.0,,,5.8,,,,,,80.0,16.0,,,,,,
1149215,18.54701987159169,-95.31919910295511,16,37,????-??-??,,,,,,,4.0,,,1.0,,,6.0,,,,,,80.0,16.0,,,,,,
1149215,18.54701987159169,-95.31919910295511,37,73,????-??-??,,,,,,,4.0,,,1.0,,,6.0,,,,,,70.0,26.0,,,,,,
1149215,18.54701987159169,-95.31919910295511,73,100,????-??-??,,,,,,,6.0,,,1.0,,,6.0,,,,,,50.0,44.0,,,,,,
1149220,18.198014309818685,-95.23715395251068,0,11,2004-4-28,,,,,,,40.0,,,0.3,,22.0,6.7,,,,,,16.0,44.0,,,,,,
1149220,18.198014309818685,-95.23715395251068,11,26,2004-4-28,,,,,,,48.0,,,0.3,,16.0,6.8,,,,,,8.0,44.0,,,,,,
1149220,18.198014309818685,-95.23715395251068,26,55,2004-4-28,,,,,,,46.0,,,0.1,,13.0,7.1,,,,,,9.0,45.0,,,,,,
1149220,18.198014309818685,-95.23715395251068,55,73,2004-4-28,,,,,,,48.0,,,0.1,,10.0,7.3,,,,,,6.0,46.0,,,,,,
1149220,18.198014309818685,-95.23715395251068,73,99,2004-4-28,,,,,,,52.0,,,0.1,,9.0,7.4,,,,,,7.0,41.0,,,,,,
1149220,18.198014309818685,-95.23715395251068,99,125,2004-4-28,,,,,,,54.0,,,0.1,,7.0,7.7,,,,,,5.0,41.0,,,,,,
1149221,18.207656489610006,-95.72368771786924,0,15,2004-6-15,,,,,,,30.0,,,0.1,,13.0,5.9,,,,,,26.0,44.0,,,,,,
1149221,18.207656489610006,-95.72368771786924,15,39,2004-6-15,,,,,,,30.0,,,0.1,,6.0,6.2,,,,,,30.0,40.0,,,,,,
1149221,18.207656489610006,-95.72368771786924,39,65,2004-6-15,,,,,,,0.0,,,0.0,,2.0,6.6,,,,,,28.0,72.0,,,,,,
1149221,18.207656489610006,-95.72368771786924,65,90,2004-6-15,,,,,,,0.0,,,0.0,,1.0,6.9,,,,,,96.0,4.0,,,,,,
1149221,18.207656489610006,-95.72368771786924,90,125,2004-6-15,,,,,,,17.0,,,0.0,,0.0,7.1,,,,,,50.0,33.0,,,,,,
1149222,19.648274287054953,-90.19467983189116,0,9,1983-4-21,,,,,,,36.0,,,2.0,,59.0,7.5,,,,,,44.0,20.0,,,,,,
