date,elcosp,landcover,latitude,longitude,lower_depth,orgc,phaq,precipitation,sand,temperature,upper_depth,ecoregion,rock_fragments,silt_plus_clay,depth_fraction,soc_tha
5/21/2003,0.0,8,18.184706,-91.36049,27,2.0,6.1,179.6077271,86.0,16.42349434,13,1,0.00259310134257465,14.0,0.175,0.049330947282077334
5/27/2005,0.0,10,24.324955,-104.75495,23,7.0,7.1,88.00628662,70.0,16.90192795,0,5,5.057179261552169,30.0,1.0,-2.544435630806874
5/30/2005,0.1,7,28.672289,-111.39169,30,0.0,8.9,88.00628662,94.0,16.90192795,0,5,0.14179936840323196,6.0,1.0,0.0
6/18/2005,0.0,9,18.861479,-102.1228,26,1.0,8.0,214.8472137,90.0,16.5090847,0,2,5.041532975528137,10.0,1.0,-0.6129227249366951
6/5/2006,1.0,17,22.385218,-89.683,30,7.0,8.1,225.2798615,92.0,16.14965439,0,6,,8.0,1.0,
7/13/2005,0.1,17,25.786037,-111.32248,10,3.0,9.1,142.0421143,82.0,15.95401573,0,5,19.542098343063984,18.0,0.14285714285714285,-1.0407520867690303
7/15/2004,0.0,8,17.933899,-91.29638,16,3.0,5.1,165.5812531,82.0,16.67821503,6,1,0.00259310134257465,18.0,0.22727272727272727,0.08906480911593115
7/15/2004,0.1,7,30.54051,-112.4389,18,1.0,8.3,165.5812531,90.0,16.67821503,0,5,13.007339600182068,10.0,1.0,-1.8209850944052117
7/15/2005,0.0,17,23.530954,-110.173615,17,4.0,8.2,142.0421143,84.0,15.95401573,0,5,11.127833407042672,16.0,1.0,-4.886639107564462
7/16/2004,0.4,17,29.930841,-112.68725,6,1.0,8.6,165.5812531,80.0,16.67821503,0,5,19.30985195241275,20.0,0.0967741935483871,-0.26872247493823626
7/17/2005,0.1,17,27.53432,-112.54375,8,6.0,8.2,142.0421143,94.0,15.95401573,0,5,25.45722349594699,6.0,0.13793103448275862,-2.0227506929304484
7/23/2005,0.0,17,25.599611,-111.89669,15,0.0,7.2,142.0421143,88.0,15.95401573,0,5,0.0478193930174233,12.0,1.0,0.0
7/23/2005,0.1,17,27.457396,-113.77491,12,0.0,8.5,142.0421143,80.0,15.95401573,0,5,0.1247260626868458,20.0,1.0,0.0
7/25/2005,0.1,17,25.530163,-112.0072,20,5.0,7.8,142.0421143,76.0,15.95401573,0,5,0.9987306231033979,24.0,1.0,0.0006999344207864061
8/12/2001,0.0,10,32.04801,-113.59689,12,1.0,8.4,109.4155121,98.0,16.04876137,0,5,2.339483857154846,2.0,0.1875,-0.03808889322012663
8/12/2001,0.1,10,32.04801,-113.59689,20,1.0,8.3,109.4155121,98.0,16.04876137,12,5,2.339483857154846,2.0,0.125,-0.025392595480084424
8/12/2001,0.1,10,32.118816,-113.812546,24,4.0,9.1,109.4155121,92.0,16.04876137,15,5,5.461377358356487,8.0,0.11538461538461539,-0.24837654575741216
8/20/2004,0.1,7,29.635311,-114.53155,18,1.0,8.7,185.4012299,88.0,15.84479809,0,5,14.289808212901203,12.0,1.0,-2.015479154335745
8/26/2003,0.8,10,21.07363,-104.8642,13,31.0,6.6,155.0924683,82.0,16.81706238,0,2,9.413166091469481,18.0,0.16666666666666666,6.896810687807388
8/26/2005,0.1,9,24.651106,-107.929375,30,2.0,7.2,166.0456238,96.0,16.05256844,0,5,0.08726051338284005,4.0,1.0,0.25796208466568826
8/9/2008,9.0,10,26.914057,-103.10062,11,1.0,8.1,149.1352844,40.0,15.76737881,0,5,0.9248621666167004,60.0,1.0,0.011395103259577686
9/16/2004,0.0,7,30.97585,-115.56513,9,13.0,6.9,144.7816925,90.0,16.06739998,0,4,24.945782052648482,10.0,1.0,-8.569333348489003
10/13/2005,0.1,17,24.741726,-111.15324,13,3.0,9.2,66.47177124,75.0,14.13183308,0,5,25.32161836966558,25.0,1.0,-9.556061143915086
10/14/2005,0.1,17,24.75188,-111.27808,22,0.0,9.2,66.47177124,72.0,14.13183308,0,5,10.870622089471633,28.0,1.0,-0.0
10/17/2003,0.0,9,28.34487,-107.850105,14,10.0,5.8,113.9457397,89.0,15.17655277,0,4,17.28125622381878,11.0,1.0,-9.534303644668283
11/7/2002,0.8,7,31.363863,-106.190254,30,0.0,9.6,43.62361145,84.0,13.86884212,11,5,16.222841500390103,16.0,0.23170731707317074,-0.0
11/8/2002,0.0,16,31.268026,-106.50466,25,0.0,8.7,43.62361145,94.0,13.86884212,0,5,1.3686528487067453,6.0,1.0,-0.0
11/8/2002,0.1,16,31.526468,-106.32411,22,0.0,8.8,43.62361145,96.0,13.86884212,0,5,1.941523123155469,4.0,1.0,-0.0
6/11/2001,0.1,7,31.099,-114.90569,10,1.0,8.5,150.5167542,93.0,16.92475128,0,5,13.383933161955419,7.0,0.14285714285714285,-0.268299681087073
6/11/2001,0.1,7,31.099,-114.90569,25,0.0,8.7,150.5167542,89.0,16.92475128,10,5,13.383933161955419,11.0,0.21428571428571427,-0.0
6/11/2001,0.1,7,32.43241,-115.37899,24,0.0,8.5,150.5167542,95.0,16.92475128,10,5,8.673315186497332,5.0,0.20588235294117646,-0.0
6/11/2001,0.1,10,31.282452,-115.33236,25,0.0,8.5,150.5167542,95.0,16.92475128,0,5,5.305196445250916,5.0,1.0,-0.0
6/11/2001,0.1,10,31.415775,-115.07201,10,18.0,8.1,150.5167542,95.0,16.92475128,0,5,17.13318604425574,5.0,0.1388888888888889,0.9757350919565868
6/11/2001,0.1,10,31.415775,-115.07201,26,2.0,8.4,150.5167542,95.0,16.92475128,10,5,17.13318604425574,5.0,0.2222222222222222,-1.0132501272381633
6/12/2001,0.1,10,32.452087,-114.69164,20,0.0,8.5,150.5167542,95.0,16.92475128,0,5,1.8022106162248348,5.0,1.0,-0.0
6/16/2001,0.2,17,28.221535,-114.0056,28,1.0,8.6,150.5167542,95.0,16.92475128,17,5,4.88254447218009,5.0,0.12222222222222222,-0.07196580899113757
6/18/2001,0.0,7,29.29489,-114.245834,6,3.0,7.1,150.5167542,87.0,16.92475128,0,5,12.453900852629864,13.0,1.0,-4.500283460601684
6/18/2001,0.1,17,28.002684,-113.99547,12,4.0,8.6,150.5167542,87.0,16.92475128,0,5,0.1247260626868458,13.0,0.14285714285714285,0.060330881951121094
6/20/2001,0.0,7,29.765198,-114.76033,8,2.0,6.4,150.5167542,87.0,16.92475128,0,5,7.444124322816934,13.0,1.0,-1.8212641926118132
6/20/2001,0.1,9,30.462477,-115.91239,13,2.0,7.5,150.5167542,95.0,16.92475128,0,5,1.8342044767815544,5.0,1.0,-0.2357662060459101
6/25/2001,0.0,7,32.564598,-116.59223,9,4.0,6.4,150.5167542,93.0,16.92475128,0,5,14.986513118464735,7.0,0.125,-0.8435545792008453
6/3/2001,0.1,7,30.953299,-114.79927,10,0.0,9.3,150.5167542,91.0,16.92475128,0,5,2.2918211817741394,9.0,0.14285714285714285,-0.0
6/3/2001,0.1,7,30.953299,-114.79927,25,0.0,9.5,150.5167542,95.0,16.92475128,10,5,2.2918211817741394,5.0,0.21428571428571427,-0.0
7/1/2005,0.0,17,22.951586,-109.93224,17,2.0,7.1,214.8472137,95.0,16.5090847,0,5,13.457159451479534,5.0,1.0,-3.5206922328149526
7/15/2004,0.2,8,17.933899,-91.29638,6,7.0,5.3,165.5812531,64.0,16.67821503,0,1,0.00259310134257465,36.0,0.13636363636363635,0.08529787527976533
7/17/2005,0.1,17,22.95606,-110.053474,9,3.0,7.9,142.0421143,93.0,15.95401573,0,5,16.06690797342471,7.0,1.0,-5.919848410390463
7/27/2005,0.0,17,25.074335,-111.945206,20,1.0,8.0,142.0421143,84.0,15.95401573,0,5,0.0478193930174233,16.0,1.0,0.14440390213254967
7/30/2005,0.0,4,25.652647,-109.240555,15,5.0,6.9,142.0421143,92.0,15.95401573,0,5,10.081634855741322,8.0,1.0,-5.007613459455767
7/7/2003,0.1,9,23.0564,-106.23237,24,3.0,7.5,145.8343353,96.0,16.0439949,0,7,0.077270977403873,4.0,1.0,0.3625439238941087
8/21/2004,0.0,5,17.771189,-95.24807,14,8.0,5.7,185.4012299,85.0,15.84479809,0,2,2.191493238792055,15.0,1.0,-0.7553876495023423
8/23/2003,0.1,12,20.841465,-105.04132,8,6.0,5.9,155.0924683,90.0,16.81706238,0,2,12.961843539206527,10.0,1.0,-7.172512775604861
8/7/2003,0.1,7,30.954649,-111.93307,20,9.0,8.7,155.0924683,88.0,16.81706238,0,5,5.560407085098234,12.0,1.0,-2.828072608124479
10/13/2004,0.1,16,28.904638,-114.14574,15,2.0,8.6,116.3781738,74.0,15.64566898,0,5,6.029440219164021,26.0,1.0,-1.4214405125010123
10/16/2005,0.0,17,24.9556,-111.895836,29,1.0,8.4,66.47177124,74.0,14.13183308,0,5,0.46037565272829617,26.0,1.0,0.08183727000983752
10/18/2004,0.1,17,28.301685,-114.06091,22,0.0,8.7,116.3781738,88.0,15.64566898,0,5,11.548926644683618,12.0,1.0,-0.0
10/22/2004,0.1,17,28.008423,-113.8743,17,2.0,9.2,116.3781738,90.0,15.64566898,0,5,0.7150997629640945,10.0,1.0,0.08051964459203577
10/26/2004,0.1,17,28.8769,-113.532394,10,1.0,7.4,116.3781738,76.0,15.64566898,0,5,9.988087608668454,24.0,0.125,-0.1703871767975279
10/26/2004,0.1,17,29.003748,-113.75468,15,1.0,8.4,116.3781738,86.0,15.64566898,0,5,4.2598831380023405,14.0,0.16666666666666666,-0.08239680619614716
10/27/2004,0.1,17,28.58238,-113.13723,20,1.0,7.0,116.3781738,68.0,15.64566898,0,5,6.743111579353549,32.0,1.0,-0.870977329678442
10/27/2004,0.1,17,29.004824,-113.56926,20,0.0,8.1,116.3781738,96.0,15.64566898,0,5,12.888083583857547,4.0,1.0,-0.0
10/7/2003,0.1,9,28.827309,-106.43381,9,11.0,5.6,113.9457397,78.0,15.17655277,0,4,29.509808530395965,22.0,0.14516129032258066,-2.194971998097672
11/10/2003,0.2,2,19.992683,-87.473434,22,2.0,8.5,22.05642509,96.0,13.04871178,0,7,,4.0,1.0,
11/11/2003,0.0,8,28.360394,-105.85742,25,1.0,8.2,22.05642509,88.0,13.04871178,11,5,8.125574043853177,12.0,0.19444444444444445,-0.21012367778783841
11/11/2003,0.1,9,29.34899,-105.03136,5,4.0,9.5,22.05642509,88.0,13.04871178,0,5,14.450932894128515,12.0,0.07352941176470588,-0.4772074498298113
11/12/2003,0.2,8,29.06341,-105.13324,14,7.0,8.7,22.05642509,86.0,13.04871178,0,5,9.357237139771897,14.0,1.0,-5.241191128785107
11/18/2002,0.1,7,30.643866,-106.457016,3,7.0,8.2,43.62361145,92.0,13.86884212,0,5,3.705527795358403,8.0,0.02564102564102564,-0.043506551889544894
11/21/2002,0.1,17,21.258215,-86.81148,10,4.0,8.2,43.62361145,96.0,13.86884212,3,7,,4.0,0.0707070707070707,
11/21/2002,0.1,17,21.258215,-86.81148,20,3.0,8.2,43.62361145,96.0,13.86884212,10,7,,4.0,0.10101010101010101,
11/21/2002,0.2,17,21.258215,-86.81148,3,4.0,8.1,43.62361145,96.0,13.86884212,0,7,,4.0,0.030303030303030304,
11/22/2002,0.0,4,19.532053,-102.193954,14,1.0,6.6,43.62361145,84.0,13.86884212,3,4,0.0299424195378008,16.0,0.7857142857142857,0.11559039833202345
11/26/2002,0.1,7,31.080727,-114.96194,20,0.0,9.1,43.62361145,88.0,13.86884212,7,5,13.975588783718418,12.0,0.24074074074074073,-0.0
11/27/2002,0.1,7,31.009302,-115.09814,30,1.0,9.1,43.62361145,92.0,13.86884212,17,5,10.756446825532379,8.0,0.13829787234042554,-0.204628809543066
11/27/2002,0.1,10,31.25033,-114.968124,30,0.0,9.0,43.62361145,92.0,13.86884212,15,5,14.39195332495367,8.0,0.16666666666666666,-0.0
11/6/2002,0.1,10,32.013935,-113.56912,14,1.0,8.5,43.62361145,90.0,13.86884212,0,5,5.153260335846474,10.0,1.0,-0.6298668494931329
11/6/2002,0.1,10,32.044247,-113.52459,12,1.0,8.6,43.62361145,94.0,13.86884212,0,5,3.6795390144907296,6.0,1.0,-0.4063681687816061
11/8/2002,0.2,7,31.719355,-113.19645,22,9.0,8.0,43.62361145,92.0,13.86884212,0,5,3.411816971354877,8.0,1.0,-1.4956545293481283
12/1/2002,0.0,12,19.471657,-97.67265,30,0.0,6.0,43.62361145,88.0,13.86884212,0,5,2.135362331773809,12.0,1.0,-0.0
12/4/2002,0.1,7,32.403576,-115.36114,9,0.0,9.0,20.71763039,94.0,12.58985233,0,5,5.7410396680463744,6.0,0.13636363636363635,-0.0
12/4/2002,0.1,7,32.403576,-115.36114,24,1.0,9.2,20.71763039,94.0,12.58985233,9,5,5.7410396680463744,6.0,0.22727272727272727,-0.16341070724937296
12/8/2003,0.1,4,19.93564,-100.55602,25,2.0,4.3,11.58660698,89.0,12.89338875,0,4,3.470821871310717,11.0,1.0,-0.6983135605573201
3/24/2002,0.1,8,24.82618,-108.054,29,2.0,8.2,42.75613403,84.0,16.42529488,0,5,0.06287642309715605,16.0,1.0,0.2648536137985894
3/3/2005,0.0,10,27.353945,-110.37068,10,6.0,7.8,39.32666397,90.0,16.27096748,0,5,0.1397083260187457,10.0,0.14285714285714285,0.07369209319799197
3/3/2005,0.0,10,27.353945,-110.37068,25,6.0,7.9,39.32666397,88.0,16.27096748,10,5,0.1397083260187457,12.0,0.21428571428571427,0.11053813979698794
3/30/2005,0.2,17,26.889315,-113.46782,25,1.0,8.4,39.32666397,88.0,16.27096748,0,5,6.475045835637523,12.0,1.0,-0.8303235512494442
4/10/2005,0.1,17,26.085314,-112.10629,17,2.0,8.9,83.41119385,88.0,16.08542633,0,5,1.0617314279095935,12.0,1.0,-0.01744678308152096
4/12/2005,0.1,17,27.49599,-114.594376,4,2.0,8.4,83.41119385,61.0,16.08542633,0,5,20.093689200752692,39.0,0.08333333333333333,-0.4496945680561274
4/21/2004,0.1,8,17.671139,-91.78315,18,5.0,8.0,83.12443542,82.0,16.3982811,0,1,1.6944848779599109,18.0,0.19148936170212766,-0.07332873734816711
4/4/2005,0.1,17,26.862942,-113.12162,20,1.0,9.1,83.41119385,80.0,16.08542633,0,5,0.6975004207179636,20.0,1.0,0.045875876195596514
4/7/2005,0.1,17,27.14446,-114.13779,25,2.0,9.2,83.41119385,78.0,16.08542633,3,5,6.684694231924076,22.0,0.39285714285714285,-0.631176473165586
4/8/2005,0.1,17,27.239948,-114.41675,23,1.0,9.2,83.41119385,82.0,16.08542633,8,5,9.090710901989201,18.0,0.24193548387096775,-0.2968560127142116
5/19/2004,0.0,9,17.975277,-95.253265,20,18.0,5.8,147.1418762,90.0,16.67577553,5,1,12.564400381816771,10.0,0.3,1.5107362597993206
5/21/2003,0.1,8,18.184706,-91.36049,13,20.0,6.2,179.6077271,78.0,16.42349434,0,1,0.00259310134257465,22.0,0.1625,-0.14548177023817188
5/27/2004,0.1,9,27.393337,-108.512695,8,5.0,7.1,147.1418762,60.0,16.67577553,0,2,22.68114039321562,40.0,1.0,-11.954980812819096
6/1/2005,0.1,9,26.181023,-109.140335,12,3.0,8.7,214.8472137,76.0,16.5090847,0,5,5.239628953551403,24.0,1.0,-1.6657671743661606
6/13/2005,0.0,9,25.28801,-107.103004,5,43.0,6.8,214.8472137,76.0,16.5090847,0,2,24.747488086522615,24.0,0.1388888888888889,40.10705347103442
6/18/2003,0.1,7,23.304316,-101.65781,6,4.0,8.0,211.8241882,95.0,16.66122246,0,5,3.5547485499621456,5.0,0.09090909090909091,-0.11205963239659415
6/27/2003,0.2,17,29.43662,-111.391594,18,1.0,7.7,211.8241882,83.0,16.66122246,0,5,3.68634539991744,17.0,0.19148936170212766,-0.07801284216444496
6/30/2004,0.1,7,30.925209,-112.611404,20,0.0,8.3,175.6390991,92.0,16.9322319,0,5,10.850488752685017,8.0,1.0,-0.0
