bedrock,date,ecoregion,elcosp,geometry,landcover,latitude,longitude,lower_depth,orgc,phaq,precipitation,sand,slopemean,soil_type,temperature,upper_depth,rock_fragments,organic_matter,bulk_density,silt_plus_clay,depth_fraction,soc_tha
rocas_igneas,11/7/2002,5,0.1,POINT (-112.9212 31.836027),7.0,31.836027,-112.9212,10,2.0,8.8,43.62361145,72.0,0.8138591194040464,REGOSOL CALCARICO,13.86884212,0,12.916873423171175,3.448,1.4131200000000002,28.0,10,2.4611781565649675
rocas_igneas,12/18/2002,4,0.1,POINT (-98.32202 19.03752),5.0,19.03752,-98.32202,30,4.0,8.0,20.71763039,64.0,0.31431735891171475,FEOZEM HAPLICO,12.58985233,0,1.0469757281056413,6.896,1.2062400000000002,36.0,30,14.323331519727581
rocas_igneas,12/3/2002,5,0.2,POINT (-114.769485 32.67868),7.0,32.67868,-114.769485,15,1.0,9.0,20.71763039,62.0,0.8304630793057955,REGOSOL EUTRICO,12.58985233,0,4.297546878733212,1.724,1.5165600000000001,38.0,15,2.1770776845838253
rocas_igneas,4/22/2003,3,0.1,POINT (-103.926476 19.463894),8.0,19.463894,-103.926476,28,18.0,6.7,49.94464874,64.0,2.1285263895988464,ANDOSOL OCRICO,16.51515007,19,0.1267682053414837,31.032,-0.2419199999999999,36.0,9,-3.914135822193732
rocas_igneas,4/8/2005,5,0.2,POINT (-114.312675 27.218628),17.0,27.218628,-114.312675,14,2.0,9.0,83.41119385,68.0,0.2332809031009674,XEROSOL HAPLICO,16.08542633,2,13.195998978853215,3.448,1.4131200000000002,32.0,12,2.9439472781520704
rocas_igneas,5/13/2003,5,0.1,POINT (-111.74279 31.076315),7.0,31.076315,-111.74279,17,6.0,8.3,179.6077271,76.0,0.8493350293210709,YERMOSOL HAPLICO,16.42349434,0,12.953251972306193,10.344,0.9993600000000001,24.0,17,8.873085887113522
rocas_igneas,5/13/2003,5,1.0,POINT (-108.48465 31.192173),10.0,31.192173,-108.48465,13,0.0,9.0,179.6077271,86.0,0.8742395609089758,REGOSOL EUTRICO,16.42349434,0,3.0298245322846515,0.0,1.62,14.0,13,0.0
rocas_igneas,5/14/2003,5,0.1,POINT (-108.197685 31.085516),16.0,31.085516,-108.197685,18,1.0,8.8,179.6077271,84.0,0.19356599065900712,SOLONETZ ORTICO,16.42349434,0,1.5024053343465917,1.724,1.5165600000000001,16.0,18,2.68879521899058
rocas_igneas,5/19/2004,1,0.2,POINT (-92.32616 14.895821),8.0,14.895821,-92.32616,10,10.0,6.0,147.1418762,74.0,0.9143368881065529,FLUVISOL EUTRICO,16.67577553,0,1.3311041720560994,17.24,0.5856000000000003,26.0,10,5.778050539684399
rocas_igneas,6/11/2001,5,0.0,POINT (-111.76863 31.118536),7.0,31.118536,-111.76863,17,2.0,7.6,150.5167542,70.0,0.8493350293210709,FLUVISOL EUTRICO,16.92475128,0,2.6541276982422684,3.448,1.4131200000000002,30.0,17,4.677087568280037
