date,profile_id,longitude,latitude,upper_depth,lower_depth,clay,elcosp,orgc,phaq,sand,silt,geometry,soil_type,slopemean,bedrock
1979-8-2,1601738,-114.6089309109653,30.076513556424384,0,18,6.0,2.0,1.0,8.2,82.0,12.0,POINT (-114.6089309109653 30.07651355642438),FLUVISOL CALCARICO,2.7182698249816895,rocas_sedimentarias
1979-8-20,1636745,-116.0414668083654,32.363821596209746,0,7,4.0,2.0,10.0,6.9,76.0,20.0,POINT (-116.0414668083654 32.36382159620975),REGOSOL EUTRICO,0.9186687415296381,rocas_igneas
1979-8-20,1636745,-116.0414668083654,32.363821596209746,7,30,18.0,2.0,6.0,6.9,66.0,16.0,POINT (-116.0414668083654 32.36382159620975),REGOSOL EUTRICO,0.9186687415296381,rocas_igneas
1979-8-21,1323786,-116.7304774330786,32.327078461405925,0,16,14.0,2.0,15.0,6.3,54.0,32.0,POINT (-116.73047743307862 32.327078461405925),LITOSOL,1.771209716796875,rocas_sedimentarias
1979-8-25,1497443,-115.22909040685438,32.02108672168236,0,15,44.0,15.0,16.0,7.8,18.0,38.0,POINT (-115.22909040685438 32.02108672168236),SOLONCHAK ORTICO,1.733555793762207,rocas_sedimentarias
1979-8-3,1254272,-115.57194810697442,30.040336515862567,0,22,18.0,3.5,5.0,7.8,48.0,34.0,POINT (-115.57194810697443 30.040336515862567),REGOSOL CALCARICO,2.6456851959225958,rocas_sedimentarias
1979-8-3,1254272,-115.57194810697442,30.040336515862567,0,22,18.0,3.5,5.0,7.8,48.0,34.0,POINT (-115.57194810697443 30.040336515862567),REGOSOL CALCARICO,2.6456851959225958,rocas_sedimentarias
1979-8-3,1254272,-115.57194810697442,30.040336515862567,0,22,18.0,3.5,5.0,7.8,48.0,34.0,POINT (-115.57194810697443 30.040336515862567),REGOSOL CALCARICO,2.6456851959225958,rocas_sedimentarias
1979-8-4,1566850,-116.22835599507492,30.982874861566547,0,11,6.0,2.0,6.0,8.1,72.0,22.0,POINT (-116.22835599507493 30.982874861566543),SOLONETZ ALBICO,0.5877849459648132,rocas_sedimentarias
1979-8-4,1566850,-116.22835599507492,30.982874861566547,11,14,8.0,2.0,4.0,7.9,68.0,24.0,POINT (-116.22835599507493 30.982874861566543),SOLONETZ ALBICO,0.5877849459648132,rocas_sedimentarias
1979-8-6,1323628,-116.30437904460382,30.969768766341343,0,14,14.0,4.5,8.0,7.0,64.0,22.0,POINT (-116.30437904460382 30.969768766341335),SOLONETZ ALBICO,0.9211549575512226,rocas_sedimentarias
1979-8-7,1497273,-116.07416894008205,30.953671672330096,0,15,28.0,2.0,12.0,7.0,52.0,20.0,POINT (-116.07416894008205 30.953671672330096),XEROSOL LUVICO,5.078093528747559,rocas_metamorficas
1979-8-9,1427994,-116.16754267195056,30.90129364663558,0,13,18.0,2.0,12.0,7.1,54.0,28.0,POINT (-116.16754267195054 30.90129364663558),PLANOSOL EUTRICO,0.4300735162364112,rocas_sedimentarias
1980-1-22,1149763,-112.13913178478874,30.236001424664185,0,20,6.0,2.0,3.0,8.2,76.0,18.0,POINT (-112.13913178478874 30.23600142466419),XEROSOL HAPLICO,0.45710414275527,rocas_sedimentarias
1980-1-22,1149763,-112.13913178478874,30.236001424664185,0,20,6.0,2.0,3.0,8.2,76.0,18.0,POINT (-112.13913178478874 30.23600142466419),XEROSOL HAPLICO,0.45710414275527,rocas_metamorficas
1980-1-23,1566882,-112.1205886045702,30.164111298297883,0,17,12.0,2.0,1.0,8.4,68.0,20.0,POINT (-112.12058860457022 30.164111298297886),YERMOSOL HAPLICO,0.8804304538663255,rocas_sedimentarias
1980-1-23,1566882,-112.1205886045702,30.164111298297883,0,17,12.0,2.0,1.0,8.4,68.0,20.0,POINT (-112.12058860457022 30.164111298297886),YERMOSOL HAPLICO,0.8804304538663255,rocas_metamorficas
1980-1-24,1184625,-112.25803630779887,30.25944546771234,0,20,22.0,2.0,3.0,8.1,38.0,40.0,POINT (-112.25803630779887 30.25944546771233),YERMOSOL HAPLICO,0.20737636128098305,rocas_sedimentarias
1980-1-24,1184625,-112.25803630779887,30.25944546771234,0,20,22.0,2.0,3.0,8.1,38.0,40.0,POINT (-112.25803630779887 30.25944546771233),YERMOSOL HAPLICO,0.20737636128098305,rocas_metamorficas
1980-1-28,1427978,-98.8315039762272,24.35482525385053,0,29,38.0,2.0,18.0,7.9,46.0,16.0,POINT (-98.8315039762272 24.35482525385053),RENDZINA,0.8835572879176042,rocas_igneas
1980-1-31,1219431,-98.65288729697984,24.100386780224465,0,28,42.0,2.0,38.0,7.8,34.0,24.0,POINT (-98.65288729697984 24.10038678022446),RENDZINA,0.8835572879176042,rocas_sedimentarias
1980-2-18,1184588,-99.92706829779674,24.442333376172478,0,10,36.0,2.0,49.0,8.1,42.0,22.0,POINT (-99.92706829779674 24.442333376172478),LITOSOL,7.305638790130615,rocas_sedimentarias
1980-2-2,1566836,-98.23497633403494,24.01550187550325,0,25,48.0,2.0,13.0,8.2,32.0,20.0,POINT (-98.23497633403495 24.015501875503244),FEOZEM LUVICO,0.24399096896380146,rocas_sedimentarias
1980-2-23,1532027,-99.31605495349346,24.052243745337524,0,22,38.0,2.0,28.0,8.0,28.0,34.0,POINT (-99.31605495349346 24.052243745337524),VERTISOL PELICO,0.24744305886964701,rocas_sedimentarias
1980-2-5,1219429,-98.22079225461609,24.48318658180037,0,16,22.0,2.0,13.0,8.0,62.0,16.0,POINT (-98.22079225461609 24.48318658180037),RENDZINA,0.32663264870657593,rocas_sedimentarias
1980-2-5,1358432,-98.28141327255136,24.49077583704944,0,18,42.0,2.0,49.0,7.7,32.0,26.0,POINT (-98.28141327255138 24.49077583704944),RENDZINA,0.8835572879176042,rocas_sedimentarias
1980-2-7,1393119,-98.41450365895936,24.33387612473908,0,20,44.0,2.0,24.0,7.9,26.0,30.0,POINT (-98.41450365895936 24.33387612473908),VERTISOL CROMICO,0.23781481862428325,rocas_sedimentarias
1980-2-7,1427979,-98.6159162210328,24.341280012263585,0,17,44.0,2.0,19.0,8.0,36.0,20.0,POINT (-98.6159162210328 24.341280012263585),XEROSOL CALCICO,0.8835572879176042,rocas_sedimentarias
1980-3-10,1462592,-113.2265296299948,28.45087193360724,0,24,14.0,2.0,4.0,7.9,60.0,26.0,POINT (-113.2265296299948 28.450871933607242),LITOSOL,2.706385374069214,rocas_sedimentarias
1980-3-12,1566918,-113.94787667477225,28.37044561699261,0,10,20.0,2.5,2.0,7.9,58.0,22.0,POINT (-113.94787667477225 28.370445616992612),YERMOSOL CALCICO,0.8521388173103333,rocas_sedimentarias
1980-3-14,1532121,-113.80221840224831,28.174901329282445,0,16,8.0,2.0,1.0,7.4,82.0,10.0,POINT (-113.80221840224831 28.174901329282445),YERMOSOL LUVICO,0.20853811165151487,rocas_sedimentarias
1980-3-3,1289088,-113.67532634742086,28.94804448669913,0,23,2.0,2.0,3.0,7.4,96.0,2.0,POINT (-113.67532634742086 28.948044486699125),REGOSOL EUTRICO,1.9537576913833619,rocas_sedimentarias
1980-3-6,1289089,-113.90606922917031,28.65766511562698,0,12,46.0,2.0,8.0,7.8,34.0,20.0,POINT (-113.90606922917031 28.65766511562698),VERTISOL CROMICO,2.056526312461266,rocas_sedimentarias
1980-5-12,1428004,-114.48081957728404,29.889160260526324,0,11,6.0,2.0,5.0,8.2,88.0,6.0,POINT (-114.48081957728404 29.889160260526317),REGOSOL EUTRICO,1.1213930037460829,rocas_sedimentarias
1980-5-12,1428004,-114.48081957728404,29.889160260526324,11,21,8.0,2.0,3.0,8.2,86.0,6.0,POINT (-114.48081957728404 29.889160260526317),REGOSOL EUTRICO,1.1213930037460829,rocas_sedimentarias
1980-6-20,1149746,-114.18812743224493,29.668244838552564,0,19,8.0,2.0,3.0,8.0,72.0,20.0,POINT (-114.18812743224493 29.668244838552557),LITOSOL,3.8149701356887817,rocas_sedimentarias
1980-6-20,1289024,-114.714378696306,29.15228696113476,0,12,40.0,20.0,2.0,8.3,40.0,20.0,POINT (-114.71437869630601 29.152286961134756),XEROSOL LUVICO,1.820275664329347,rocas_sedimentarias
1980-6-20,1289024,-114.714378696306,29.15228696113476,12,29,44.0,35.0,2.0,8.1,38.0,18.0,POINT (-114.71437869630601 29.152286961134756),XEROSOL LUVICO,1.820275664329347,rocas_sedimentarias
1980-6-20,1393148,-114.24834578670703,29.5263762703279,0,12,16.0,2.0,2.0,8.0,64.0,20.0,POINT (-114.24834578670703 29.526376270327898),YERMOSOL CALCICO,1.0411090850830078,rocas_sedimentarias
1980-7-15,1532097,-113.70751626618475,29.305903909083924,0,12,12.0,2.0,4.0,8.2,72.0,16.0,POINT (-113.70751626618475 29.305903909083916),LITOSOL,6.366260051727295,rocas_sedimentarias
1980-7-15,1566862,-114.5377874092531,29.02443425784409,0,23,12.0,20.0,4.0,8.0,64.0,24.0,POINT (-114.5377874092531 29.024434257844085),YERMOSOL HAPLICO,1.0857409409114294,rocas_sedimentarias
1980-7-20,1289077,-113.931700581924,29.051592223023132,0,30,10.0,2.0,3.0,6.9,74.0,16.0,POINT (-113.931700581924 29.051592223023125),REGOSOL EUTRICO,0.9080355311885024,rocas_sedimentarias
1980-7-20,1462567,-113.8517937928042,29.02431397720272,0,11,12.0,2.0,13.0,8.1,46.0,42.0,POINT (-113.8517937928042 29.024313977202723),XEROSOL LUVICO,1.058672934770584,rocas_sedimentarias
1980-7-20,1462567,-113.8517937928042,29.02431397720272,0,11,12.0,2.0,13.0,8.1,46.0,42.0,POINT (-113.8517937928042 29.024313977202723),XEROSOL LUVICO,1.058672934770584,rocas_sedimentarias
1980-7-20,1462567,-113.8517937928042,29.02431397720272,11,27,26.0,2.0,8.0,8.1,54.0,20.0,POINT (-113.8517937928042 29.024313977202723),XEROSOL LUVICO,1.058672934770584,rocas_sedimentarias
1980-7-20,1462567,-113.8517937928042,29.02431397720272,11,27,26.0,2.0,8.0,8.1,54.0,20.0,POINT (-113.8517937928042 29.024313977202723),XEROSOL LUVICO,1.058672934770584,rocas_sedimentarias
1981-1-10,1601447,-99.61620125228002,21.332899331775064,0,17,30.0,1.0,62.0,6.8,44.0,26.0,POINT (-99.61620125228002 21.332899331775064),LITOSOL,10.523834228515625,rocas_sedimentarias
1981-1-6,1601444,-99.18284832348532,21.624055033175296,0,6,34.0,1.0,75.0,6.4,34.0,32.0,POINT (-99.18284832348532 21.624055033175292),LITOSOL,2.246201992034912,rocas_sedimentarias
1981-1-6,1601444,-99.18284832348532,21.624055033175296,0,6,34.0,1.0,75.0,6.4,34.0,32.0,POINT (-99.18284832348532 21.624055033175292),LITOSOL,2.246201992034912,rocas_sedimentarias
1981-1-6,1601444,-99.18284832348532,21.624055033175296,0,6,34.0,1.0,75.0,6.4,34.0,32.0,POINT (-99.18284832348532 21.624055033175292),LITOSOL,2.246201992034912,rocas_sedimentarias
1981-1-6,1601444,-99.18284832348532,21.624055033175296,6,24,70.0,3.2,62.0,6.4,22.0,8.0,POINT (-99.18284832348532 21.624055033175292),LITOSOL,2.246201992034912,rocas_sedimentarias
1981-1-6,1601444,-99.18284832348532,21.624055033175296,6,24,70.0,3.2,62.0,6.4,22.0,8.0,POINT (-99.18284832348532 21.624055033175292),LITOSOL,2.246201992034912,rocas_sedimentarias
1981-1-6,1601444,-99.18284832348532,21.624055033175296,6,24,70.0,3.2,62.0,6.4,22.0,8.0,POINT (-99.18284832348532 21.624055033175292),LITOSOL,2.246201992034912,rocas_sedimentarias
1981-1-7,1392835,-99.55330710131337,21.619574319976888,0,17,26.0,1.0,73.0,7.6,40.0,34.0,POINT (-99.55330710131337 21.619574319976888),FEOZEM HAPLICO,2.9042904376983643,rocas_sedimentarias
1981-1-8,1601445,-99.39473800994736,21.61544668203965,0,22,32.0,1.0,103.0,7.0,46.0,22.0,POINT (-99.39473800994736 21.615446682039646),LITOSOL,8.185926437376569,rocas_sedimentarias
1981-11-21,1149467,-99.23509301484576,20.790673955219187,0,17,20.0,1.0,27.0,7.3,60.0,20.0,POINT (-99.23509301484576 20.790673955219184),FEOZEM HAPLICO,16.223913192749023,rocas_sedimentarias
1981-11-28,1253972,-99.19936787999876,20.361387214063598,0,14,28.0,1.0,58.0,7.8,38.0,34.0,POINT (-99.19936787999876 20.361387214063598),LITOSOL,3.150784492492676,rocas_sedimentarias
1981-11-28,1496987,-98.6816064195235,20.29084378625589,0,20,28.0,1.0,19.0,7.8,54.0,18.0,POINT (-98.6816064195235 20.290843786255888),LUVISOL VERTICO,1.2398628493150075,rocas_sedimentarias
1981-11-28,1531773,-98.84026926297403,20.30658766590503,0,27,22.0,1.0,22.0,6.5,58.0,20.0,POINT (-98.84026926297403 20.306587665905028),FEOZEM HAPLICO,10.423134803771973,rocas_sedimentarias
1981-11-7,1184593,-115.99485411012348,31.96495872679236,0,11,6.0,2.0,16.0,6.3,82.0,12.0,POINT (-115.9948541101235 31.964958726792357),REGOSOL EUTRICO,2.077561593055725,rocas_igneas
1981-11-7,1184593,-115.99485411012348,31.96495872679236,11,25,6.0,2.0,7.0,6.7,80.0,14.0,POINT (-115.9948541101235 31.964958726792357),REGOSOL EUTRICO,2.077561593055725,rocas_igneas
1981-11-8,1427713,-98.1593348746898,20.0543903353481,0,19,44.0,1.0,17.0,5.6,34.0,22.0,POINT (-98.1593348746898 20.0543903353481),ACRISOL HUMICO,1.3659787625074387,rocas_igneas
1981-12-11,1636278,-98.17892035639468,20.143313531545108,0,13,12.0,1.0,39.0,5.4,48.0,40.0,POINT (-98.17892035639468 20.14331353154511),ACRISOL HUMICO,0.95426195114851,rocas_sedimentarias
1981-12-6,1566592,-99.18991705932432,20.28763988798138,0,15,32.0,1.0,25.0,7.2,36.0,32.0,POINT (-99.18991705932432 20.287639887981378),RENDZINA,1.1381620913743973,rocas_sedimentarias
1981-12-8,1184350,-98.50536625138298,20.577349728015346,0,20,20.0,1.0,9.0,5.1,56.0,24.0,POINT (-98.50536625138298 20.577349728015342),LUVISOL FERRICO,2.9700989723205566,rocas_sedimentarias
1981-2-1,1392836,-98.61559462482144,21.45256968145492,0,17,36.0,1.0,29.0,7.7,22.0,42.0,POINT (-98.61559462482144 21.452569681454918),RENDZINA,1.8495732247829437,rocas_sedimentarias
1981-3-3,1288610,-89.54564134106087,17.98776918462954,0,18,38.0,2.0,52.0,8.0,42.0,20.0,POINT (-89.54564134106087 17.987769184629535),RENDZINA,0.37258101999759674,rocas_sedimentarias
1981-4-13,1636549,-115.09295973081724,31.779679983766144,0,10,4.0,2.0,1.0,8.4,90.0,6.0,POINT (-115.09295973081726 31.77967998376614),FLUVISOL CALCARICO,1.8920249938963494,rocas_sedimentarias
1981-4-20,1289018,-115.8425124115298,31.581342336734664,0,21,22.0,2.0,21.0,6.7,36.0,42.0,POINT (-115.84251241152978 31.581342336734664),CASTAÑOSEM  HAPLICO,0.8782869494044697,rocas_sedimentarias
1981-4-24,1254263,-115.1516511663088,31.395385068016296,0,14,6.0,2.0,4.0,8.3,84.0,10.0,POINT (-115.1516511663088 31.395385068016296),XEROSOL CALCICO,1.0124894163879266,rocas_sedimentarias
1981-4-24,1254263,-115.1516511663088,31.395385068016296,14,30,8.0,2.0,1.0,8.4,72.0,20.0,POINT (-115.1516511663088 31.395385068016296),XEROSOL CALCICO,1.0124894163879266,rocas_sedimentarias
1981-4-27,1601733,-115.5700152657083,31.314015507651604,0,8,14.0,2.0,5.0,6.3,68.0,18.0,POINT (-115.57001526570832 31.31401550765161),FLUVISOL EUTRICO,1.1726880027697637,rocas_metamorficas
1981-4-27,1601733,-115.5700152657083,31.314015507651604,8,23,10.0,2.0,3.0,7.1,18.0,72.0,POINT (-115.57001526570832 31.31401550765161),FLUVISOL EUTRICO,1.1726880027697637,rocas_metamorficas
1981-4-30,1636554,-115.65953610238503,31.115081646714305,0,12,10.0,2.0,3.0,6.4,76.0,14.0,POINT (-115.65953610238503 31.1150816467143),LITOSOL,3.212601900100708,rocas_metamorficas
1981-5-1,1636258,-98.92635416553247,21.713830484489836,0,15,44.0,1.0,18.0,7.7,26.0,30.0,POINT (-98.92635416553247 21.71383048448984),RENDZINA,0.9198145483221326,rocas_sedimentarias
1981-5-1,1636258,-98.92635416553247,21.713830484489836,0,15,44.0,1.0,18.0,7.7,26.0,30.0,POINT (-98.92635416553247 21.71383048448984),RENDZINA,0.9198145483221326,rocas_sedimentarias
1981-5-1,1636258,-98.92635416553247,21.713830484489836,0,15,44.0,1.0,18.0,7.7,26.0,30.0,POINT (-98.92635416553247 21.71383048448984),RENDZINA,0.9198145483221326,rocas_sedimentarias
1981-5-2,1219138,-98.25519405688628,21.09305009180532,0,5,42.0,1.0,23.0,7.4,20.0,38.0,POINT (-98.25519405688628 21.09305009180532),REGOSOL CALCARICO,1.2834584712982178,rocas_sedimentarias
1981-5-2,1531759,-98.97928662989118,21.414108098978577,0,18,46.0,1.0,28.0,4.6,22.0,32.0,POINT (-98.97928662989119 21.41410809897858),LITOSOL,3.2939858436584473,rocas_sedimentarias
1981-5-28,1219140,-98.91253812076172,21.07773434131675,0,25,38.0,1.0,22.0,6.3,28.0,34.0,POINT (-98.91253812076172 21.077734341316752),FEOZEM HAPLICO,22.33880043029785,rocas_sedimentarias
1981-5-28,1219140,-98.91253812076172,21.07773434131675,0,25,38.0,1.0,22.0,6.3,28.0,34.0,POINT (-98.91253812076172 21.077734341316752),FEOZEM HAPLICO,22.33880043029785,rocas_sedimentarias
1981-5-4,1392837,-98.18090181075868,21.303202683985877,0,28,44.0,1.0,22.0,7.5,28.0,28.0,POINT (-98.18090181075868 21.30320268398587),VERTISOL PELICO,0.29555694218724965,rocas_sedimentarias
1981-5-4,1462242,-98.19670904725156,21.80295566635542,0,18,32.0,1.0,24.0,7.7,42.0,26.0,POINT (-98.19670904725156 21.80295566635542),RENDZINA,0.2427731433811663,rocas_igneas
1981-5-4,1462242,-98.19670904725156,21.80295566635542,18,30,34.0,1.0,10.0,7.8,40.0,26.0,POINT (-98.19670904725156 21.80295566635542),RENDZINA,0.2427731433811663,rocas_igneas
1981-5-5,1253959,-99.46818548192752,21.16908929045734,0,17,50.0,1.0,15.0,7.7,24.0,26.0,POINT (-99.46818548192752 21.16908929045734),REGOSOL EUTRICO,3.3683006763475922,rocas_sedimentarias
1981-6-15,1253931,-99.7952486572122,23.03571527841119,0,13,38.0,5.0,29.0,7.8,26.0,36.0,POINT (-99.7952486572122 23.035715278411192),XEROSOL CALCICO,0.24304058575077628,rocas_sedimentarias
1981-6-16,1462204,-98.81344952949247,23.99083434153681,0,20,46.0,2.0,16.0,8.3,22.0,32.0,POINT (-98.81344952949247 23.990834341536814),VERTISOL PELICO,0.8298222920787868,rocas_sedimentarias
1981-6-17,1636232,-98.75090099201358,23.76319411469684,0,30,62.0,2.5,7.0,7.8,16.0,22.0,POINT (-98.7509009920136 23.763194114696837),VERTISOL PELICO,4.41453742980957,rocas_sedimentarias
1981-6-18,1496920,-99.63197158311966,23.743674281984863,0,15,10.0,2.0,58.0,8.3,50.0,40.0,POINT (-99.63197158311966 23.743674281984863),LITOSOL,2.6075162887602765,rocas_sedimentarias
1981-6-19,1601412,-98.78591450235288,23.28457128549734,0,22,44.0,2.0,10.0,8.0,32.0,24.0,POINT (-98.7859145023529 23.284571285497336),REGOSOL CALCARICO,0.2503151289949363,rocas_sedimentarias
1981-6-20,1219104,-98.3013393335336,23.165104773103,0,23,16.0,2.0,15.0,6.8,56.0,28.0,POINT (-98.3013393335336 23.165104773103),LITOSOL,7.913307189939139,rocas_sedimentarias
1981-??-??,1392834,-99.134961719087,21.93602820691603,0,13,46.0,1.0,74.0,7.2,38.0,16.0,POINT (-99.134961719087 21.936028206916028),LITOSOL,3.79951810836792,rocas_sedimentarias
1981-??-??,1392834,-99.134961719087,21.93602820691603,0,13,46.0,1.0,74.0,7.2,38.0,16.0,POINT (-99.134961719087 21.936028206916028),LITOSOL,3.79951810836792,rocas_sedimentarias
1982-1-28,1218935,-93.71431404943505,18.130237906159618,0,19,32.0,2.0,28.0,5.5,32.0,36.0,POINT (-93.71431404943505 18.13023790615962),GLEYSOL VERTICO,0.15331773420659425,rocas_sedimentarias
1982-1-29,1566387,-93.4485011641654,18.136569495312877,0,10,34.0,2.0,34.0,5.8,40.0,26.0,POINT (-93.44850116416542 18.136569495312873),GLEYSOL VERTICO,0.15331773420659425,rocas_sedimentarias
1982-1-31,1427483,-93.2247439287619,18.43498127457585,0,30,4.0,2.0,7.0,5.6,94.0,2.0,POINT (-93.2247439287619 18.434981274575847),REGOSOL EUTRICO,0.15331773420659425,rocas_sedimentarias
1982-11-28,1531772,-98.80616970301962,20.59974455457733,0,15,10.0,1.0,8.0,7.7,64.0,26.0,POINT (-98.80616970301962 20.599744554577327),FLUVISOL EUTRICO,6.099644899368286,rocas_sedimentarias
1982-2-1,1462054,-93.19183006835856,18.128578270291445,0,26,28.0,2.0,22.0,6.0,28.0,44.0,POINT (-93.19183006835856 18.128578270291445),GLEYSOL MOLICO,0.15331773420659425,rocas_sedimentarias
1982-2-10,1531775,-98.22565516489918,20.028451547599367,0,18,20.0,1.0,10.0,5.6,54.0,26.0,POINT (-98.22565516489918 20.028451547599364),CAMBISOL EUTRICO,2.2304677963267556,rocas_igneas
1982-2-10,1531775,-98.22565516489918,20.028451547599367,0,18,20.0,1.0,10.0,5.6,54.0,26.0,POINT (-98.22565516489918 20.028451547599364),CAMBISOL EUTRICO,2.2304677963267556,rocas_igneas
1982-2-11,1219161,-99.97325502409034,20.65793781905473,0,30,48.0,2.1,15.0,6.5,34.0,18.0,POINT (-99.97325502409034 20.657937819054734),VERTISOL PELICO,0.9270499646663666,rocas_sedimentarias
1982-2-11,1288720,-99.59096818291373,20.429269678491774,0,18,10.0,1.0,6.0,7.5,74.0,16.0,POINT (-99.59096818291373 20.429269678491774),FEOZEM LUVICO,1.977791170279185,rocas_sedimentarias
1982-2-12,1288722,-99.5940810244712,20.124116518258685,0,17,28.0,1.0,10.0,6.9,44.0,28.0,POINT (-99.5940810244712 20.124116518258674),LUVISOL CROMICO,1.097227394580841,rocas_igneas
1982-2-12,1288722,-99.5940810244712,20.124116518258685,0,17,28.0,1.0,10.0,6.9,44.0,28.0,POINT (-99.5940810244712 20.124116518258674),LUVISOL CROMICO,1.097227394580841,rocas_igneas
1982-2-13,1531770,-99.81223284965682,20.906638971715623,0,19,42.0,1.0,19.0,7.4,36.0,22.0,POINT (-99.81223284965682 20.906638971715616),FEOZEM CALCARICO,15.62689113616233,rocas_sedimentarias
1982-2-14,1462259,-99.9021827623367,20.842309005093448,0,15,20.0,1.0,26.0,7.8,54.0,26.0,POINT (-99.9021827623367 20.84230900509344),RENDZINA,1.168407325233732,rocas_sedimentarias
1982-2-15,1219158,-99.22169605170696,20.86492733833946,0,9,36.0,1.0,87.0,6.4,36.0,28.0,POINT (-99.22169605170697 20.86492733833946),LUVISOL VERTICO,6.840537071228027,rocas_sedimentarias
1982-2-2,1323158,-91.66907259375613,17.105791069539315,0,7,10.0,1.0,110.0,7.2,34.0,56.0,POINT (-91.66907259375613 17.10579106953932),FEOZEM HAPLICO,7.8914384841918945,rocas_sedimentarias
1982-2-2,1323158,-91.66907259375613,17.105791069539315,7,14,8.0,1.0,39.0,7.5,42.0,50.0,POINT (-91.66907259375613 17.10579106953932),FEOZEM HAPLICO,7.8914384841918945,rocas_sedimentarias
1982-2-2,1496781,-91.53881357269252,17.12049970561476,0,23,16.0,1.0,11.0,6.2,72.0,12.0,POINT (-91.53881357269252 17.12049970561476),ACRISOL PLINTICO,0.43821990489959717,rocas_sedimentarias
1982-2-26,1218951,-92.24768377727162,17.960282442563457,0,26,52.0,2.0,21.0,5.4,20.0,28.0,POINT (-92.24768377727162 17.960282442563457),GLEYSOL VERTICO,0.15331773420659425,rocas_sedimentarias
1982-2-3,1358001,-91.6892196476379,17.359866476849835,0,15,8.0,1.0,46.0,7.2,42.0,50.0,POINT (-91.6892196476379 17.35986647684983),LITOSOL,5.088772296905518,rocas_sedimentarias
1982-2-4,1601284,-91.31771024779218,17.03023028379206,0,15,16.0,1.0,12.0,5.7,64.0,20.0,POINT (-91.31771024779218 17.03023028379206),GLEYSOL EUTRICO,0.9506536275148392,rocas_sedimentarias
1982-2-6,1149255,-91.21269404967748,17.458395857982747,0,14,34.0,1.0,20.0,7.2,46.0,20.0,POINT (-91.21269404967748 17.458395857982744),VERTISOL PELICO,0.15331773420659425,rocas_sedimentarias
1982-2-6,1427513,-91.3838438008077,17.464259471204873,0,11,18.0,1.0,41.0,5.9,58.0,24.0,POINT (-91.3838438008077 17.464259471204873),CAMBISOL EUTRICO,0.15331773420659425,rocas_sedimentarias
1982-2-6,1601280,-91.58787024487232,17.483190307065122,0,10,22.0,1.0,26.0,5.8,50.0,28.0,POINT (-91.58787024487232 17.483190307065122),GLEYSOL HUMICO,0.25824492423467943,rocas_sedimentarias
1982-2-6,1601280,-91.58787024487232,17.483190307065122,10,28,34.0,1.0,9.0,5.2,44.0,22.0,POINT (-91.58787024487232 17.483190307065122),GLEYSOL HUMICO,0.25824492423467943,rocas_sedimentarias
1982-2-8,1636083,-93.15235852880843,17.537903358700284,0,12,42.0,2.0,32.0,5.2,44.0,14.0,POINT (-93.15235852880843 17.537903358700277),ACRISOL HUMICO,5.128602623939514,rocas_sedimentarias
1982-2-8,1636083,-93.15235852880843,17.537903358700284,12,25,44.0,2.0,18.0,5.1,40.0,16.0,POINT (-93.15235852880843 17.537903358700277),ACRISOL HUMICO,5.128602623939514,rocas_sedimentarias
1982-3-12,1427709,-98.78441293152476,20.696065563071343,0,17,22.0,1.0,33.0,6.1,52.0,26.0,POINT (-98.78441293152476 20.69606556307134),LUVISOL VERTICO,7.64607048034668,rocas_sedimentarias
1982-3-14,1427430,-99.75664765527333,18.43322365384972,0,14,48.0,1.0,15.0,6.8,30.0,22.0,POINT (-99.75664765527333 18.433223653849723),LUVISOL CROMICO,4.526794910431243,rocas_sedimentarias
1982-3-14,1427430,-99.75664765527333,18.43322365384972,14,29,50.0,1.0,12.0,6.8,28.0,22.0,POINT (-99.75664765527333 18.433223653849723),LUVISOL CROMICO,4.526794910431243,rocas_sedimentarias
1982-3-15,1427731,-90.157722167388,20.17372422024105,0,20,34.0,2.0,30.0,7.3,34.0,32.0,POINT (-90.157722167388 20.173724220241052),LUVISOL CROMICO,0.11660158309941374,rocas_sedimentarias
1982-3-16,1670901,-98.33094310346462,20.343979164475662,0,22,20.0,1.0,132.0,4.7,38.0,42.0,POINT (-98.33094310346462 20.343979164475666),REGOSOL DISTRICO,0.3085442185414741,rocas_sedimentarias
1982-3-20,1427414,-97.2822529139289,19.53121497584285,0,18,10.0,2.0,5.0,6.7,66.0,24.0,POINT (-97.2822529139289 19.53121497584285),REGOSOL EUTRICO,0.9949997699621952,rocas_sedimentarias
1982-3-20,1636006,-99.8959537086407,18.12959564363013,0,19,42.0,1.0,11.0,7.8,30.0,28.0,POINT (-99.8959537086407 18.129595643630125),REGOSOL CALCARICO,3.8645637035369873,rocas_igneas
1982-3-23,1496666,-96.6571327184726,19.412527696782284,0,25,40.0,2.0,35.0,7.8,36.0,24.0,POINT (-96.6571327184726 19.41252769678228),RENDZINA,1.9475167989730835,rocas_igneas
1982-3-4,1462073,-92.2296469124982,17.27042478435943,0,25,36.0,2.0,35.0,6.2,36.0,28.0,POINT (-92.2296469124982 17.27042478435943),LITOSOL,10.093642234802246,rocas_sedimentarias
1982-3-6,1566427,-91.47801423993526,17.16489559876075,0,30,20.0,1.0,39.0,7.4,66.0,14.0,POINT (-91.47801423993526 17.164895598760754),LITOSOL,11.04404067993164,rocas_sedimentarias
