date,profile_id,longitude,latitude,upper_depth,lower_depth,clay,phaq,sand,silt,tceq
1994-6-26,1323241,-104.37393310006063,22.35356722463388,0,11,28.0,5.7,56.0,16.0,0.0
1994-6-26,1323241,-104.37393310006063,22.35356722463388,11,24,40.0,5.8,44.0,16.0,0.0
1994-6-27,1392776,-104.30807253616226,22.530822059260128,0,12,28.0,4.9,28.0,44.0,0.0
1994-6-28,1462170,-104.09081713102603,22.603995639864785,0,13,33.0,6.8,44.0,23.0,0.0
1994-6-29,1601380,-104.01976866301482,22.874206488082375,0,7,20.0,5.6,56.0,24.0,0.0
1994-6-30,1149358,-104.24339621258306,22.982993300129543,0,22,26.0,5.5,34.0,40.0,0.0
1994-6-30,1427613,-104.25288473678289,22.796617633733423,0,16,18.0,4.8,34.0,48.0,0.0
1994-8-10,1149364,-105.04022531811337,22.05689926486875,0,20,26.0,5.3,32.0,42.0,0.0
1994-8-10,1462174,-105.28740831684335,22.048438854742862,0,20,12.0,4.6,64.0,24.0,0.0
1994-8-12,1636197,-105.26801865022539,22.297925411025695,0,30,32.0,5.2,24.0,44.0,0.0
1994-8-13,1531690,-104.43181762771923,22.363117638595913,0,29,28.0,5.4,50.0,22.0,0.0
1994-8-15,1184266,-105.44156469711193,22.431117587652242,0,24,38.0,6.0,16.0,46.0,0.0
1994-8-15,1184267,-105.40252044768098,22.28608921738793,0,23,24.0,6.5,40.0,36.0,0.0
1994-8-15,1323242,-104.63886446189717,22.261023497017558,0,4,20.0,6.2,52.0,28.0,0.0
1994-8-15,1323242,-104.63886446189717,22.261023497017558,4,21,36.0,6.0,29.0,35.0,0.0
1994-8-16,1358067,-105.43282701657712,22.632049448681002,0,22,22.0,5.2,52.0,26.0,0.0
1994-8-18,1670806,-105.8006847923907,22.80836325751672,0,29,22.0,6.3,52.0,26.0,0.0
1994-8-21,1531689,-105.33350689220839,22.383002635894716,0,8,16.0,4.8,44.0,40.0,0.0
1995-??-??,1462624,-107.75710784681633,30.532793254445064,0,19,28.0,7.0,45.0,27.0,0.0
1996-11-30,1531757,-101.34775891820749,21.04243310752813,0,20,22.0,6.0,50.0,28.0,0.0
1996-2-16,1149381,-105.14789053785273,21.66429276314513,0,16,26.0,6.8,42.0,32.0,0.0
1996-2-17,1149385,-104.89902929611003,21.391853314433313,0,25,20.0,6.6,52.0,28.0,0.0
1996-2-17,1149387,-105.0471739446311,21.21582806976071,0,25,12.0,5.7,72.0,16.0,0.0
1996-2-18,1392792,-105.18638232146678,21.090577752565494,0,12,12.0,6.5,70.0,18.0,0.0
1996-2-18,1462192,-105.19734536243136,21.053820741873245,0,24,34.0,6.2,32.0,34.0,0.0
1996-2-18,1496895,-105.16090557458526,21.139751438779243,0,23,36.0,4.6,38.0,26.0,0.0
1996-2-20,1253908,-104.06192368218824,21.02648885185116,0,15,28.0,6.8,42.0,30.0,0.0
1996-2-20,1358085,-104.01441820381433,21.007360446607443,0,12,20.0,5.4,52.0,28.0,0.0
1996-3-21,1427830,-105.24990429384255,27.969302462430708,0,12,26.0,8.5,52.0,22.0,190.0
1996-3-21,1427830,-105.24990429384255,27.969302462430708,12,27,28.0,8.0,52.0,20.0,220.0
1996-4-10,1531866,-104.50531187778539,27.07126136580083,0,17,20.0,8.4,62.0,18.0,40.0
1996-4-13,1358261,-104.78809722941479,27.761902366574127,0,22,28.0,8.2,50.0,22.0,120.0
1996-9-1,1671078,-101.79135050169984,27.993397115471414,0,21,42.0,6.8,42.0,16.0,0.0
1996-9-17,1462189,-105.15869373035132,21.27669000493837,0,17,52.0,5.4,20.0,28.0,0.0
1997-6-28,1670807,-104.19854213281678,22.62125933145501,0,20,28.0,4.6,38.0,34.0,0.0
1998-11-2,1253934,-97.84198726371189,23.957834688021958,0,15,40.0,5.8,27.0,33.0,0.0
1998-5-10,1254245,-100.07512397498311,24.690184491915723,0,17,24.0,6.9,58.0,18.0,0.0
1998-6-10,1253944,-101.79563200217734,22.90711807947376,0,13,8.0,8.4,56.0,36.0,65.0
1998-6-11,1601778,-109.6070258308634,30.610932572371908,0,20,14.0,6.1,80.0,6.0,0.0
1998-6-12,1289072,-109.77431131377723,30.129506350762487,0,20,20.0,5.3,68.0,12.0,0.0
1998-6-14,1149414,-99.50283242179408,23.56089913448163,0,14,44.0,7.5,32.0,24.0,420.0
1998-6-14,1531729,-98.12532698161559,23.385903501127633,0,21,28.0,7.0,48.0,24.0,0.0
1998-6-16,1531749,-98.34903105563768,22.657279940999246,0,16,62.0,8.3,24.0,14.0,470.0
1998-6-18,1636247,-99.7824992532046,22.88607166445515,0,27,42.0,8.0,22.0,36.0,470.0
1998-6-20,1253945,-100.8800758660227,22.2937942953621,0,12,16.0,7.0,56.0,28.0,70.0
1998-6-20,1253945,-100.8800758660227,22.2937942953621,12,22,18.0,7.0,68.0,14.0,0.0
1998-6-22,1149450,-101.41031243042868,21.7967684279448,0,24,16.0,6.0,70.0,14.0,0.0
1998-6-24,1149427,-101.63408992081705,22.0475602133388,0,18,22.0,5.4,48.0,30.0,0.0
1998-6-24,1496961,-101.18474599195574,21.447687970531756,0,12,18.0,6.7,54.0,28.0,0.0
1998-6-24,1601442,-101.9467034384393,21.86785123047355,0,13,22.0,6.6,54.0,24.0,0.0
1998-6-25,1253955,-101.20169120025538,21.139304265488732,0,14,30.0,4.9,38.0,32.0,0.0
1998-6-26,1253956,-100.87169503826799,21.25400237434515,0,14,24.0,7.0,54.0,22.0,0.0
1998-6-27,1253957,-100.14836608435,21.175211794163115,0,9,30.0,7.0,52.0,18.0,0.0
1998-6-27,1288708,-100.10947663078437,21.32599384082491,0,19,16.0,5.5,34.0,50.0,0.0
1998-6-28,1601443,-100.52698170798172,21.880176665658226,0,19,20.0,6.1,62.0,18.0,0.0
1998-7-10,1427438,-98.44585374519927,18.858137615839574,0,15,4.0,6.4,86.0,10.0,0.0
1998-7-27,1218904,-99.12529493442014,16.835676589557803,0,27,10.0,6.5,56.0,34.0,0.0
1998-7-27,1462035,-98.42113005602003,16.696802233189157,0,29,12.0,5.6,62.0,26.0,0.0
1998-7-9,1601190,-98.83836899001109,18.973968945659806,0,26,14.0,5.5,64.0,22.0,0.0
1998-7-9,1670636,-98.64169884303891,18.485647106512708,0,25,28.0,8.1,52.0,20.0,2.0
1998-9-11,1323267,-104.23979383537444,21.67149361975646,0,20,30.0,5.4,44.0,26.0,0.0
1998-9-12,1184288,-104.96729715201124,21.355911936219993,0,22,22.0,5.8,58.0,20.0,0.0
1998-9-13,1636216,-104.41808347616922,21.091730636552164,0,20,14.0,6.0,56.0,30.0,0.0
1998-9-13,1636217,-104.57519022082654,21.07577910648513,0,24,10.0,5.8,70.0,20.0,0.0
1998-9-6,1566535,-102.57791352284892,21.85759797001509,0,5,28.0,5.2,40.0,32.0,0.0
1998-9-6,1566535,-102.57791352284892,21.85759797001509,5,25,38.0,5.9,32.0,30.0,0.0
1998-9-7,1670832,-103.12093416154647,21.66561739332791,0,26,32.0,5.7,42.0,26.0,0.0
1998-9-9,1288666,-104.0283432789507,21.822084096085945,0,12,22.0,5.7,54.0,24.0,0.0
1999-10-18,1462349,-108.48302364081036,25.916059142339826,0,28,30.0,8.7,48.0,22.0,10.0
1999-10-19,1392952,-108.73302397334514,26.107437837084117,0,13,26.0,7.1,52.0,22.0,273.0
1999-10-19,1427805,-109.19801417386648,26.681270887382585,0,20,24.0,9.0,66.0,10.0,116.0
1999-10-20,1531836,-109.48300050436764,27.21903058622443,0,15,36.0,8.4,44.0,20.0,30.0
1999-10-31,1149561,-111.74948219255353,25.16137366711003,0,18,36.0,8.8,46.0,18.0,10.0
1999-10-4,1358574,-105.73823873825403,29.36589711309915,0,13,42.0,8.4,47.0,11.0,345.0
1999-10-5,1254375,-105.93822890360516,30.411969167988524,0,11,14.0,8.4,61.0,25.0,490.0
1999-10-8,1254376,-105.1274292049457,30.694174432580475,0,16,14.0,8.5,69.0,17.0,365.0
1999-4-16,1601141,-102.3232085716886,19.303699474224683,0,29,8.0,7.0,54.0,38.0,0.0
1999-4-17,1461945,-102.16013625217654,19.35101430997527,0,4,34.0,6.8,36.0,30.0,0.0
1999-4-17,1461945,-102.16013625217654,19.35101430997527,4,29,42.0,6.0,30.0,28.0,0.0
1999-4-17,1496639,-102.188815978036,19.19331316369094,0,20,28.0,6.9,38.0,34.0,0.0
1999-4-21,1461946,-103.3876848644656,19.279775184632424,0,16,44.0,5.1,30.0,26.0,0.0
1999-4-22,1427574,-105.32109364178828,20.314511347767425,0,27,10.0,5.5,66.0,24.0,0.0
1999-4-22,1531445,-104.35330532330242,19.201093709179116,0,23,18.0,6.7,48.0,34.0,0.0
1999-4-23,1184012,-104.24010480599924,19.207540697197587,0,15,10.0,6.8,66.0,24.0,0.0
1999-6-21,1149705,-100.60237649329333,25.05745887346529,0,9,30.0,8.0,36.0,34.0,150.0
1999-6-21,1149705,-100.60237649329333,25.05745887346529,9,21,26.0,8.2,44.0,30.0,105.0
1999-6-22,1671118,-100.89638804522717,25.45944234566953,0,11,14.0,8.7,50.0,36.0,430.0
1999-6-22,1671118,-100.89638804522717,25.45944234566953,11,22,14.0,8.7,54.0,32.0,440.0
1999-6-23,1427966,-98.79658038389914,25.469913459023577,0,23,36.0,8.6,40.0,24.0,65.0
1999-6-23,1462487,-99.60526985767346,25.730673558444735,0,25,28.0,8.2,11.0,61.0,285.0
1999-6-24,1566822,-98.59450688486977,25.957140418128144,0,26,22.0,8.6,56.0,22.0,45.0
1999-6-29,1149727,-98.02832880182606,24.955443479462218,0,26,28.0,8.6,58.0,14.0,115.0
1999-7-14,1219261,-107.99660461045409,27.86163822905972,0,20,13.0,4.9,66.0,21.0,0.0
1999-7-14,1219261,-107.99660461045409,27.86163822905972,20,30,11.0,5.1,68.0,21.0,0.0
1999-7-14,1323446,-107.6329727240993,27.874301186506653,0,20,27.0,5.8,32.0,41.0,0.0
1999-7-15,1358259,-107.50020385705717,27.41071451363242,0,15,19.0,6.9,62.0,19.0,0.0
1999-7-15,1358259,-107.50020385705717,27.41071451363242,15,30,21.0,5.3,56.0,23.0,0.0
1999-7-16,1149576,-107.15353043602555,27.275725564153934,0,22,23.0,5.7,42.0,35.0,0.0
1999-7-16,1601583,-107.12408866927943,27.26822542592291,0,22,11.0,6.5,74.0,15.0,0.0
1999-7-17,1427841,-107.43160232624606,26.868240523203553,0,20,15.0,5.8,64.0,21.0,0.0
1999-7-19,1323467,-106.81076095615309,26.850741532199077,0,7,11.0,6.1,70.0,19.0,0.0
1999-7-19,1601606,-107.18937827866829,26.791855779128323,0,27,15.0,5.8,64.0,21.0,0.0
1999-7-2,1393123,-98.65633683624944,24.10948100694049,0,12,26.0,8.2,60.0,14.0,280.0
1999-7-20,1184476,-106.14741366106819,26.707977339920074,0,15,11.0,6.0,74.0,15.0,0.0
1999-7-20,1601584,-106.70436550731281,27.065183299872654,0,14,13.0,7.0,60.0,27.0,0.0
1999-7-21,1288875,-106.39742632657195,26.28465805829642,0,15,24.0,6.5,42.0,34.0,0.0
1999-7-21,1288875,-106.39742632657195,26.28465805829642,15,22,20.0,5.7,54.0,26.0,0.0
1999-7-21,1358298,-106.793264005478,26.06966340735625,0,13,16.0,6.1,60.0,24.0,0.0
1999-7-21,1358298,-106.793264005478,26.06966340735625,13,30,19.0,5.3,52.0,29.0,0.0
1999-7-21,1601607,-106.45159086309248,26.311600669678338,0,10,23.0,6.7,40.0,37.0,0.0
1999-7-21,1601607,-106.45159086309248,26.311600669678338,10,20,25.0,6.4,44.0,31.0,0.0
1999-7-22,1149600,-106.99160492135135,26.044937585437484,0,15,24.0,5.8,48.0,28.0,0.0
1999-7-3,1149728,-99.33835574863288,24.62546269301252,0,23,37.0,8.4,20.0,43.0,55.0
1999-7-3,1462501,-99.4898024547376,24.942452166857144,0,20,36.0,8.3,34.0,30.0,240.0
1999-9-10,1323484,-105.53767054694352,26.089400545037233,0,21,22.0,7.0,59.0,19.0,0.0
2000-11-28,1461977,-97.95472776930957,19.759780631549734,0,12,20.0,5.5,44.0,36.0,0.0
2000-11-28,1461977,-97.95472776930957,19.759780631549734,12,29,22.0,5.9,44.0,34.0,0.0
2000-11-30,1253704,-97.47862617423934,19.840894630899633,0,10,14.0,5.7,64.0,22.0,0.0
2000-6-12,1428044,-110.51446606827798,29.32542114074161,0,9,12.0,6.6,78.0,10.0,0.0
2000-6-17,1393227,-111.64869495256173,28.557570461988192,0,15,16.0,9.5,54.0,30.0,10.0
2000-6-17,1393227,-111.64869495256173,28.557570461988192,15,30,12.0,10.1,54.0,34.0,20.0
2000-6-17,1497354,-110.23680554963288,28.674572632546276,0,30,15.0,7.7,62.0,23.0,20.0
2000-6-18,1393228,-110.61798503342432,28.81339211019948,0,22,35.0,6.9,22.0,43.0,8.0
2000-6-19,1219518,-108.29713560374502,29.54247463396495,0,18,22.0,6.5,42.0,36.0,0.0
2000-6-19,1219518,-108.29713560374502,29.54247463396495,18,27,24.0,6.1,42.0,34.0,0.0
2000-6-20,1462588,-108.21713599872812,29.65386519651682,0,20,22.0,5.6,58.0,20.0,0.0
2000-6-20,1462588,-108.21713599872812,29.65386519651682,20,30,34.0,5.3,36.0,30.0,0.0
2000-6-22,1184655,-108.01880693377736,29.1791512759588,0,20,26.0,5.8,56.0,18.0,0.0
2000-6-23,1254327,-108.42964256806658,29.205252801839965,11,28,9.0,5.7,42.0,49.0,0.0
2000-6-5,1184674,-108.37650600583434,28.426519827652953,0,25,12.0,5.8,69.0,19.0,0.0
2000-6-5,1254347,-108.61935009284261,28.40286980464755,0,20,26.0,5.5,62.0,12.0,0.0
2000-6-6,1254348,-108.92462134366417,28.44286399755397,0,28,22.0,4.6,58.0,20.0,0.0
2000-6-6,1393240,-109.15045839939357,28.56591260673324,0,30,16.0,4.9,58.0,26.0,0.0
2000-6-7,1566938,-109.75047037276312,28.572570933399774,0,8,26.0,5.9,52.0,22.0,0.0
2000-6-8,1289107,-109.99713836562145,28.924217843619303,0,28,30.0,7.6,58.0,12.0,38.0
2001-6-11,1532039,-115.07200416756187,31.415775109477252,0,10,3.0,8.1,95.0,2.0,5.0
2001-6-12,1184616,-111.33556918608197,31.122982262138677,0,23,22.0,8.7,56.0,22.0,10.0
2001-6-12,1184618,-110.09581534045357,31.05549978183824,0,20,32.0,6.4,54.0,14.0,0.0
2001-6-12,1462534,-110.94890513418926,31.12076757372238,0,20,12.0,5.5,72.0,16.0,0.0
2001-6-13,1184617,-110.37415392229522,31.03271399923878,0,12,22.0,6.4,46.0,32.0,0.0
2001-6-13,1532062,-110.8305931564784,31.307426696523237,0,15,20.0,6.4,64.0,16.0,0.0
2001-6-13,1532062,-110.8305931564784,31.307426696523237,15,30,20.0,6.9,64.0,16.0,0.0
2001-6-16,1323636,-114.04804823052335,28.670014718698905,10,25,33.0,6.8,47.0,20.0,0.0
2001-6-16,1358511,-113.10224081359257,28.051235438208394,0,20,33.0,6.7,43.0,24.0,0.0
2001-6-18,1601802,-113.89556932027853,28.62788330527909,0,9,23.0,6.9,43.0,34.0,0.0
2001-6-20,1254259,-116.30185806252892,31.460772302549252,0,16,29.0,6.9,39.0,32.0,0.0
2001-6-20,1497300,-109.88721912147257,31.283827730462228,0,20,20.0,4.9,70.0,10.0,0.0
2001-6-20,1497301,-108.73473468915178,31.325769054351955,0,10,28.0,6.2,48.0,24.0,0.0
2001-6-20,1601749,-114.76033197433232,29.7651975890418,0,8,3.0,6.4,87.0,10.0,0.0
2001-6-21,1323631,-115.80738353957419,30.670796604803158,0,13,9.0,6.6,69.0,22.0,0.0
2001-6-21,1323631,-115.80738353957419,30.670796604803158,13,30,11.0,6.6,63.0,26.0,0.0
2001-6-21,1427989,-116.25232954573907,31.884106345989952,0,18,5.0,6.4,81.0,14.0,0.0
2001-6-22,1601761,-108.43852698908294,31.089128789001084,0,25,28.0,6.0,50.0,22.0,0.0
2001-6-25,1184736,-116.59222885148276,32.564598970713085,0,9,3.0,6.4,93.0,4.0,0.0
2001-6-25,1184736,-116.59222885148276,32.564598970713085,9,27,5.0,6.8,77.0,18.0,0.0
2001-6-25,1497439,-116.56925254696459,32.330760911018245,17,30,31.0,7.6,51.0,18.0,5.0
2001-6-26,1428140,-117.07905645891172,32.487679541329186,0,18,7.0,5.4,61.0,32.0,0.0
2001-7-15,1149776,-111.57776722525358,30.39773469737758,0,19,12.0,8.6,60.0,28.0,8.0
2001-8-5,1532072,-112.0908381686108,30.75438112822561,19,28,12.0,8.8,86.0,2.0,13.0
2001-8-7,1358474,-112.96196792635223,30.627456142553562,0,18,20.0,8.6,24.0,56.0,20.0
2001-8-8,1428020,-112.42056665111213,30.593560958982533,0,17,26.0,8.4,36.0,38.0,3.0
2002-10-15,1358578,-102.43874395083394,29.39437915747136,0,29,42.0,8.4,36.0,22.0,350.0
2002-10-17,1567000,-101.72744309862289,29.328812862441247,0,27,50.0,7.8,24.0,26.0,350.0
2002-10-21,1566316,-98.58135463200479,19.49461795554799,0,22,20.0,6.4,42.0,38.0,10.0
2002-10-25,1289185,-116.73452900023202,32.467707746792904,0,23,16.0,6.0,48.0,36.0,0.0
2002-10-25,1393315,-116.67786826069562,32.53714582465144,0,7,12.0,5.8,72.0,16.0,0.0
2002-10-25,1393315,-116.67786826069562,32.53714582465144,7,19,14.0,6.2,74.0,12.0,0.0
2002-10-26,1670609,-99.4172549589188,19.518397927554584,0,15,28.0,6.2,46.0,26.0,0.0
2002-10-26,1670609,-99.4172549589188,19.518397927554584,15,25,16.0,6.3,60.0,24.0,0.0
2002-10-28,1392611,-99.40455833081181,19.64189343599545,0,25,36.0,4.9,40.0,24.0,0.0
2002-10-28,1532222,-116.90064243228942,32.257986920884406,0,12,38.0,7.7,26.0,36.0,96.0
2002-10-28,1532222,-116.90064243228942,32.257986920884406,12,27,44.0,8.1,18.0,38.0,171.0
2002-10-28,1670833,-102.02996388473781,21.973905863510726,0,4,14.0,5.3,58.0,28.0,0.0
2002-10-28,1670833,-102.02996388473781,21.973905863510726,4,21,16.0,6.3,54.0,30.0,0.0
2002-10-29,1219083,-102.5314491411184,21.343628295886422,0,5,14.0,6.4,68.0,18.0,28.0
2002-10-29,1219083,-102.5314491411184,21.343628295886422,5,26,14.0,7.4,66.0,20.0,22.0
2002-10-29,1289186,-116.85564228771096,32.28298730598367,0,20,24.0,6.0,52.0,24.0,0.0
2002-10-29,1323305,-100.06442544807001,22.23951955185352,10,26,6.0,8.1,20.0,74.0,195.0
2002-10-29,1671318,-116.86398698092104,32.35909126731896,0,16,22.0,6.2,60.0,18.0,0.0
2002-10-29,1671318,-116.86398698092104,32.35909126731896,16,27,26.0,5.7,62.0,12.0,68.0
2002-10-30,1253692,-98.684716823408,19.56206045954373,7,22,14.0,6.6,70.0,16.0,0.0
2002-10-30,1254412,-116.8706205373135,32.10243572558983,0,12,18.0,6.6,56.0,26.0,0.0
2002-10-30,1254413,-116.8056999050828,32.06770914287572,0,9,18.0,6.3,46.0,36.0,0.0
2002-10-30,1254413,-116.8056999050828,32.06770914287572,9,21,26.0,6.2,40.0,34.0,0.0
2002-10-30,1601402,-103.047472539707,21.030828886933776,0,3,30.0,5.3,44.0,26.0,0.0
2002-10-30,1601402,-103.047472539707,21.030828886933776,3,22,38.0,6.3,42.0,20.0,0.0
2002-10-30,1670834,-102.58597762154393,21.041176865596167,0,7,18.0,5.6,54.0,28.0,0.0
2002-10-30,1670834,-102.58597762154393,21.041176865596167,7,19,22.0,6.4,50.0,28.0,0.0
2002-10-31,1323271,-102.93270722938371,21.307730583376706,0,2,26.0,6.0,52.0,22.0,0.0
2002-10-31,1428141,-116.64368969548818,32.062711315715674,0,25,14.0,6.4,44.0,42.0,0.0
2002-10-31,1428142,-116.57869298611405,32.073545411358246,0,11,22.0,6.8,66.0,12.0,0.0
2002-10-31,1462201,-102.8552666430175,21.25307810993374,0,2,26.0,7.9,52.0,22.0,25.0
2002-10-31,1462201,-102.8552666430175,21.25307810993374,2,16,26.0,8.0,64.0,10.0,17.0
2002-10-31,1462201,-102.8552666430175,21.25307810993374,16,29,26.0,8.3,62.0,12.0,22.0
2002-11-1,1149394,-102.80650978948887,21.582662588310434,0,2,28.0,5.5,50.0,22.0,0.0
2002-11-1,1149394,-102.80650978948887,21.582662588310434,2,15,38.0,5.7,46.0,16.0,0.0
2002-11-1,1149394,-102.80650978948887,21.582662588310434,15,28,46.0,6.2,40.0,14.0,0.0
2002-11-1,1358612,-116.5331490906496,32.31216578389379,3,12,12.0,7.4,68.0,20.0,63.0
2002-11-1,1393317,-116.52008538689138,32.22910275674967,0,9,14.0,6.7,40.0,46.0,0.0
2002-11-1,1393317,-116.52008538689138,32.22910275674967,9,16,12.0,6.4,54.0,34.0,0.0
2002-11-1,1427407,-98.1912390985481,19.720780085025932,0,23,18.0,5.9,50.0,32.0,0.0
2002-11-1,1461971,-98.09065473232917,19.68194832306536,0,23,8.0,6.2,58.0,34.0,0.0
2002-11-1,1496909,-103.09749222852294,21.494270214845386,0,6,44.0,8.0,48.0,8.0,65.0
2002-11-1,1496909,-103.09749222852294,21.494270214845386,6,22,50.0,8.2,42.0,8.0,50.0
2002-11-11,1323712,-107.14745152834497,31.220540284604915,0,19,17.0,8.9,78.0,5.0,40.0
2002-11-11,1462526,-112.88117374851392,31.671854995193407,0,20,8.0,7.8,76.0,16.0,5.0
2002-11-11,1566868,-112.80676152188398,31.847420218119638,0,24,14.0,7.8,54.0,32.0,15.0
2002-11-12,1288696,-101.38612057352643,22.949478944438404,0,17,22.0,8.2,48.0,30.0,250.0
2002-11-12,1566869,-112.6806440058971,31.795755076385998,0,18,36.0,7.8,28.0,36.0,23.0
2002-11-12,1671164,-112.58285115133279,31.67908318887332,0,10,18.0,7.5,36.0,46.0,5.0
2002-11-12,1671164,-112.58285115133279,31.67908318887332,10,26,20.0,7.8,52.0,28.0,27.0
2002-11-13,1323640,-112.46008249617354,31.671860692366387,0,15,8.0,7.3,74.0,18.0,10.0
2002-11-13,1323640,-112.46008249617354,31.671860692366387,15,25,20.0,7.1,64.0,16.0,23.0
2002-11-13,1532056,-112.27952425631358,31.605468801794117,0,10,12.0,8.0,62.0,26.0,15.0
2002-11-14,1219458,-112.4655830555875,31.182412099292975,0,24,12.0,8.2,60.0,28.0,80.0
2002-11-14,1636572,-112.71838368540993,31.51324513722622,0,10,8.0,8.1,68.0,24.0,32.0
2002-11-14,1636572,-112.71838368540993,31.51324513722622,10,25,10.0,8.1,76.0,14.0,37.0
2002-11-15,1323307,-101.64186345903803,22.159817334506936,0,21,28.0,6.2,54.0,18.0,0.0
2002-11-16,1288476,-97.26049034364434,19.354626180312774,4,28,16.0,6.9,56.0,28.0,0.0
2002-11-17,1323048,-97.0245013055665,19.590579562946857,0,29,12.0,5.9,64.0,24.0,0.0
2002-11-17,1323253,-102.70034615867509,22.69672037745824,0,22,22.0,6.4,60.0,18.0,0.0
2002-11-18,1323049,-96.91272008344342,19.669364276049865,0,30,8.0,6.5,54.0,38.0,0.0
2002-11-19,1184275,-102.10866490921524,22.46203190007765,0,16,34.0,5.8,44.0,22.0,0.0
2002-11-19,1254368,-106.75664054878685,30.145338087874478,0,14,18.0,7.0,58.0,24.0,0.0
2002-11-19,1357892,-96.73999120531644,19.453203879074064,0,25,36.0,6.5,42.0,22.0,0.0
2002-11-2,1253693,-98.25410050632296,19.347928066528915,0,8,38.0,5.6,42.0,20.0,0.0
2002-11-2,1601165,-98.18904395571748,19.462092024704994,0,28,30.0,5.9,42.0,28.0,0.0
2002-11-20,1149736,-116.67879857123052,31.719686579370098,10,26,30.0,6.7,52.0,18.0,10.0
2002-11-20,1184592,-116.54319706192324,31.70301615592891,0,18,16.0,6.7,64.0,20.0,0.0
2002-11-20,1427408,-98.6779405357952,19.344289093750074,0,24,28.0,6.1,38.0,34.0,0.0
2002-11-20,1427627,-102.12558282942881,22.315422867328316,0,14,20.0,7.5,56.0,24.0,24.0
2002-11-20,1566523,-102.13635781529204,22.195282544423744,0,15,20.0,6.7,62.0,18.0,0.0
2002-11-20,1635990,-96.9754203738223,19.21706778369692,0,29,8.0,5.9,62.0,30.0,0.0
2002-11-21,1149148,-98.73066603829011,19.13862901902539,0,28,40.0,5.7,38.0,22.0,0.0
2002-11-21,1149149,-98.93344754678112,19.160907243876515,0,10,30.0,6.6,40.0,30.0,0.0
2002-11-21,1219434,-116.13013404256736,31.14304060344101,0,11,8.0,7.0,74.0,18.0,0.0
2002-11-21,1219434,-116.13013404256736,31.14304060344101,11,25,10.0,7.0,70.0,20.0,0.0
2002-11-21,1357882,-98.77569463466058,19.144934600277107,0,25,14.0,6.7,68.0,18.0,0.0
2002-11-21,1392764,-105.7446753086432,23.02476272988154,0,20,16.0,6.4,66.0,18.0,0.0
2002-11-21,1496670,-97.02478238178495,19.104439543406333,0,17,30.0,4.8,52.0,18.0,0.0
2002-11-21,1497265,-116.22570224961021,31.299290709447195,0,14,10.0,7.1,80.0,10.0,8.0
2002-11-21,1636547,-116.32596540526728,31.423537863389647,0,7,18.0,6.9,54.0,28.0,0.0
2002-11-21,1636547,-116.32596540526728,31.423537863389647,7,18,22.0,6.8,48.0,30.0,0.0
2002-11-22,1149131,-102.19395560775614,19.532052351148863,3,14,4.0,6.6,84.0,12.0,0.0
2002-11-22,1184274,-102.35479522032124,22.14011184064085,0,24,30.0,6.0,44.0,26.0,0.0
2002-11-22,1462509,-116.24002946222035,31.90890644651037,0,17,10.0,7.5,72.0,18.0,5.0
2002-11-22,1462509,-116.24002946222035,31.90890644651037,17,30,6.0,7.3,86.0,8.0,5.0
2002-11-22,1532033,-116.05692623562173,31.822251288572502,0,16,8.0,7.0,78.0,14.0,0.0
2002-11-22,1566289,-102.0705483959754,19.23274176567501,0,10,42.0,6.1,38.0,20.0,0.0
2002-11-22,1566289,-102.0705483959754,19.23274176567501,10,26,56.0,6.4,28.0,16.0,0.0
2002-11-23,1357883,-99.34212379331603,19.074108575491813,0,26,34.0,5.6,36.0,30.0,0.0
2002-11-24,1357884,-99.52287146490373,19.119719081647816,0,25,24.0,6.3,46.0,30.0,0.0
2002-11-25,1393140,-115.94760437315193,31.71007500336657,17,29,20.0,7.5,78.0,2.0,5.0
2002-11-25,1427409,-99.30242588084091,19.205853121203077,0,25,12.0,5.8,64.0,24.0,0.0
2002-11-26,1149132,-102.67167805656972,19.79016003338387,0,19,46.0,6.4,32.0,22.0,0.0
2002-11-26,1149132,-102.67167805656972,19.79016003338387,19,30,58.0,6.4,30.0,12.0,0.0
2002-11-26,1184044,-99.09186645110395,19.210823337960708,0,22,28.0,5.2,38.0,34.0,0.0
2002-11-26,1323627,-114.9619398106609,31.08072686817555,0,7,10.0,8.3,78.0,12.0,28.0
2002-11-26,1323627,-114.9619398106609,31.08072686817555,7,20,4.0,9.1,88.0,8.0,10.0
2002-11-26,1358082,-102.10282048213006,22.751389540940117,0,18,10.0,7.5,76.0,14.0,25.0
2002-11-27,1184020,-103.2013854586286,19.747584677921125,0,12,14.0,6.4,60.0,26.0,0.0
2002-11-27,1184597,-114.9681206746043,31.250329814807383,0,15,8.0,8.8,84.0,8.0,20.0
2002-11-27,1184597,-114.9681206746043,31.250329814807383,15,30,4.0,9.0,92.0,4.0,10.0
2002-11-27,1218855,-97.59655609514074,19.744258708263647,0,16,26.0,5.8,46.0,28.0,0.0
2002-11-27,1566848,-115.00021224298538,31.06018436511881,0,8,12.0,8.9,74.0,14.0,40.0
2002-11-27,1636555,-115.07118336271243,31.659492607375586,0,9,16.0,8.6,62.0,22.0,65.0
2002-11-27,1671152,-115.09814047815344,31.009301446487214,0,17,6.0,9.0,88.0,6.0,20.0
2002-11-27,1671152,-115.09814047815344,31.009301446487214,17,30,4.0,9.1,92.0,4.0,20.0
