,upper_depth,lower_depth,elcosp,orgc,phaq,sand,tceq,temperature,precipitation,organic_matter,bulk_density,silt_plus_clay,landcover,geometry,spatial_lag,moran_i,dist_knn_km,knn_target_mean,dist_to_hotspot_km
3363,0,15,0.2,20.0,8.2,74.0,200.0,16.0439949,145.8343353,34.48,-0.4487999999999994,26.0,10.0,POINT (-110.1083 30.894947),10.125,-0.1193328039981506,93.2901978754804,7.8,182.62674798950758
3364,0,30,0.1,3.0,6.7,90.0,0.0,16.0439949,145.8343353,5.172,1.3096800000000002,10.0,7.0,POINT (-109.98218 30.723011),8.5,0.3807309984028351,130.75765509811498,7.8,163.0828188242152
3365,0,18,0.0,10.0,5.1,64.0,0.0,16.0439949,145.8343353,17.24,0.5856000000000003,36.0,9.0,POINT (-107.038155 29.465519),8.444444444444445,0.15975665271161257,109.60733354997973,8.8,104.67925322206517
3366,0,20,0.7,48.0,4.9,14.0,0.0,16.0439949,145.8343353,82.752,-3.3451199999999996,86.0,14.0,POINT (-98.32974 20.762476),29.33333333333333,2.318811554373778,156.05232844984027,29.2,0.0
3367,0,28,0.0,8.0,7.4,32.0,46.3192068429238,16.0439949,145.8343353,13.792,0.7924800000000002,68.0,7.0,POINT (-109.250114 29.937763),10.875,0.14067547321771204,149.07391578494193,9.8,76.37821913420545
3368,0,10,0.0,15.0,6.5,46.0,0.0,16.0439949,145.8343353,25.86,0.06840000000000024,54.0,10.0,POINT (-109.03817 29.786243),6.666666666666666,-0.0005228406681890129,105.00006349796865,5.8,51.68823051275968
3370,6,25,0.1,5.0,5.1,75.0,0.0,16.0439949,145.8343353,8.62,1.1028000000000002,25.0,12.0,POINT (-105.55746 23.732521),30.555555555555554,-0.7612594458886922,80.10816843872803,36.4,0.0
3371,0,15,0.1,30.0,5.1,29.0,0.0,16.0439949,145.8343353,51.72,-1.4831999999999996,71.0,12.0,POINT (-105.33042 23.825216),23.55555555555555,0.6298086965510156,40.71373957252243,29.8,24.32272200370578
3372,15,29,0.0,12.0,5.3,33.0,0.0,16.0439949,145.8343353,20.688,0.37872000000000017,67.0,12.0,POINT (-105.33042 23.825216),25.55555555555555,-0.15456632359473246,40.71373957252243,29.8,24.32272200370578
3373,0,18,0.2,12.0,5.9,63.0,0.0,16.0439949,145.8343353,20.688,0.37872000000000017,37.0,8.0,POINT (-100.87342 21.426413),8.6,0.09341448661163376,69.10592014322799,6.2,47.08891481309145
3374,0,20,0.1,8.0,5.4,72.0,0.0,16.0439949,145.8343353,13.792,0.7924800000000002,28.0,10.0,POINT (-109.77871 29.7642),4.142857142857143,0.37097927381964696,94.40686275060631,2.6,122.13510331839639
3375,0,14,0.1,1.0,8.3,88.0,28.0,16.0439949,145.8343353,1.724,1.5165600000000001,12.0,10.0,POINT (-109.66853 29.88584),8.57142857142857,0.43936253281324456,66.06823543995252,10.0,113.4511200954772
3376,14,24,0.0,1.0,9.0,86.0,33.0,16.0439949,145.8343353,1.724,1.5165600000000001,14.0,10.0,POINT (-109.66853 29.88584),8.57142857142857,0.43936253281324456,66.06823543995252,10.0,113.4511200954772
3378,10,20,0.0,23.0,4.9,43.0,0.0,16.0439949,145.8343353,39.652,-0.7591199999999998,57.0,10.0,POINT (-105.73671 23.757648),15.142857142857139,0.00610798181790284,111.61443914644633,27.8,18.45711792977112
3380,12,30,0.0,27.0,5.0,67.0,0.0,16.0439949,145.8343353,46.548,-1.1728799999999997,33.0,12.0,POINT (-105.70676 23.80382),22.400000000000002,0.4359899948192244,116.32484652604586,22.4,17.137464212061825
3382,0,10,0.2,12.0,7.8,62.0,60.0,16.0439949,145.8343353,20.688,0.37872000000000017,38.0,7.0,POINT (-109.96772 29.600992),7.333333333333334,0.11193992066374762,46.191638498116376,4.4,140.36277189883498
3383,10,22,0.1,1.0,7.9,70.0,105.0,16.0439949,145.8343353,1.724,1.5165600000000001,30.0,7.0,POINT (-109.96772 29.600992),8.555555555555557,0.4404495487479154,46.191638498116376,4.4,140.36277189883498
3384,0,11,0.2,39.0,5.9,51.741030844155844,0.0,16.0439949,145.8343353,67.236,-2.41416,0.0,12.0,POINT (-105.83127 23.530338),16.666666666666664,0.1974560440992784,87.30930030281824,15.4,35.825377436803095
3385,11,23,0.0,9.0,5.5,24.0,0.0,16.0439949,145.8343353,15.516,0.6890400000000001,76.0,12.0,POINT (-105.83127 23.530338),18.666666666666664,-0.10785913714508115,87.30930030281824,15.4,35.825377436803095
3387,0,24,0.1,3.0,7.5,96.0,46.3192068429238,16.0439949,145.8343353,5.172,1.3096800000000002,4.0,9.0,POINT (-106.23237 23.0564),6.428571428571429,0.5023029002782406,28.305223139881356,7.8,101.96186346604522
3388,0,4,0.2,19.0,6.5,60.0,0.0,16.0439949,145.8343353,32.756,-0.3453599999999999,40.0,10.0,POINT (-105.97761 23.387123),13.6,-0.02725375222744661,25.170274487486065,11.8,57.52368590046729
3389,4,23,0.1,6.0,6.9,52.0,0.0,16.0439949,145.8343353,10.344,0.9993600000000001,48.0,10.0,POINT (-105.97761 23.387123),14.9,0.0038354378933669643,25.170274487486065,11.8,57.52368590046729
3390,0,18,0.2,11.0,4.7,71.0,0.0,16.0439949,145.8343353,18.964,0.48216000000000014,29.0,9.0,POINT (-101.44227 21.093952),12.555555555555557,0.0474684404288454,60.56416262448124,10.8,115.76210016208698
3391,18,24,0.1,5.0,5.6,81.0,0.0,16.0439949,145.8343353,8.62,1.1028000000000002,19.0,9.0,POINT (-101.44227 21.093952),13.222222222222221,0.08630178713556663,60.56416262448124,10.8,115.76210016208698
3392,0,20,0.2,13.0,8.2,20.0,358.0,16.0439949,145.8343353,22.412,0.2752800000000002,80.0,7.0,POINT (-100.209206 23.644192),19.200000000000003,-0.04098785559892132,103.48850599694235,19.2,27.165510963678155
3393,0,8,13.5,10.0,7.0,10.0,0.0,16.0439949,145.8343353,17.24,0.5856000000000003,90.0,10.0,POINT (-106.247375 23.082666),6.363636363636363,0.2105647068122049,17.419922127266933,7.4,100.88560550732846
3394,8,30,7.1,5.0,8.3,8.0,46.3192068429238,16.0439949,145.8343353,8.62,1.1028000000000002,92.0,10.0,POINT (-106.247375 23.082666),6.8181818181818175,0.3994450398962777,17.419922127266933,7.4,100.88560550732846
3395,0,12,0.3,20.0,4.8,86.0,0.0,16.0439949,145.8343353,34.48,-0.4487999999999994,14.0,4.0,POINT (-101.30628 21.076775),8.666666666666666,-0.1551248805520748,48.733271139087286,11.0,104.26337843142747
3396,0,13,0.4,31.0,3.8,62.0,0.0,16.0439949,145.8343353,53.444,-1.58664,38.0,8.0,POINT (-101.1529 21.087831),16.166666666666664,0.0924726416591488,28.30289882879675,15.8,90.21835051049575
3397,13,25,0.1,10.0,4.0,49.0,0.0,16.0439949,145.8343353,17.24,0.5856000000000003,51.0,8.0,POINT (-101.1529 21.087831),19.666666666666668,-0.11426154197653351,28.30289882879675,15.8,90.21835051049575
3398,0,22,0.2,19.0,8.3,19.0,46.3192068429238,16.0439949,145.8343353,32.756,-0.3453599999999999,81.0,7.0,POINT (-100.16971 23.270273),23.600000000000005,0.16921702875519654,113.57605936220358,23.6,40.943560125730095
3399,0,10,0.1,26.0,5.7,16.0,0.0,16.0439949,145.8343353,44.824,-1.0694399999999997,2.0,4.0,POINT (-97.13524 17.594133),22.200000000000003,0.3889124125726312,104.90355126025896,22.2,29.586328680933722
3400,0,12,0.1,11.0,7.2,58.0,46.3192068429238,16.0439949,145.8343353,18.964,0.48216000000000014,42.0,10.0,POINT (-106.76512 23.736382),11.749999999999998,0.06319401489281781,157.91728345382097,10.4,122.92843370164844
3401,0,13,0.1,10.0,5.5,65.0,0.0,16.0439949,145.8343353,17.24,0.5856000000000003,35.0,9.0,POINT (-101.11366 21.20484),12.0,0.07293900686982373,65.05472520513443,20.6,79.84626415904805
3402,0,22,0.3,16.0,5.4,71.0,0.0,16.0439949,145.8343353,27.584,-0.03503999999999974,29.0,10.0,POINT (-101.02796 21.068623),13.857142857142858,-0.005603667597655979,69.4181933198915,14.8,81.35379067073453
3403,0,18,0.3,28.0,8.2,27.0,46.3192068429238,16.0439949,145.8343353,48.272,-1.2763199999999997,73.0,7.0,POINT (-100.24733 23.49024),21.5,0.4149432201113888,113.9308787691119,17.6,31.69980098535825
3404,0,25,0.0,7.0,6.0,22.0,0.0,16.0439949,145.8343353,12.068,0.8959200000000002,78.0,10.0,POINT (-96.64052 17.575731),20.230769230769234,-0.2050544901048226,199.55893147465173,31.2,39.99512136979266
3405,0,30,0.3,17.0,7.6,52.0,22.0,16.81706238,155.0924683,29.308,-0.13847999999999971,48.0,10.0,POINT (-110.513565 30.186918),8.11111111111111,-0.06776322803138135,167.0444924446454,5.2,200.49833948338517
3406,0,13,0.2,7.0,6.6,54.0,26.0,16.81706238,155.0924683,12.068,0.8959200000000002,46.0,7.0,POINT (-110.20883 30.289696),9.0,0.2341319645582649,131.03672365563156,10.8,170.16092946537114
3407,13,27,0.1,3.0,7.5,62.0,19.0,16.81706238,155.0924683,5.172,1.3096800000000002,38.0,7.0,POINT (-110.20883 30.289696),9.571428571428571,0.3178489801914184,131.03672365563156,10.8,170.16092946537114
3408,0,16,0.2,19.0,5.4,60.0,0.0,16.81706238,155.0924683,32.756,-0.3453599999999999,40.0,9.0,POINT (-107.17129 29.341957),9.875,-0.10043911814348115,81.54664306397697,10.2,93.30572080708086
3409,16,30,0.1,3.0,4.9,66.0,0.0,16.81706238,155.0924683,5.172,1.3096800000000002,34.0,9.0,POINT (-107.17129 29.341957),11.875,0.18265264103687262,81.54664306397697,10.2,93.30572080708086
3410,0,10,0.3,22.0,5.8,57.0,0.0,16.81706238,155.0924683,37.928,-0.6556799999999998,43.0,9.0,POINT (-107.01752 29.032684),8.09090909090909,-0.23678475178770045,69.32412302502429,13.6,118.42797531040388
3411,10,20,0.1,13.0,6.3,54.0,0.0,16.81706238,155.0924683,22.412,0.2752800000000002,46.0,9.0,POINT (-107.01752 29.032684),8.909090909090908,0.059135306772363117,69.32412302502429,13.6,118.42797531040388
3412,0,30,0.7,64.0,4.6,51.741030844155844,0.0,16.81706238,155.0924683,110.336,-5.000159999999999,0.0,14.0,POINT (-98.40627 20.668371),25.6,2.5467595520854442,138.6960444562672,17.6,13.14726888232736
3413,0,28,0.2,4.0,8.0,70.0,31.0,16.81706238,155.0924683,6.896,1.2062400000000002,30.0,7.0,POINT (-111.33978 30.389292),3.1111111111111107,0.638858383384802,117.80235698587505,3.0,279.2362785833094
3414,0,15,0.2,6.0,8.3,62.0,101.0,16.81706238,155.0924683,10.344,0.9993600000000001,38.0,7.0,POINT (-111.16193 30.555227),3.6666666666666665,0.4981212386737632,86.34853173427707,4.0,265.1527437993356
3415,0,20,0.0,10.0,5.8,66.0,0.0,16.81706238,155.0924683,17.24,0.5856000000000003,34.0,7.0,POINT (-107.88956 29.60024),20.400000000000002,-0.13216768143140248,116.51525219675446,22.4,25.273792495507585
3416,0,28,0.0,13.0,6.0,62.0,0.0,16.81706238,155.0924683,22.412,0.2752800000000002,38.0,7.0,POINT (-107.774574 29.627682),16.6,-0.015691720936211642,123.52032580906845,18.6,36.59486275564772
3417,0,25,0.7,22.0,7.2,46.0,46.3192068429238,16.81706238,155.0924683,37.928,-0.6556799999999998,54.0,8.0,POINT (-99.199356 20.2902),26.200000000000003,0.38499556448451844,103.14648056936244,26.0,28.3565414314021
3418,0,16,0.1,4.0,8.5,84.0,15.0,16.81706238,155.0924683,6.896,1.2062400000000002,16.0,10.0,POINT (-111.1883 30.124008),3.75,0.6044901072253991,111.11931437526462,4.4,262.16181268661427
3419,0,10,0.0,6.0,6.6,82.0,3.0,16.81706238,155.0924683,10.344,0.9993600000000001,18.0,7.0,POINT (-110.8466 30.084684),5.333333333333334,0.42478506645115244,75.08885577033007,4.2,229.0466736039007
3420,10,20,0.1,6.0,6.9,70.0,5.0,16.81706238,155.0924683,10.344,0.9993600000000001,30.0,7.0,POINT (-110.8466 30.084684),5.333333333333334,0.42478506645115244,75.08885577033007,4.2,229.0466736039007
3421,0,20,0.0,10.0,6.1,66.0,0.0,16.81706238,155.0924683,17.24,0.5856000000000003,34.0,7.0,POINT (-107.7947 29.830627),25.6,-0.25913848847501875,117.53142431735084,18.0,46.06693826121114
3422,0,18,0.1,51.0,5.5,62.0,0.0,16.81706238,155.0924683,87.92399999999999,-3.6554399999999996,38.0,10.0,POINT (-107.61996 29.77524),11.499999999999998,-0.6148605435231418,130.6546714548592,12.0,57.63191494688299
3423,0,8,0.3,27.0,5.7,24.0,0.0,16.81706238,155.0924683,46.548,-1.1728799999999997,76.0,10.0,POINT (-105.0756 21.641115),27.166666666666668,0.7163441592876544,109.83802491507059,29.6,127.93117178692451
3424,0,28,0.1,6.0,6.5,47.0,0.0,16.81706238,155.0924683,10.344,0.9993600000000001,53.0,2.0,POINT (-99.85375 20.234898),11.0,0.17544208089427604,134.17510990050164,10.4,89.27695858771722
3425,0,20,0.1,6.0,8.0,51.741030844155844,48.0,16.81706238,155.0924683,10.344,0.9993600000000001,0.0,7.0,POINT (-111.38526 30.026093),2.833333333333333,0.5347893247850685,145.7787549812038,3.2,279.23586391767554
3426,0,24,0.1,9.0,7.9,64.0,46.3192068429238,16.81706238,155.0924683,15.516,0.6890400000000001,36.0,7.0,POINT (-107.25003 29.886703),14.777777777777779,0.0061378967560342165,161.7089108646526,18.8,94.74691370356692
3427,0,22,0.2,15.0,7.6,54.0,46.3192068429238,16.81706238,155.0924683,25.86,0.06840000000000024,46.0,9.0,POINT (-107.10626 29.781343),7.285714285714285,-0.00048394116580267383,148.62753438827983,8.4,103.0532870710724
3428,0,20,0.1,7.0,8.0,64.0,410.0,16.81706238,155.0924683,12.068,0.8959200000000002,36.0,8.0,POINT (-99.954666 20.440521),9.333333333333332,0.22109675015045643,106.3338732608416,10.0,84.40597438487329
3429,0,16,0.1,12.0,7.4,67.0,46.3192068429238,16.81706238,155.0924683,20.688,0.37872000000000017,33.0,10.0,POINT (-107.01438 29.951475),8.2,0.09926462368072236,126.08072132630858,10.2,118.29760940901839
3430,0,10,0.5,74.0,5.4,51.741030844155844,0.0,16.81706238,155.0924683,127.576,-6.034559999999999,0.0,10.0,POINT (-105.01992 21.46268),18.999999999999996,1.1594297649077177,67.07194881188066,22.4,141.37660381063728
3431,10,25,0.2,30.0,5.7,32.0,0.0,16.81706238,155.0924683,51.72,-1.4831999999999996,68.0,10.0,POINT (-105.01992 21.46268),23.888888888888886,0.6543099429876201,67.07194881188066,22.4,141.37660381063728
3432,0,29,0.2,10.0,7.7,30.0,46.3192068429238,16.81706238,155.0924683,17.24,0.5856000000000003,70.0,2.0,POINT (-99.97408 20.68331),18.75,-0.09187886765794734,86.62835827667222,12.4,75.35546554160267
3433,0,5,0.2,12.0,4.6,30.0,0.0,16.81706238,155.0924683,20.688,0.37872000000000017,70.0,10.0,POINT (-104.78417 21.571907),18.636363636363633,-0.05337077075822534,94.27187970054548,31.0,119.61227347223435
3434,5,29,0.0,10.0,4.9,24.0,0.0,16.81706238,155.0924683,17.24,0.5856000000000003,76.0,10.0,POINT (-104.78417 21.571907),18.818181818181813,-0.09354369467337939,94.27187970054548,31.0,119.61227347223435
3435,0,27,0.2,29.0,7.8,30.0,530.0,16.81706238,155.0924683,49.996,-1.37976,70.0,8.0,POINT (-99.56308 20.686783),21.999999999999993,0.4811342880848414,181.77712368897033,20.0,36.010965871681606
3436,0,23,0.1,8.0,5.3,66.0,0.0,16.81706238,155.0924683,13.792,0.7924800000000002,34.0,12.0,POINT (-105.09245 21.103336),14.714285714285712,0.009335109479207987,64.04164737689905,17.2,180.25101147355113
3437,0,9,0.0,21.0,5.5,82.0,0.0,16.81706238,155.0924683,36.204,-0.5522399999999998,18.0,12.0,POINT (-105.38215 20.375334),6.0,-0.2645749524413882,37.56130238700925,17.8,222.12132391852532
3438,9,27,0.1,4.0,5.4,88.0,0.0,16.81706238,155.0924683,6.896,1.2062400000000002,12.0,12.0,POINT (-105.38215 20.375334),7.8888888888888875,0.38184344862752795,37.56130238700925,17.8,222.12132391852532
3439,0,7,0.2,19.0,7.6,24.0,46.3192068429238,16.81706238,155.0924683,32.756,-0.3453599999999999,76.0,8.0,POINT (-99.06444 20.511656),34.75,0.38828194955084355,106.44894213825475,38.4,0.0
3440,7,30,0.1,6.0,7.6,32.0,46.3192068429238,16.81706238,155.0924683,10.344,0.9993600000000001,68.0,8.0,POINT (-99.06444 20.511656),36.375,-0.941101141194972,106.44894213825475,38.4,0.0
3441,0,15,0.0,16.0,5.5,76.0,0.0,16.81706238,155.0924683,27.584,-0.03503999999999974,24.0,12.0,POINT (-105.15196 20.364368),12.285714285714285,-0.013396221232836004,90.93714888134343,14.8,200.0788810002271
3442,0,12,0.4,68.0,7.4,51.741030844155844,228.0,16.81706238,155.0924683,117.232,-5.413919999999999,0.0,8.0,POINT (-99.14652 20.752611),17.375,0.619772008138489,103.42817895717276,15.2,10.134500069888482
3443,0,26,0.1,9.0,6.1,90.0,0.0,16.81706238,155.0924683,15.516,0.6890400000000001,10.0,12.0,POINT (-105.38623 20.310005),10.700000000000003,0.12567192944663233,36.37578925008606,16.8,219.53498641529634
3444,0,30,0.1,2.0,8.1,80.0,55.0,16.81706238,155.0924683,3.448,1.4131200000000002,20.0,2.0,POINT (-99.15158 20.948538),32.2,-1.094494315985825,102.55505137329638,33.2,0.0
3445,0,20,0.2,61.0,8.3,40.0,46.3192068429238,16.81706238,155.0924683,105.164,-4.689839999999999,60.0,9.0,POINT (-97.35057 18.080656),25.285714285714285,2.320073538182264,166.63538188780072,23.6,29.64901383582726
3446,7,27,0.0,3.0,5.8,84.0,0.0,16.81706238,155.0924683,5.172,1.3096800000000002,16.0,12.0,POINT (-105.12578 20.540678),14.500000000000002,0.028591696418901764,98.81201509287683,13.4,207.62439588221437
3447,0,5,0.0,22.0,6.7,54.0,0.0,16.81706238,155.0924683,37.928,-0.6556799999999998,46.0,9.0,POINT (-99.21197 20.875437),28.666666666666664,0.4696892019419459,101.9787499276697,29.2,9.72667183333444
3448,0,18,0.3,16.0,9.0,57.0,46.3192068429238,16.81706238,155.0924683,27.584,-0.03503999999999974,43.0,9.0,POINT (-97.332504 18.374813),48.33333333333333,0.16536023639841488,135.08483699690652,46.2,0.0
3449,0,6,0.1,22.0,8.1,50.0,46.3192068429238,16.81706238,155.0924683,37.928,-0.6556799999999998,50.0,9.0,POINT (-97.295845 18.5162),30.6,0.5360707015707403,130.36910735357225,39.0,0.0
3450,0,14,0.0,10.0,5.7,85.0,0.0,16.81706238,155.0924683,17.24,0.5856000000000003,15.0,12.0,POINT (-105.31132 20.465515),8.555555555555555,0.15704360127905667,77.32221972789479,16.8,220.02219191837787
3451,0,17,0.8,64.0,7.1,51.741030844155844,46.3192068429238,16.81706238,155.0924683,110.336,-5.000159999999999,0.0,8.0,POINT (-98.83502 20.360973),14.666666666666666,-0.0769100759781984,87.73649252486501,18.0,26.719808915310402
3452,0,27,0.2,8.0,6.4,65.0,0.0,16.81706238,155.0924683,13.792,0.7924800000000002,35.0,12.0,POINT (-97.951416 18.224543),18.142857142857142,-0.10795488976633978,101.79948044734502,14.2,32.542368075260555
3453,0,22,0.3,62.0,8.4,10.0,46.3192068429238,16.81706238,155.0924683,106.888,-4.79328,90.0,9.0,POINT (-97.57335 18.475647),23.0,1.844375479065825,148.12356897849855,21.6,19.068630959098396
3454,0,8,0.1,6.0,5.9,90.0,0.0,16.81706238,155.0924683,10.344,0.9993600000000001,10.0,12.0,POINT (-105.04132 20.841465),18.333333333333332,-0.14723707688521107,100.84491641927747,17.0,204.93511710273933
3455,0,9,0.2,6.0,6.5,68.0,0.0,16.81706238,155.0924683,10.344,0.9993600000000001,32.0,12.0,POINT (-97.87836 18.22037),13.4,0.0698379928937166,88.72031370454346,19.6,25.664133508098796
3456,0,7,0.8,37.0,5.2,68.0,0.0,16.81706238,155.0924683,63.788,-2.2072799999999995,32.0,4.0,POINT (-97.15341 18.494621),34.8,2.1353512045485648,130.00134122166102,34.8,0.0
3457,0,16,0.0,3.0,5.4,12.0,0.0,16.81706238,155.0924683,5.172,1.3096800000000002,88.0,10.0,POINT (-104.94313 21.282331),14.25,0.04326416733489901,54.42909876178715,12.4,155.69502688752704
3458,16,28,0.0,3.0,5.3,14.0,0.0,16.81706238,155.0924683,5.172,1.3096800000000002,86.0,10.0,POINT (-104.94313 21.282331),14.25,0.04326416733489901,54.42909876178715,12.4,155.69502688752704
3459,0,24,0.1,16.0,8.6,56.0,46.3192068429238,16.81706238,155.0924683,27.584,-0.03503999999999974,44.0,9.0,POINT (-97.95418 18.874802),12.0,-0.014813049166505103,120.30093806596179,18.8,62.85889890940373
3460,0,26,0.5,7.0,8.3,61.0,46.3192068429238,16.81706238,155.0924683,12.068,0.8959200000000002,39.0,4.0,POINT (-97.56279 18.853136),25.875,-0.42577576483704205,191.2579260736729,25.6,46.8436050849036
3461,0,13,0.8,31.0,6.6,82.0,0.0,16.81706238,155.0924683,53.444,-1.58664,18.0,10.0,POINT (-104.8642 21.07363),7.777777777777777,-0.5652145645860226,70.59053969921001,18.0,174.44826420790346
3462,13,26,0.2,9.0,7.0,78.0,0.0,16.81706238,155.0924683,15.516,0.6890400000000001,22.0,10.0,POINT (-104.8642 21.07363),10.222222222222221,0.13967727932591217,70.59053969921001,18.0,174.44826420790346
3463,0,10,0.4,33.0,7.6,40.0,46.3192068429238,16.81706238,155.0924683,56.891999999999996,-1.7935199999999996,60.0,9.0,POINT (-97.9053 18.704248),21.555555555555557,0.5792789130705946,124.5176477111761,16.6,49.19184771816716
3464,0,15,0.1,15.0,8.4,62.0,46.3192068429238,16.81706238,155.0924683,25.86,0.06840000000000024,38.0,12.0,POINT (-97.893074 18.78508),18.666666666666664,0.00023121122422309614,119.29080808084703,17.6,56.48993969657529
3465,0,13,0.4,27.0,6.6,22.0,0.0,16.81706238,155.0924683,46.548,-1.1728799999999997,78.0,10.0,POINT (-104.68291 21.036),13.200000000000001,-0.10511314779117215,59.81477994937583,15.2,173.582566766644
3466,13,27,0.1,17.0,6.4,16.0,0.0,16.81706238,155.0924683,29.308,-0.13847999999999971,84.0,10.0,POINT (-104.68291 21.036),15.200000000000001,0.002097473370317951,59.81477994937583,15.2,173.582566766644
3467,0,23,0.3,27.0,5.4,44.0,0.0,16.81706238,155.0924683,46.548,-1.1728799999999997,56.0,10.0,POINT (-104.23514 21.08594),17.0,0.11838597633051333,109.40740162016621,18.8,164.51924051684801
3468,0,20,0.1,5.0,7.7,73.0,13.0,16.81706238,155.0924683,8.62,1.1028000000000002,27.0,10.0,POINT (-111.06359 30.537727),4.25,0.5250233869221622,79.80578229754433,3.8,255.53733399687908
3469,0,18,0.2,7.0,8.1,72.0,35.0,16.81706238,155.0924683,12.068,0.8959200000000002,28.0,6.0,POINT (-111.01303 30.609114),3.75,0.43943659148124936,99.18454332637793,3.4,252.43929384621785
3470,0,8,0.4,37.0,5.7,50.0,0.0,16.81706238,155.0924683,63.788,-2.2072799999999995,50.0,7.0,POINT (-107.92711 29.13556),14.666666666666666,-0.034542151744858106,59.95953544714226,13.8,43.76379831324611
3471,0,22,0.1,2.0,8.6,71.0,14.0,16.81706238,155.0924683,3.448,1.4131200000000002,29.0,10.0,POINT (-111.22582 30.801603),5.1000000000000005,0.6286847602930905,157.8564694999394,4.2,277.51798124025413
3472,0,28,0.1,6.0,8.0,76.0,187.0,16.81706238,155.0924683,10.344,0.9993600000000001,24.0,7.0,POINT (-110.60103 30.570923),8.42857142857143,0.2885893180377325,205.3502582220142,7.2,213.11251399185198
3473,0,25,0.1,9.0,5.4,72.0,0.0,16.81706238,155.0924683,15.516,0.6890400000000001,28.0,7.0,POINT (-107.86887 29.117273),18.75,-0.11030193072867644,68.6208945207342,17.8,48.19476232986633
3474,0,20,0.0,10.0,5.7,72.0,0.0,16.81706238,155.0924683,17.24,0.5856000000000003,28.0,7.0,POINT (-107.855194 29.09986),13.5,0.036312812530319045,72.83050651932875,17.8,50.53674877181787
3475,0,14,0.1,11.0,4.8,60.0,0.0,16.81706238,155.0924683,18.964,0.48216000000000014,40.0,7.0,POINT (-104.10059 21.63728),15.714285714285714,-0.014194403282100563,52.71662997323749,13.4,105.63931626418328
3476,14,28,0.0,5.0,5.3,48.0,0.0,16.81706238,155.0924683,8.62,1.1028000000000002,52.0,7.0,POINT (-104.10059 21.63728),16.571428571428573,-0.07746691265208779,52.71662997323749,13.4,105.63931626418328
3477,0,18,0.1,1.0,7.8,88.0,82.0,16.81706238,155.0924683,1.724,1.5165600000000001,12.0,7.0,POINT (-111.515 30.903263),4.500000000000001,0.7181821200563464,143.02399495878328,5.2,307.19213803937436
3478,0,22,0.1,10.0,5.7,59.0,0.0,16.81706238,155.0924683,17.24,0.5856000000000003,41.0,7.0,POINT (-107.70079 29.248524),9.857142857142856,0.12526214164054464,104.13613436035232,15.6,48.73250680867056
3479,0,15,0.2,11.0,4.3,62.0,0.0,16.81706238,155.0924683,18.964,0.48216000000000014,38.0,12.0,POINT (-104.269104 21.623966),9.2,0.11297359198911665,63.82711005853048,13.4,104.59028982967683
3480,0,20,0.1,9.0,8.7,88.0,11.0,16.81706238,155.0924683,15.516,0.6890400000000001,12.0,7.0,POINT (-111.93307 30.954649),3.5,0.3367292950692687,56.28978075127914,4.6,347.09724201307455
3481,0,12,0.2,11.0,8.0,72.0,13.0,16.81706238,155.0924683,18.964,0.48216000000000014,28.0,7.0,POINT (-111.813225 30.909527),3.5,0.2242455878514317,57.250408829371224,4.8,334.74673840380706
3482,0,21,0.1,4.0,5.6,74.0,0.0,16.81706238,155.0924683,6.896,1.2062400000000002,26.0,7.0,POINT (-107.762314 29.356812),11.799999999999999,0.17144982761692212,116.75340471633692,12.0,37.67549433857751
3483,8,19,0.0,8.0,5.0,40.0,0.0,16.81706238,155.0924683,13.792,0.7924800000000002,60.0,12.0,POINT (-104.412575 21.696758),10.777777777777777,0.14400140490928137,91.7976933436325,14.6,96.64781809619997
3484,19,29,0.0,5.0,4.8,28.0,0.0,16.81706238,155.0924683,8.62,1.1028000000000002,72.0,12.0,POINT (-104.412575 21.696758),11.11111111111111,0.1895303988500597,91.7976933436325,14.6,96.64781809619997
3485,0,22,1.0,3.0,8.2,68.0,67.0,16.81706238,155.0924683,5.172,1.3096800000000002,32.0,7.0,POINT (-111.81111 30.575224),4.333333333333333,0.6252721803361221,109.79734726095022,4.8,326.7707581089657
3486,0,18,0.2,18.0,6.8,30.0,0.0,16.81706238,155.0924683,31.032,-0.2419199999999999,70.0,7.0,POINT (-107.90551 29.31493),16.125,0.01678421468906134,92.56233395929686,20.0,28.544924824407417
3487,0,22,0.1,19.0,5.2,64.0,0.0,16.81706238,155.0924683,32.756,-0.3453599999999999,36.0,10.0,POINT (-104.4782 21.270329),18.285714285714285,0.06480684229013474,96.0418568475589,12.6,144.49624303105958
3488,0,12,0.1,10.0,5.7,54.0,0.0,15.96284294,135.7568512,17.24,0.5856000000000003,46.0,8.0,POINT (-96.15854 16.889467),19.400000000000002,-0.10775021853839938,150.28821725104035,32.0,131.58405507043003
3489,0,20,0.1,15.0,6.1,26.0,0.0,15.96284294,135.7568512,25.86,0.06840000000000024,74.0,10.0,POINT (-101.85196 19.240765),20.857142857142854,0.0003688556172824494,94.1212386919614,14.2,69.91011256895945
3490,0,22,0.0,6.0,5.8,30.0,0.0,15.96284294,135.7568512,10.344,0.9993600000000001,70.0,9.0,POINT (-101.97565 19.342173),19.625,-0.20407261035773439,87.40433642035782,19.0,74.52766738530147
3491,0,4,0.2,25.0,4.9,48.0,0.0,15.96284294,135.7568512,43.1,-0.9659999999999997,52.0,12.0,POINT (-101.83096 19.102818),20.0,0.24574637685187578,93.26535381082417,17.4,79.20585872514737
