date,longitude,latitude,upper_depth,lower_depth,country_name,region,continent,elcosp,orgc,phaq,sand,tceq,temperature,precipitation,landcover,silt_plus_clay,organic_matter,bulk_density
1958-12-07,-99.69912,16.925968,0,25,Mexico,Central America,Northern America,0.0,5.0,6.1,77.0,0.0,13.04871178,22.05642509,8.0,23.0,8.62,1.1028000000000002
1975-11-20,-98.49142,18.891191,0,30,Mexico,Central America,Northern America,0.1,3.0,6.1,90.0,0.0,13.04871178,22.05642509,8.0,10.0,5.172,1.3096800000000002
1962-10-15,-98.47531,18.456482,0,8,Mexico,Central America,Northern America,0.1,30.0,5.9,60.0,0.0,13.04871178,22.05642509,9.0,40.0,51.72,-1.4831999999999996
1952-06-14,-97.65391,16.528658,0,5,Mexico,Central America,Northern America,0.0,9.0,5.6,82.0,0.0,13.04871178,22.05642509,14.0,18.0,15.516,0.6890400000000001
1996-07-01,-104.42128,29.275625,0,9,Mexico,Central America,Northern America,0.1,0.0,8.9,60.0,214.0,13.04871178,22.05642509,8.0,40.0,0.0,1.62
1967-03-12,-104.42128,29.275625,9,20,Mexico,Central America,Northern America,0.1,3.0,8.8,77.0,309.0,13.04871178,22.05642509,8.0,23.0,5.172,1.3096800000000002
2009-12-22,-104.33229,22.562744,2,9,Mexico,Central America,Northern America,0.0,38.0,5.6,51.0,0.0,13.04871178,22.05642509,10.0,49.0,65.512,-2.31072
2010-01-27,-104.33229,22.562744,9,25,Mexico,Central America,Northern America,0.0,5.0,5.5,58.0,0.0,13.04871178,22.05642509,10.0,42.0,8.62,1.1028000000000002
2022-02-21,-104.30313,22.599417,10,20,Mexico,Central America,Northern America,0.0,16.0,5.3,58.0,0.0,13.04871178,22.05642509,10.0,42.0,27.584,-0.03503999999999974
1988-10-22,-104.25868,22.61998,0,28,Mexico,Central America,Northern America,0.2,19.0,5.3,75.0,0.0,13.04871178,22.05642509,10.0,25.0,32.756,-0.3453599999999999
1985-11-05,-101.023994,20.8109,0,14,Mexico,Central America,Northern America,0.1,14.0,4.1,48.0,0.0,13.04871178,22.05642509,8.0,52.0,24.136,0.17184000000000021
2018-05-02,-99.686264,16.71785,0,30,Mexico,Central America,Northern America,0.0,3.0,5.3,92.0,0.0,13.04871178,22.05642509,17.0,8.0,5.172,1.3096800000000002
1900-11-23,-98.87255,18.009275,0,7,Mexico,Central America,Northern America,0.1,29.0,6.6,40.0,0.0,13.04871178,22.05642509,9.0,60.0,49.996,-1.37976
2015-12-27,-104.266464,22.732746,0,15,Mexico,Central America,Northern America,0.2,8.0,5.7,61.0,0.0,13.04871178,22.05642509,10.0,39.0,13.792,0.7924800000000002
2023-09-12,-104.21705,22.949419,0,12,Mexico,Central America,Northern America,0.0,14.0,5.8,61.0,0.0,13.04871178,22.05642509,7.0,39.0,24.136,0.17184000000000021
2023-11-02,-100.10837,20.407974,0,18,Mexico,Central America,Northern America,0.3,15.0,6.3,42.0,0.0,13.04871178,22.05642509,8.0,58.0,25.86,0.06840000000000024
1948-01-01,-99.015564,18.531767,0,25,Mexico,Central America,Northern America,0.2,14.0,6.8,62.0,0.0,13.04871178,22.05642509,14.0,38.0,24.136,0.17184000000000021
1953-05-27,-104.53788,22.963291,10,28,Mexico,Central America,Northern America,0.0,8.0,6.1,39.0,0.0,13.04871178,22.05642509,12.0,61.0,13.792,0.7924800000000002
1979-06-02,-104.49621,22.9633,0,2,Mexico,Central America,Northern America,0.1,25.0,6.3,70.0,0.0,13.04871178,22.05642509,12.0,30.0,43.1,-0.9659999999999997
2008-09-03,-104.49621,22.9633,2,17,Mexico,Central America,Northern America,0.0,2.0,6.5,59.0,0.0,13.04871178,22.05642509,12.0,41.0,3.448,1.4131200000000002
1920-11-02,-100.45591,20.374063,0,16,Mexico,Central America,Northern America,0.1,12.0,7.0,34.0,0.0,13.04871178,22.05642509,10.0,66.0,20.688,0.37872000000000017
2001-09-03,-100.10971,20.117985,0,11,Mexico,Central America,Northern America,0.3,19.0,4.6,36.0,0.0,13.04871178,22.05642509,12.0,64.0,32.756,-0.3453599999999999
2010-08-05,-100.10971,20.117985,11,21,Mexico,Central America,Northern America,0.0,8.0,5.4,32.0,0.0,13.04871178,22.05642509,12.0,68.0,13.792,0.7924800000000002
2015-03-09,-99.39641,22.754202,0,9,Mexico,Central America,Northern America,0.4,37.0,5.8,36.0,0.0,13.04871178,22.05642509,8.0,64.0,63.788,-2.2072799999999995
2010-09-02,-99.17185,22.549301,0,19,Mexico,Central America,Northern America,0.3,50.0,7.8,48.0,233.0,13.04871178,22.05642509,12.0,52.0,86.2,-3.5519999999999996
1979-06-17,-98.893364,18.779251,0,25,Mexico,Central America,Northern America,0.1,10.0,6.9,37.0,0.0,13.04871178,22.05642509,9.0,63.0,17.24,0.5856000000000003
1962-01-22,-104.430885,22.311085,0,15,Mexico,Central America,Northern America,0.1,1.0,6.0,71.0,0.0,13.04871178,22.05642509,12.0,29.0,1.724,1.5165600000000001
1965-02-21,-104.292,22.314701,0,5,Mexico,Central America,Northern America,0.0,30.0,6.0,64.0,0.0,13.04871178,22.05642509,12.0,36.0,51.72,-1.4831999999999996
1998-12-01,-104.292,22.314701,5,25,Mexico,Central America,Northern America,0.0,4.0,5.8,65.0,0.0,13.04871178,22.05642509,12.0,35.0,6.896,1.2062400000000002
1960-10-09,-100.72534,20.127874,0,18,Mexico,Central America,Northern America,0.1,15.0,6.2,28.0,0.0,13.04871178,22.05642509,2.0,72.0,25.86,0.06840000000000024
1992-05-08,-100.53925,20.051426,0,18,Mexico,Central America,Northern America,0.1,5.0,5.5,76.0,0.0,13.04871178,22.05642509,12.0,24.0,8.62,1.1028000000000002
1945-04-03,-98.78086,18.947855,0,12,Mexico,Central America,Northern America,0.1,37.0,6.0,65.0,0.0,13.04871178,22.05642509,9.0,35.0,63.788,-2.2072799999999995
1965-03-02,-104.940125,23.970503,0,7,Mexico,Central America,Northern America,0.1,5.0,5.9,69.0,52.0,13.04871178,22.05642509,12.0,31.0,8.62,1.1028000000000002
1904-09-19,-104.940125,23.970503,7,22,Mexico,Central America,Northern America,0.1,2.0,5.9,55.0,46.0,13.04871178,22.05642509,12.0,45.0,3.448,1.4131200000000002
1955-05-28,-100.79077,20.282793,0,30,Mexico,Central America,Northern America,0.0,7.0,6.5,28.0,0.0,13.04871178,22.05642509,10.0,72.0,12.068,0.8959200000000002
1976-08-02,-99.491585,22.466038,0,18,Mexico,Central America,Northern America,0.0,21.0,6.6,14.0,0.0,13.04871178,22.05642509,2.0,86.0,36.204,-0.5522399999999998
2011-05-20,-104.566986,22.232735,0,24,Mexico,Central America,Northern America,0.1,23.0,6.7,62.0,0.0,13.04871178,22.05642509,12.0,38.0,39.652,-0.7591199999999998
1993-08-03,-101.06082,20.892828,0,6,Mexico,Central America,Northern America,0.0,29.0,4.9,66.0,0.0,13.04871178,22.05642509,5.0,34.0,49.996,-1.37976
2009-01-22,-104.833664,22.457722,3,25,Mexico,Central America,Northern America,0.0,5.0,5.7,41.0,0.0,13.04871178,22.05642509,10.0,59.0,8.62,1.1028000000000002
1919-04-08,-101.44029,20.021889,0,10,Mexico,Central America,Northern America,0.1,36.0,5.3,22.0,0.0,13.04871178,22.05642509,10.0,78.0,62.064,-2.10384
1973-09-02,-101.44029,20.021889,10,26,Mexico,Central America,Northern America,0.1,19.0,5.2,20.0,0.0,13.04871178,22.05642509,10.0,80.0,32.756,-0.3453599999999999
1927-09-01,-104.81419,22.054956,0,20,Mexico,Central America,Northern America,0.0,5.0,5.3,65.0,0.0,13.04871178,22.05642509,12.0,35.0,8.62,1.1028000000000002
1953-12-26,-104.73086,22.074396,0,20,Mexico,Central America,Northern America,0.0,7.0,5.3,53.0,0.0,13.04871178,22.05642509,10.0,47.0,12.068,0.8959200000000002
1912-06-06,-101.7375,20.059467,0,17,Mexico,Central America,Northern America,0.0,17.0,5.8,26.0,0.0,13.04871178,22.05642509,10.0,74.0,29.308,-0.13847999999999971
1909-05-26,-101.68467,20.125563,0,18,Mexico,Central America,Northern America,0.1,20.0,6.1,24.0,0.0,13.04871178,22.05642509,7.0,76.0,34.48,-0.4487999999999994
1912-02-02,-104.86279,22.032722,12,25,Mexico,Central America,Northern America,0.0,5.0,6.2,69.0,0.0,13.04871178,22.05642509,10.0,31.0,8.62,1.1028000000000002
1974-08-28,-101.53773,20.189577,0,18,Mexico,Central America,Northern America,0.3,15.0,4.4,24.0,0.0,13.04871178,22.05642509,10.0,76.0,25.86,0.06840000000000024
1933-03-21,-101.36284,20.322845,0,23,Mexico,Central America,Northern America,0.2,11.0,6.4,26.0,0.0,13.04871178,22.05642509,10.0,74.0,18.964,0.48216000000000014
1948-02-05,-101.449356,20.383217,0,18,Mexico,Central America,Northern America,0.1,19.0,6.5,38.0,0.0,13.04871178,22.05642509,10.0,62.0,32.756,-0.3453599999999999
2009-04-02,-97.987946,20.301025,0,30,Mexico,Central America,Northern America,0.1,15.0,4.8,42.0,0.0,13.04871178,22.05642509,9.0,58.0,25.86,0.06840000000000024
2024-08-23,-97.689514,20.416288,0,30,Mexico,Central America,Northern America,0.1,9.0,8.4,32.0,108.0,13.04871178,22.05642509,9.0,68.0,15.516,0.6890400000000001
1926-07-13,-97.680824,20.767406,0,30,Mexico,Central America,Northern America,0.2,20.0,8.4,20.0,283.0,13.04871178,22.05642509,9.0,80.0,34.48,-0.4487999999999994
1944-01-20,-97.59199,21.03911,0,30,Mexico,Central America,Northern America,0.2,23.0,8.3,38.0,245.0,13.04871178,22.05642509,9.0,62.0,39.652,-0.7591199999999998
1968-12-27,-105.83129,29.285624,0,9,Mexico,Central America,Northern America,0.3,4.0,9.6,53.0,155.0,13.04871178,22.05642509,9.0,47.0,6.896,1.2062400000000002
1924-02-15,-104.86082,28.839848,0,9,Mexico,Central America,Northern America,0.2,14.0,7.9,58.0,303.0,13.04871178,22.05642509,9.0,42.0,24.136,0.17184000000000021
1922-09-22,-104.86082,28.839848,9,28,Mexico,Central America,Northern America,0.1,11.0,7.9,70.0,360.0,13.04871178,22.05642509,9.0,30.0,18.964,0.48216000000000014
2000-07-10,-99.09367,16.663204,0,28,Mexico,Central America,Northern America,0.1,12.0,6.1,62.0,0.0,13.04871178,22.05642509,8.0,38.0,20.688,0.37872000000000017
1965-01-24,-98.62976,16.661604,0,20,Mexico,Central America,Northern America,0.1,9.0,5.4,64.0,0.0,13.04871178,22.05642509,14.0,36.0,15.516,0.6890400000000001
2017-09-11,-105.233505,29.768377,0,18,Mexico,Central America,Northern America,0.1,7.0,8.6,56.0,238.0,13.04871178,22.05642509,7.0,44.0,12.068,0.8959200000000002
1987-04-12,-98.821365,16.578323,0,25,Mexico,Central America,Northern America,0.1,17.0,5.9,45.0,0.0,13.04871178,22.05642509,17.0,55.0,29.308,-0.13847999999999971
1901-10-24,-97.33236,16.511047,0,6,Mexico,Central America,Northern America,0.1,18.0,4.6,83.0,0.0,13.04871178,22.05642509,9.0,17.0,31.032,-0.2419199999999999
1946-09-15,-105.66211,29.969202,0,25,Mexico,Central America,Northern America,0.8,3.0,9.7,73.0,167.0,13.04871178,22.05642509,10.0,27.0,5.172,1.3096800000000002
2017-12-27,-104.70629,28.115404,8,22,Mexico,Central America,Northern America,0.1,7.0,8.2,74.0,153.0,13.04871178,22.05642509,9.0,26.0,12.068,0.8959200000000002
1943-02-10,-104.464066,28.313446,0,7,Mexico,Central America,Northern America,0.1,12.0,8.2,60.0,188.0,13.04871178,22.05642509,9.0,40.0,20.688,0.37872000000000017
1986-02-26,-98.99378,16.981125,0,25,Mexico,Central America,Northern America,0.1,5.0,4.3,59.0,0.0,13.04871178,22.05642509,8.0,41.0,8.62,1.1028000000000002
1933-12-09,-97.157104,16.50717,0,30,Mexico,Central America,Northern America,0.0,11.0,4.9,25.0,0.0,13.04871178,22.05642509,8.0,75.0,18.964,0.48216000000000014
1973-05-17,-105.57434,29.69727,0,21,Mexico,Central America,Northern America,0.2,9.0,8.5,56.0,107.0,13.04871178,22.05642509,9.0,44.0,15.516,0.6890400000000001
1985-09-19,-99.40293,16.867392,0,25,Mexico,Central America,Northern America,0.0,13.0,6.2,71.0,0.0,13.04871178,22.05642509,9.0,29.0,22.412,0.2752800000000002
2009-07-16,-97.891426,21.672987,0,30,Mexico,Central America,Northern America,0.2,25.0,8.3,35.0,276.0,13.04871178,22.05642509,9.0,65.0,43.1,-0.9659999999999997
1910-01-12,-100.69165,19.253475,0,20,Mexico,Central America,Northern America,0.0,18.0,5.6,41.0,0.0,12.89338875,11.58660698,9.0,59.0,31.032,-0.2419199999999999
2003-02-10,-100.3141,19.238775,0,30,Mexico,Central America,Northern America,0.1,10.0,4.6,64.0,0.0,12.89338875,11.58660698,14.0,36.0,17.24,0.5856000000000003
2003-06-27,-100.24506,19.351305,0,22,Mexico,Central America,Northern America,0.0,48.0,5.4,50.0,0.0,12.89338875,11.58660698,8.0,50.0,82.752,-3.3451199999999996
1934-09-04,-98.67113,22.095198,0,25,Mexico,Central America,Northern America,0.2,16.0,8.0,28.0,112.0,12.89338875,11.58660698,10.0,72.0,27.584,-0.03503999999999974
2015-11-15,-101.86488,20.605637,0,30,Mexico,Central America,Northern America,0.0,19.0,6.4,23.0,0.0,12.89338875,11.58660698,10.0,77.0,32.756,-0.3453599999999999
1949-11-12,-101.85473,20.630846,0,15,Mexico,Central America,Northern America,0.1,32.0,6.6,33.0,0.0,12.89338875,11.58660698,16.0,67.0,55.168,-1.6900799999999996
2015-12-13,-100.9171,19.562696,0,25,Mexico,Central America,Northern America,0.0,2.0,4.0,45.0,0.0,12.89338875,11.58660698,8.0,55.0,3.448,1.4131200000000002
2013-11-06,-100.76326,19.543861,0,20,Mexico,Central America,Northern America,0.0,8.0,4.1,51.0,0.0,12.89338875,11.58660698,2.0,49.0,13.792,0.7924800000000002
2018-10-09,-101.99022,20.596972,0,14,Mexico,Central America,Northern America,0.1,16.0,6.6,61.0,0.0,12.89338875,11.58660698,10.0,39.0,27.584,-0.03503999999999974
1978-09-18,-101.96311,20.530813,0,25,Mexico,Central America,Northern America,0.1,11.0,6.4,31.0,0.0,12.89338875,11.58660698,7.0,69.0,18.964,0.48216000000000014
1935-03-23,-100.90472,19.76889,0,30,Mexico,Central America,Northern America,0.1,25.0,5.4,30.0,0.0,12.89338875,11.58660698,2.0,70.0,43.1,-0.9659999999999997
1956-08-28,-100.89534,19.851692,0,30,Mexico,Central America,Northern America,0.0,22.0,6.3,42.0,0.0,12.89338875,11.58660698,9.0,58.0,37.928,-0.6556799999999998
1977-03-16,-97.43183,20.945997,0,12,Mexico,Central America,Northern America,0.2,21.0,8.4,62.0,363.0,12.89338875,11.58660698,17.0,38.0,36.204,-0.5522399999999998
1970-04-28,-100.76419,19.822418,0,17,Mexico,Central America,Northern America,0.2,38.0,5.0,56.0,0.0,12.89338875,11.58660698,9.0,44.0,65.512,-2.31072
2012-04-12,-97.56254,20.391655,0,19,Mexico,Central America,Northern America,0.2,14.0,8.3,76.0,60.0,12.89338875,11.58660698,9.0,24.0,24.136,0.17184000000000021
1979-10-04,-100.55602,19.93564,0,25,Mexico,Central America,Northern America,0.1,2.0,4.3,89.0,0.0,12.89338875,11.58660698,4.0,11.0,3.448,1.4131200000000002
1981-06-14,-97.3448,20.075996,0,21,Mexico,Central America,Northern America,0.1,31.0,5.2,48.0,0.0,12.89338875,11.58660698,11.0,52.0,53.444,-1.58664
2016-07-18,-102.031906,21.730059,0,5,Mexico,Central America,Northern America,0.1,7.0,6.6,65.0,0.0,16.39164162,30.68841934,8.0,35.0,12.068,0.8959200000000002
1912-02-12,-103.83925,22.705551,0,18,Mexico,Central America,Northern America,0.0,18.0,5.8,26.0,0.0,16.39164162,30.68841934,10.0,74.0,31.032,-0.2419199999999999
1911-01-03,-102.61589,21.710035,0,3,Mexico,Central America,Northern America,0.0,4.0,6.2,51.0,0.0,16.39164162,30.68841934,10.0,49.0,6.896,1.2062400000000002
1929-12-22,-102.57109,21.615232,0,11,Mexico,Central America,Northern America,0.0,8.0,6.2,65.0,27.0,16.39164162,30.68841934,7.0,35.0,13.792,0.7924800000000002
1934-01-25,-102.57109,21.615232,11,27,Mexico,Central America,Northern America,0.1,6.0,6.2,63.0,15.0,16.39164162,30.68841934,7.0,37.0,10.344,0.9993600000000001
2021-04-01,-103.82535,22.488335,0,10,Mexico,Central America,Northern America,0.0,8.0,6.5,40.0,0.0,16.39164162,30.68841934,10.0,60.0,13.792,0.7924800000000002
1956-04-10,-103.82535,22.488335,10,30,Mexico,Central America,Northern America,0.0,8.0,6.6,36.0,0.0,16.39164162,30.68841934,10.0,64.0,13.792,0.7924800000000002
1999-01-12,-103.03116,21.170033,0,6,Mexico,Central America,Northern America,0.1,9.0,4.7,30.0,0.0,16.39164162,30.68841934,10.0,70.0,15.516,0.6890400000000001
1932-05-06,-103.03116,21.170033,6,15,Mexico,Central America,Northern America,0.0,7.0,4.9,36.0,0.0,16.39164162,30.68841934,10.0,64.0,12.068,0.8959200000000002
1976-10-01,-102.915665,21.183546,0,5,Mexico,Central America,Northern America,0.1,18.0,6.5,44.0,15.0,16.39164162,30.68841934,10.0,56.0,31.032,-0.2419199999999999
2019-04-01,-102.915665,21.183546,5,24,Mexico,Central America,Northern America,0.1,6.0,7.1,64.0,20.0,16.39164162,30.68841934,10.0,36.0,10.344,0.9993600000000001
2023-06-26,-103.417,22.31891,0,18,Mexico,Central America,Northern America,0.1,12.0,5.0,50.0,0.0,16.39164162,30.68841934,10.0,50.0,20.688,0.37872000000000017
2001-10-19,-103.32116,22.313364,0,30,Mexico,Central America,Northern America,0.1,27.0,6.1,28.0,0.0,16.39164162,30.68841934,7.0,72.0,46.548,-1.1728799999999997
1914-12-02,-102.81318,21.375343,0,10,Mexico,Central America,Northern America,0.1,22.0,6.8,64.0,0.0,16.39164162,30.68841934,10.0,36.0,37.928,-0.6556799999999998
2011-08-01,-102.81318,21.375343,10,21,Mexico,Central America,Northern America,0.1,18.0,6.9,48.0,0.0,16.39164162,30.68841934,10.0,52.0,31.032,-0.2419199999999999
1954-09-05,-102.65629,21.436638,0,12,Mexico,Central America,Northern America,0.1,8.0,7.2,62.0,17.0,16.39164162,30.68841934,10.0,38.0,13.792,0.7924800000000002
2014-10-24,-102.65629,21.436638,12,27,Mexico,Central America,Northern America,0.1,5.0,7.5,50.0,20.0,16.39164162,30.68841934,10.0,50.0,8.62,1.1028000000000002
1918-02-07,-102.287704,21.642548,0,21,Mexico,Central America,Northern America,0.1,15.0,8.0,50.0,167.0,16.39164162,30.68841934,9.0,50.0,25.86,0.06840000000000024
1901-06-09,-89.81376,21.18643,10,25,Mexico,Central America,Northern America,2.2,50.0,7.7,23.0,56.0,16.39164162,30.68841934,8.0,77.0,86.2,-3.5519999999999996
1908-08-11,-102.90681,20.83216,0,7,Mexico,Central America,Northern America,0.2,34.0,5.4,44.0,0.0,16.39164162,30.68841934,10.0,56.0,58.616,-1.8969599999999995
1971-01-01,-102.90681,20.83216,7,24,Mexico,Central America,Northern America,0.0,9.0,5.9,40.0,0.0,16.39164162,30.68841934,10.0,60.0,15.516,0.6890400000000001
2023-03-25,-103.25022,20.917286,0,16,Mexico,Central America,Northern America,0.0,19.0,5.9,54.0,0.0,16.39164162,30.68841934,10.0,46.0,32.756,-0.3453599999999999
1983-11-03,-102.183586,20.962652,0,10,Mexico,Central America,Northern America,0.0,7.0,5.7,58.0,79.0,16.39164162,30.68841934,7.0,42.0,12.068,0.8959200000000002
1987-03-19,-102.07748,20.983437,0,12,Mexico,Central America,Northern America,0.0,14.0,6.2,38.0,0.0,16.39164162,30.68841934,7.0,62.0,24.136,0.17184000000000021
1981-10-19,-102.07748,20.983437,12,30,Mexico,Central America,Northern America,0.1,10.0,6.7,30.0,0.0,16.39164162,30.68841934,7.0,70.0,17.24,0.5856000000000003
1908-11-03,-102.12293,20.893036,0,13,Mexico,Central America,Northern America,0.1,19.0,6.0,50.0,0.0,16.39164162,30.68841934,10.0,50.0,32.756,-0.3453599999999999
1993-11-04,-103.01702,22.688375,0,18,Mexico,Central America,Northern America,0.1,4.0,6.9,78.0,0.0,16.39164162,30.68841934,10.0,22.0,6.896,1.2062400000000002
2003-10-17,-102.93647,22.766155,0,25,Mexico,Central America,Northern America,0.1,8.0,6.9,66.0,0.0,16.39164162,30.68841934,7.0,34.0,13.792,0.7924800000000002
1916-01-19,-103.24759,22.982803,0,20,Mexico,Central America,Northern America,0.0,4.0,5.7,56.0,0.0,16.39164162,30.68841934,10.0,44.0,6.896,1.2062400000000002
1999-02-04,-103.09814,22.887812,0,19,Mexico,Central America,Northern America,0.1,17.0,6.5,44.0,0.0,16.39164162,30.68841934,10.0,56.0,29.308,-0.13847999999999971
1995-07-14,-103.46703,22.811966,0,20,Mexico,Central America,Northern America,0.0,6.0,5.7,74.0,0.0,16.39164162,30.68841934,10.0,26.0,10.344,0.9993600000000001
1949-08-12,-103.350365,22.893913,0,19,Mexico,Central America,Northern America,0.1,16.0,5.5,42.0,0.0,16.39164162,30.68841934,10.0,58.0,27.584,-0.03503999999999974
2012-01-26,-103.55591,22.707794,0,20,Mexico,Central America,Northern America,0.0,12.0,6.1,52.0,0.0,16.39164162,30.68841934,10.0,48.0,20.688,0.37872000000000017
1937-05-14,-103.5448,22.649454,0,15,Mexico,Central America,Northern America,0.0,16.0,6.1,68.0,0.0,16.39164162,30.68841934,10.0,32.0,27.584,-0.03503999999999974
1992-05-09,-103.926476,19.463894,6,19,Mexico,Central America,Northern America,0.1,36.0,6.6,62.0,0.0,16.51515007,49.94464874,8.0,38.0,62.064,-2.10384
2016-12-23,-100.57755,18.595667,0,7,Mexico,Central America,Northern America,0.1,12.0,6.4,56.0,0.0,16.51515007,49.94464874,9.0,44.0,20.688,0.37872000000000017
1945-03-18,-100.375336,18.685385,0,15,Mexico,Central America,Northern America,0.1,12.0,6.8,42.0,0.0,16.51515007,49.94464874,9.0,58.0,20.688,0.37872000000000017
1929-10-04,-100.36867,18.790382,0,8,Mexico,Central America,Northern America,0.1,21.0,6.7,43.0,0.0,16.51515007,49.94464874,9.0,57.0,36.204,-0.5522399999999998
1914-12-25,-90.38808,18.607534,0,19,Mexico,Central America,Northern America,0.1,18.0,6.5,30.0,0.0,16.51515007,49.94464874,8.0,70.0,31.032,-0.2419199999999999
1965-02-08,-90.300606,18.840303,0,27,Mexico,Central America,Northern America,0.4,39.0,7.8,62.0,170.0,16.51515007,49.94464874,11.0,38.0,67.236,-2.41416
1901-04-15,-100.786156,18.885653,0,17,Mexico,Central America,Northern America,0.0,17.0,7.0,34.0,0.0,16.51515007,49.94464874,9.0,66.0,29.308,-0.13847999999999971
1944-09-26,-103.71991,19.835463,0,18,Mexico,Central America,Northern America,0.1,28.0,6.2,54.0,0.0,16.51515007,49.94464874,9.0,46.0,48.272,-1.2763199999999997
1960-01-05,-109.987236,31.326319,0,21,Mexico,Central America,Northern America,0.5,4.0,4.9,74.0,0.0,16.42349434,179.6077271,7.0,26.0,6.896,1.2062400000000002
2017-01-27,-109.90865,31.19141,0,9,Mexico,Central America,Northern America,0.1,9.0,6.7,66.0,0.0,16.42349434,179.6077271,7.0,34.0,15.516,0.6890400000000001
1960-08-18,-90.727066,18.278082,0,14,Mexico,Central America,Northern America,0.2,25.0,7.7,33.0,28.0,16.42349434,179.6077271,8.0,67.0,43.1,-0.9659999999999997
2006-11-05,-92.06557,16.531193,0,20,Mexico,Central America,Northern America,0.3,33.0,6.6,65.0,0.0,16.42349434,179.6077271,2.0,35.0,56.891999999999996,-1.7935199999999996
1993-04-12,-90.68686,18.166769,0,10,Mexico,Central America,Northern America,0.2,20.0,8.3,37.0,193.0,16.42349434,179.6077271,8.0,63.0,34.48,-0.4487999999999994
1962-09-17,-91.27389,18.097633,0,15,Mexico,Central America,Northern America,0.0,12.0,6.2,90.0,0.0,16.42349434,179.6077271,4.0,10.0,20.688,0.37872000000000017
1953-07-18,-91.36049,18.184706,0,13,Mexico,Central America,Northern America,0.1,20.0,6.2,78.0,0.0,16.42349434,179.6077271,8.0,22.0,34.48,-0.4487999999999994
1950-04-28,-91.36049,18.184706,13,27,Mexico,Central America,Northern America,0.0,2.0,6.1,86.0,0.0,16.42349434,179.6077271,8.0,14.0,3.448,1.4131200000000002
1961-04-15,-91.42067,18.30421,0,22,Mexico,Central America,Northern America,0.1,30.0,6.7,80.0,0.0,16.42349434,179.6077271,8.0,20.0,51.72,-1.4831999999999996
1996-06-13,-91.40192,18.422901,0,15,Mexico,Central America,Northern America,0.3,12.0,8.4,60.0,24.0,16.42349434,179.6077271,8.0,40.0,20.688,0.37872000000000017
1975-05-14,-101.57251,18.16675,0,30,Mexico,Central America,Northern America,0.0,19.0,6.9,48.0,0.0,16.42349434,179.6077271,4.0,52.0,32.756,-0.3453599999999999
1981-03-14,-98.72184,17.668184,6,25,Mexico,Central America,Northern America,0.0,9.0,5.5,31.0,0.0,16.42349434,179.6077271,4.0,69.0,15.516,0.6890400000000001
1997-09-09,-91.64578,18.192059,0,18,Mexico,Central America,Northern America,0.1,23.0,5.1,24.0,0.0,16.42349434,179.6077271,8.0,76.0,39.652,-0.7591199999999998
1972-02-02,-89.00774,20.392145,0,14,Mexico,Central America,Northern America,0.1,22.0,7.0,36.0,0.0,16.42349434,179.6077271,2.0,64.0,37.928,-0.6556799999999998
1904-04-18,-101.305855,18.040653,0,20,Mexico,Central America,Northern America,0.1,16.0,6.6,38.0,0.0,16.42349434,179.6077271,4.0,62.0,27.584,-0.03503999999999974
1901-11-05,-91.65169,18.03217,0,21,Mexico,Central America,Northern America,0.1,9.0,5.8,56.0,0.0,16.42349434,179.6077271,12.0,44.0,15.516,0.6890400000000001
1999-03-03,-88.735725,20.23747,0,16,Mexico,Central America,Northern America,0.2,30.0,7.0,32.0,0.0,16.42349434,179.6077271,17.0,68.0,51.72,-1.4831999999999996
1953-01-05,-91.86975,18.121525,0,12,Mexico,Central America,Northern America,0.2,22.0,6.2,76.0,0.0,16.42349434,179.6077271,9.0,24.0,37.928,-0.6556799999999998
1959-11-20,-91.86975,18.121525,12,25,Mexico,Central America,Northern America,0.2,8.0,6.4,52.0,0.0,16.42349434,179.6077271,9.0,48.0,13.792,0.7924800000000002
1970-02-16,-88.56,20.215254,0,16,Mexico,Central America,Northern America,0.1,20.0,6.7,23.0,0.0,16.42349434,179.6077271,17.0,77.0,34.48,-0.4487999999999994
1989-12-28,-101.53667,18.060917,0,30,Mexico,Central America,Northern America,0.1,14.0,6.8,34.0,0.0,16.42349434,179.6077271,4.0,66.0,24.136,0.17184000000000021
1949-03-11,-100.90671,18.273167,0,8,Mexico,Central America,Northern America,0.1,11.0,7.0,62.0,0.0,16.42349434,179.6077271,9.0,38.0,18.964,0.48216000000000014
1911-04-26,-98.852455,17.504091,0,20,Mexico,Central America,Northern America,0.0,16.0,5.5,35.0,0.0,16.42349434,179.6077271,2.0,65.0,27.584,-0.03503999999999974
1980-08-05,-100.52839,18.121506,0,3,Mexico,Central America,Northern America,0.1,28.0,6.8,53.0,0.0,16.42349434,179.6077271,8.0,47.0,48.272,-1.2763199999999997
1950-07-12,-100.0984,18.43761,0,11,Mexico,Central America,Northern America,0.1,39.0,6.3,44.0,0.0,16.42349434,179.6077271,12.0,56.0,67.236,-2.41416
1910-10-05,-89.200806,19.731535,0,16,Mexico,Central America,Northern America,0.6,23.0,7.0,39.0,0.0,16.42349434,179.6077271,17.0,61.0,39.652,-0.7591199999999998
1906-10-14,-99.12888,17.526007,0,8,Mexico,Central America,Northern America,0.4,10.0,5.2,53.0,0.0,16.42349434,179.6077271,8.0,47.0,17.24,0.5856000000000003
1908-08-22,-88.18839,20.830889,0,18,Mexico,Central America,Northern America,0.4,32.0,6.4,26.0,0.0,16.42349434,179.6077271,2.0,74.0,55.168,-1.6900799999999996
