profile_id,depth_category,date,longitude,latitude,clay,phaq,sand,silt,tceq,soil_type,slopemean,bedrock,cfr,temperature,precipitation,ecoregion_type,zone_number,zone_name,landcover
1149115,0_5,2004-5-27,-92.92487241876384,15.375746884890615,11.4732929031826,5.9179572765104,53.4118098626149,35.1148972342025,0.0,FLUVISOL EUTRICO,0.1536994957141027,rocas_metamorficas,0.001939442578294,16.6757755279541,147.14187622070312,Terrestre,1.0,Tropical húmeda,10.0
1149115,15_30,2004-5-27,-92.92487241876384,15.375746884890615,13.4431504332843,5.85421873353681,33.2998248326877,53.257024734028,0.0,FLUVISOL EUTRICO,0.1536994957141027,rocas_metamorficas,0.0114135631020015,16.6757755279541,147.14187622070312,Terrestre,1.0,Tropical húmeda,10.0
1149115,5_15,2004-5-27,-92.92487241876384,15.375746884890615,11.914495601166,5.90291514229065,48.8785405621128,39.2069638367212,0.0,FLUVISOL EUTRICO,0.1536994957141027,rocas_metamorficas,0.0009313724043053,16.6757755279541,147.14187622070312,Terrestre,1.0,Tropical húmeda,10.0
1149116,0_5,2004-11-12,-93.80553111244994,15.933932966577258,10.2805956625367,5.81435873697481,83.2210491067032,6.49835523076014,0.0,REGOSOL EUTRICO,0.1536994957141027,rocas_metamorficas,0.001939442578294,14.863654136657717,85.93345642089844,Terrestre,7.0,Inundable o Transición tierra-mar,17.0
1149116,15_30,2004-11-12,-93.80553111244994,15.933932966577258,8.31255540016152,6.44861967419781,88.8524041207871,2.83504047905135,0.0,REGOSOL EUTRICO,0.1536994957141027,rocas_metamorficas,0.0114135631020015,14.863654136657717,85.93345642089844,Terrestre,7.0,Inundable o Transición tierra-mar,17.0
1149116,5_15,2004-11-12,-93.80553111244994,15.933932966577258,9.73215868576044,5.98174847834223,84.7435440345106,5.52429727972896,0.0,REGOSOL EUTRICO,0.1536994957141027,rocas_metamorficas,0.0009313724043053,14.863654136657717,85.93345642089844,Terrestre,7.0,Inundable o Transición tierra-mar,17.0
1149118,0_5,1984-4-15,-92.34085842019569,14.761703209398638,18.8470182721425,6.13266175632953,50.1055546051383,31.0474271227192,0.0,CAMBISOL EUTRICO,0.1536994957141027,rocas_igneas,0.001939442578294,15.88495922088623,77.32976531982422,Terrestre,1.0,Tropical húmeda,
1149118,15_30,1984-4-15,-92.34085842019569,14.761703209398638,23.4763233424728,6.4015416184253,49.6625413393685,26.8611353181587,0.0,CAMBISOL EUTRICO,0.1536994957141027,rocas_igneas,0.0114135631020015,15.88495922088623,77.32976531982422,Terrestre,1.0,Tropical húmeda,
1149118,5_15,1984-4-15,-92.34085842019569,14.761703209398638,19.8471167316208,6.19107107204692,50.0139963475883,30.1388869207909,0.0,CAMBISOL EUTRICO,0.1536994957141027,rocas_igneas,0.0009313724043053,15.88495922088623,77.32976531982422,Terrestre,1.0,Tropical húmeda,
1149120,0_5,1990-7-12,-104.97987623659073,19.94110915723029,10.4307782620145,4.77177412505354,69.6873383100755,19.88188342791,0.0,CAMBISOL CROMICO,2.4628665447235107,rocas_igneas,2.349695801737606,15.541918754577637,159.12200927734375,Terrestre,4.0,Templada subhúmeda,
1149120,15_30,1990-7-12,-104.97987623659073,19.94110915723029,9.44004414697062,5.06664548007137,75.005255024181,15.5547008288484,0.0,CAMBISOL CROMICO,2.4628665447235107,rocas_igneas,14.812546773599935,15.541918754577637,159.12200927734375,Terrestre,4.0,Templada subhúmeda,
1149120,5_15,1990-7-12,-104.97987623659073,19.94110915723029,10.2224934201859,4.83377239292495,70.805529307078,18.9719772727361,0.0,CAMBISOL CROMICO,2.4628665447235107,rocas_igneas,4.458077907563941,15.541918754577637,159.12200927734375,Terrestre,4.0,Templada subhúmeda,
1149123,0_5,1990-7-7,-104.61654843746298,19.69568747966163,31.6913168122523,4.1315489475507,52.7863114249432,15.5223717628045,0.0,CAMBISOL EUTRICO,0.4592507779598236,rocas_sedimentarias,0.221471873472535,15.541918754577637,159.12200927734375,Terrestre,2.0,Tropical subhúmeda,
1149123,15_30,1990-7-7,-104.61654843746298,19.69568747966163,33.0969923504843,4.45054224817815,49.3467146598243,17.5562929896914,0.0,CAMBISOL EUTRICO,0.4592507779598236,rocas_sedimentarias,0.540898323059082,15.541918754577637,159.12200927734375,Terrestre,2.0,Tropical subhúmeda,
1149123,5_15,1990-7-7,-104.61654843746298,19.69568747966163,32.0033868061352,4.20075103035603,51.9913727586605,16.0052404352043,0.0,CAMBISOL EUTRICO,0.4592507779598236,rocas_sedimentarias,0.1409766500194867,15.541918754577637,159.12200927734375,Terrestre,2.0,Tropical subhúmeda,
1149124,0_5,1990-7-3,-104.55818141764506,19.399077838240576,33.7072705919874,5.89277427963439,40.0344038229034,26.2583255851092,0.0,CAMBISOL CROMICO,1.236985445022583,rocas_igneas,1.887134850032442,15.541918754577637,159.12200927734375,Terrestre,2.0,Tropical subhúmeda,
1149124,15_30,1990-7-3,-104.55818141764506,19.399077838240576,46.3781226133237,6.20931770768733,35.9663864755442,17.655490911132,0.0,CAMBISOL CROMICO,1.236985445022583,rocas_igneas,6.397104805453056,15.541918754577637,159.12200927734375,Terrestre,2.0,Tropical subhúmeda,
1149124,5_15,1990-7-3,-104.55818141764506,19.399077838240576,37.803031649909,5.99404700904702,39.4348143830117,22.7621539670792,0.0,CAMBISOL CROMICO,1.236985445022583,rocas_igneas,0.9267771244049072,15.541918754577637,159.12200927734375,Terrestre,2.0,Tropical subhúmeda,
1149131,0_5,2002-11-22,-102.19395560775614,19.532052351148863,3.40444033391584,6.6000619312695,84.7703214522836,11.8252382138006,0.0,REGOSOL DISTRICO,2.20912766456604,rocas_igneas,0.025839140638709,13.868842124938965,43.62361145019531,Terrestre,4.0,Templada subhúmeda,4.0
