date,profile_id,longitude,latitude,upper_depth,lower_depth,country_name,bdfi33,bdfiod,bdwsod,cecph7,cfgr,cfvo,clay,ecec,elco20,elcosp,nitkjd,orgc,phaq,phca,phetb1,phkc,phnf,phprtn,sand,silt,tceq,totc,wg0006,wg0010,wg0033,wg0200,wg1500
2003-6-30,1462590,-108.26030687142013,29.74337345082653,12,30,Mexico,,,,,,,26.0,,,0.2,,15.0,6.2,,,,,,36.0,38.0,0.0,,,,,,
2003-6-30,1531756,-100.12251424076206,21.13615654774506,0,13,Mexico,,,,,,,14.0,,,0.3,,20.0,7.1,,,,,,71.0,15.0,,,,,,,
2003-6-30,1531756,-100.12251424076206,21.13615654774506,13,22,Mexico,,,,,,,16.0,,,0.1,,7.0,7.3,,,,,,82.0,2.0,,,,,,,
2003-6-30,1636182,-104.13885261179124,23.898181394280826,0,18,Mexico,,,,,,,17.0,,,0.2,,8.0,7.5,,,,,,60.0,23.0,15.0,,,,,,
2003-6-30,1636182,-104.13885261179124,23.898181394280826,18,29,Mexico,,,,,,,22.0,,,0.3,,4.0,9.7,,,,,,50.0,28.0,133.0,,,,,,
2003-6-30,1636231,-100.45246760685079,23.122404896482518,0,15,Mexico,,,,,,,28.0,,,0.0,,9.0,7.7,,,,,,14.0,58.0,325.0,,,,,,
2003-6-30,1636634,-108.27978633641206,29.65310029480145,0,10,Mexico,,,,,,,14.0,,,0.0,,9.0,5.9,,,,,,60.0,26.0,0.0,,,,,,
2003-6-30,1636634,-108.27978633641206,29.65310029480145,10,20,Mexico,,,,,,,24.0,,,0.0,,37.0,6.7,,,,,,58.0,18.0,0.0,,,,,,
2003-6-30,1671219,-108.91564417123602,29.739413486582055,0,10,Mexico,,,,,,,16.0,,,0.0,,3.0,7.6,,,,,,60.0,24.0,,,,,,,
2003-6-4,1496816,-89.95939672236341,19.72528935971606,0,19,Mexico,,,,,,,62.0,,,0.4,,48.0,7.0,,,,,,28.0,10.0,0.0,,,,,,
2003-6-4,1531616,-89.89836607513922,19.8244272241902,0,21,Mexico,,,,,,,74.0,,,0.2,,20.0,7.0,,,,,,20.0,6.0,0.0,,,,,,
2003-6-4,1636033,-99.25109387856993,17.370201869530828,0,30,Mexico,,,,,,,,,,0.1,,31.0,7.8,,,,,,,,,,,,,,
2003-6-5,1358601,-103.65350286954236,28.25650063912214,0,20,Mexico,,,,,,,20.0,,,0.1,,9.0,8.6,,,,,,62.0,18.0,,,,,,,
2003-6-5,1393303,-103.6284955072657,28.019295226867968,0,13,Mexico,,,,,,,22.0,,,0.2,,12.0,8.4,,,,,,70.0,8.0,,,,,,,
2003-6-5,1393303,-103.6284955072657,28.019295226867968,13,29,Mexico,,,,,,,14.0,,,0.2,,7.0,8.4,,,,,,70.0,16.0,,,,,,,
2003-6-5,1393304,-103.94211489871454,28.366772988329064,0,24,Mexico,,,,,,,28.0,,,0.2,,9.0,8.4,,,,,,58.0,14.0,,,,,,,
2003-6-5,1566458,-89.78334839825452,19.932784426472452,0,25,Mexico,,,,,,,46.0,,,0.2,,12.0,7.0,,,,,,46.0,8.0,0.0,,,,,,
2003-6-6,1149289,-89.79931817569036,19.933761149316986,0,9,Mexico,,,,,,,68.0,,,0.5,,37.0,7.2,,,,,,26.0,6.0,,,,,,,
2003-6-6,1149897,-103.79600448487821,28.538435598529492,0,20,Mexico,,,,,,,18.0,,,0.1,,11.0,8.5,,,,,,72.0,10.0,,,,,,,
2003-6-7,1288515,-99.47772356539684,17.47703495555878,0,18,Mexico,,,,,,,,,,0.1,,31.0,7.4,,,,,,,,,,,,,,
2003-6-7,1601879,-103.28433106787305,28.205401054545543,0,13,Mexico,,,,,,,48.0,,,0.3,,15.0,8.2,,,,,,36.0,16.0,,,,,,,
2003-6-7,1601879,-103.28433106787305,28.205401054545543,13,27,Mexico,,,,,,,44.0,,,0.1,,8.0,8.5,,,,,,26.0,30.0,,,,,,,
2003-6-8,1462663,-103.24515518040153,28.52621774105839,0,17,Mexico,,,,,,,17.0,,,0.2,,5.0,8.6,,,,,,72.0,11.0,,,,,,,
2003-6-8,1671303,-103.29960421886484,28.391218861290643,0,15,Mexico,,,,,,,42.0,,,0.2,,7.0,8.6,,,,,,38.0,20.0,,,,,,,
2003-6-9,1323093,-99.12485158829621,17.716584963772515,0,14,Mexico,,,,,,,12.0,,,0.1,,8.0,8.1,,,,,,80.0,8.0,,,,,,,
2003-6-9,1323093,-99.12485158829621,17.716584963772515,14,30,Mexico,,,,,,,18.0,,,0.1,,11.0,8.2,,,,,,70.0,12.0,,,,,,,
2003-6-9,1392644,-99.85363801782543,17.179612698868862,0,25,Mexico,,,,,,,33.0,,,0.0,,6.0,5.3,,,,,,44.0,23.0,0.0,,,,,,
2003-6-9,1497425,-102.99654407420617,28.694539398443585,0,28,Mexico,,,,,,,13.0,,,0.2,,7.0,8.4,,,,,,76.0,11.0,,,,,,,
2003-7-1,1149349,-104.15896343824899,23.42674739422056,0,8,Mexico,,,,,,,15.0,,,0.2,,20.0,5.5,,,,,,66.0,19.0,0.0,,,,,,
2003-7-1,1184299,-100.6839249358767,23.957305286463374,0,17,Mexico,,,,,,,30.0,,,0.2,,14.0,7.9,,,,,,50.0,20.0,427.0,,,,,,
2003-7-1,1358506,-108.64672719989716,29.71770333211963,0,18,Mexico,,,,,,,22.0,,,0.0,,61.0,6.0,,,,,,38.0,40.0,0.0,,,,,,
2003-7-1,1427691,-100.32824100086167,21.066412148434623,0,23,Mexico,,,,,,,20.0,,,0.1,,6.0,5.6,,,,,,54.0,26.0,0.0,,,,,,
2003-7-1,1566544,-100.61197188093001,23.689702082994156,0,17,Mexico,,,,,,,9.0,,,2.2,,8.0,7.5,,,,,,28.0,63.0,15.0,,,,,,
2003-7-1,1566544,-100.61197188093001,23.689702082994156,17,30,Mexico,,,,,,,11.0,,,2.3,,6.0,7.6,,,,,,26.0,63.0,13.0,,,,,,
2003-7-1,1601370,-104.11489925266204,23.788566266955076,0,21,Mexico,,,,,,,37.0,,,0.2,,11.0,8.1,,,,,,50.0,13.0,73.0,,,,,,
2003-7-10,1323283,-100.18399984515108,23.86107600011694,0,18,Mexico,,,,,,,44.0,,,0.2,,16.0,7.9,,,,,,25.0,31.0,,,,,,,
2003-7-10,1392655,-97.01548547940955,17.71801827785649,0,23,Mexico,,,,,,,42.0,,,0.3,,49.0,7.5,,,,,,54.0,4.0,440.0,,,,,,
2003-7-10,1531644,-106.25460810213751,23.91425208401039,0,13,Mexico,,,,,,,16.0,,,0.2,,14.0,5.6,,,,,,70.0,14.0,0.0,,,,,,
2003-7-10,1531644,-106.25460810213751,23.91425208401039,13,29,Mexico,,,,,,,24.0,,,0.1,,3.0,6.0,,,,,,54.0,22.0,0.0,,,,,,
2003-7-10,1566576,-101.2466165038351,21.383355339262295,0,23,Mexico,,,,,,,23.0,,,0.1,,7.0,5.5,,,,,,51.0,26.0,0.0,,,,,,
2003-7-10,1670883,-101.62510779904515,21.333683607462245,0,18,Mexico,,,,,,,18.0,,,0.8,,39.0,4.5,,,,,,52.0,30.0,0.0,,,,,,
2003-7-11,1253741,-97.20819164974316,17.850975860715632,0,14,Mexico,,,,,,,60.0,,,0.1,,18.0,6.1,,,,,,36.0,4.0,474.0,,,,,,
2003-7-11,1253741,-97.20819164974316,17.850975860715632,14,25,Mexico,,,,,,,53.0,,,0.0,,12.0,6.1,,,,,,42.0,5.0,477.0,,,,,,
2003-7-11,1566578,-101.87977350758979,21.13090723862467,0,20,Mexico,,,,,,,8.0,,,0.1,,5.0,5.7,,,,,,87.0,5.0,0.0,,,,,,
2003-7-14,1184099,-96.8948776955355,17.841555485106287,0,12,Mexico,,,,,,,25.0,,,0.3,,45.0,4.6,,,,,,44.0,31.0,0.0,,,,,,
2003-7-14,1184099,-96.8948776955355,17.841555485106287,12,25,Mexico,,,,,,,20.0,,,0.1,,11.0,4.2,,,,,,44.0,36.0,0.0,,,,,,
2003-7-15,1184336,-100.8268761110847,21.687324383917396,0,13,Mexico,,,,,,,15.0,,,0.1,,13.0,5.3,,,,,,73.0,12.0,0.0,,,,,,
2003-7-15,1427460,-96.88108215374041,17.733373170744702,0,11,Mexico,,,,,,,32.0,,,0.1,,31.0,5.2,,,,,,34.0,34.0,0.0,,,,,,
2003-7-15,1601441,-101.09273311925045,21.894365108986985,0,14,Mexico,,,,,,,13.0,,,0.1,,7.0,5.3,,,,,,67.0,20.0,0.0,,,,,,
2003-7-16,1462028,-97.05431435157388,17.144316604604334,0,17,Mexico,,,,,,,14.0,,,0.1,,32.0,6.5,,,,,,66.0,20.0,0.0,,,,,,
2003-7-16,1601437,-101.22642835814494,21.572818043565018,0,10,Mexico,,,,,,,12.0,,,0.1,,13.0,5.3,,,,,,70.0,18.0,0.0,,,,,,
2003-7-17,1218898,-96.98544172268934,17.10580478723327,0,24,Mexico,,,,,,,24.0,,,0.4,,13.0,4.7,,,,,,58.0,18.0,0.0,,,,,,
2003-7-17,1601433,-101.97000505069646,21.93901455437045,0,24,Mexico,,,,,,,12.0,,,0.1,,9.0,5.7,,,,,,76.0,12.0,0.0,,,,,,
2003-7-2,1184300,-100.62201261971754,23.5723318204103,0,16,Mexico,,,,,,,48.0,,,0.2,,16.0,8.2,,,,,,24.0,28.0,344.0,,,,,,
2003-7-2,1219136,-100.61521359205943,21.16792786763911,0,18,Mexico,,,,,,,49.0,,,0.4,,14.0,6.2,,,,,,30.0,21.0,0.0,,,,,,
2003-7-2,1531668,-104.4311352238636,23.8368691751137,0,7,Mexico,,,,,,,21.0,,,0.1,,8.0,6.6,,,,,,38.0,41.0,0.0,,,,,,
2003-7-2,1531668,-104.4311352238636,23.8368691751137,7,22,Mexico,,,,,,,45.0,,,0.1,,9.0,6.6,,,,,,32.0,23.0,0.0,,,,,,
2003-7-2,1531755,-100.56809870535677,21.254570255755596,0,10,Mexico,,,,,,,12.0,,,0.2,,6.0,8.0,,,,,,63.0,25.0,,,,,,,
2003-7-2,1531755,-100.56809870535677,21.254570255755596,10,23,Mexico,,,,,,,16.0,,,0.1,,6.0,8.0,,,,,,63.0,21.0,,,,,,,
2003-7-2,1601407,-100.6426809312387,23.343715139926775,0,17,Mexico,,,,,,,30.0,,,0.2,,20.0,8.2,,,,,,46.0,24.0,396.0,,,,,,
2003-7-2,1636183,-104.3757916126309,23.471484416596358,0,15,Mexico,,,,,,,11.0,,,0.1,,4.0,6.9,,,,,,78.0,11.0,23.0,,,,,,
2003-7-20,1462306,-112.91504013793957,27.75152201905161,0,7,Mexico,,,,,,,6.0,,,0.1,,3.0,7.6,,,,,,82.0,12.0,,,,,,,
2003-7-20,1462306,-112.91504013793957,27.75152201905161,7,20,Mexico,,,,,,,8.0,,,0.1,,2.0,7.8,,,,,,76.0,16.0,,,,,,,
2003-7-21,1184352,-98.39665490590139,20.119075134430105,0,20,Mexico,,,,,,,36.0,,,0.1,,11.0,7.7,,,,,,38.0,26.0,,,,,,,
2003-7-22,1289073,-108.18906218872685,30.13862446998286,0,12,Mexico,,,,,,,22.0,,,0.0,,18.0,6.7,,,,,,46.0,32.0,0.0,,,,,,
2003-7-22,1358491,-108.25991495741354,30.169687611539253,0,19,Mexico,,,,,,,18.0,,,0.0,,18.0,6.6,,,,,,42.0,40.0,0.0,,,,,,
2003-7-23,1219496,-108.6205666574686,30.895235589709003,0,14,Mexico,,,,,,,18.0,,,0.0,,7.0,7.4,,,,,,62.0,20.0,,,,,,,
2003-7-23,1358151,-98.10426731131517,20.4230008024283,0,25,Mexico,,,,,,,66.0,,,0.2,,30.0,5.3,,,,,,16.0,18.0,0.0,,,,,,
2003-7-23,1497324,-108.3096269997181,30.691202131162697,0,30,Mexico,,,,,,,40.0,,,0.1,,7.0,7.4,,,,,,48.0,12.0,,,,,,,
2003-7-24,1219497,-109.11853918943757,30.813576679179384,0,10,Mexico,,,,,,,14.0,,,0.1,,9.0,8.0,,,,,,60.0,26.0,,,,,,,
2003-7-24,1288724,-98.38662855970306,20.289868759142557,0,30,Mexico,,,,,,,22.0,,,0.1,,8.0,5.1,,,,,,44.0,34.0,0.0,,,,,,
2003-7-24,1323659,-109.17326564264415,30.859684765120992,0,16,Mexico,,,,,,,14.0,,,0.4,,4.0,7.2,,,,,,76.0,10.0,,,,,,,
2003-7-24,1497325,-108.9604734559993,30.6888630528292,0,25,Mexico,,,,,,,12.0,,,0.1,,7.0,8.3,,,,,,66.0,22.0,58.0,,,,,,
2003-7-25,1149478,-98.52840657790253,20.21565089391629,0,30,Mexico,,,,,,,34.0,,,0.1,,22.0,5.3,,,,,,52.0,14.0,0.0,,,,,,
2003-7-25,1636612,-108.95713029339494,30.222774774394257,0,20,Mexico,,,,,,,20.0,,,0.1,,10.0,8.0,,,,,,68.0,12.0,25.0,,,,,,
2003-7-28,1323338,-98.69710282760408,20.210622262038665,0,30,Mexico,,,,,,,28.0,,,0.3,,27.0,5.5,,,,,,52.0,20.0,0.0,,,,,,
2003-7-28,1393195,-109.66437298232398,30.348867352672656,0,8,Mexico,,,,,,,22.0,,,0.2,,13.0,6.7,,,,,,64.0,14.0,0.0,,,,,,
2003-7-28,1393196,-109.64187116033456,30.304425470146157,0,10,Mexico,,,,,,,8.0,,,0.1,,7.0,6.6,,,,,,78.0,14.0,0.0,,,,,,
2003-7-28,1393196,-109.64187116033456,30.304425470146157,10,25,Mexico,,,,,,,8.0,,,0.0,,6.0,7.1,,,,,,80.0,12.0,,,,,,,
2003-7-29,1289074,-109.6851496873066,30.52051890711861,0,13,Mexico,,,,,,,18.0,,,0.2,,15.0,5.0,,,,,,56.0,26.0,0.0,,,,,,
2003-7-29,1289074,-109.6851496873066,30.52051890711861,13,23,Mexico,,,,,,,46.0,,,0.1,,7.0,5.9,,,,,,42.0,12.0,0.0,,,,,,
2003-7-29,1462564,-109.57744624011912,30.834402127820223,0,20,Mexico,,,,,,,6.0,,,0.1,,4.0,8.2,,,,,,86.0,8.0,55.0,,,,,,
2003-7-29,1462564,-109.57744624011912,30.834402127820223,20,30,Mexico,,,,,,,8.0,,,0.0,,2.0,8.5,,,,,,84.0,8.0,50.0,,,,,,
2003-7-29,1566597,-98.68102057333144,20.443078302931806,0,10,Mexico,,,,,,,56.0,,,0.1,,14.0,6.5,,,,,,27.0,17.0,0.0,,,,,,
2003-7-3,1184333,-100.69516321815469,21.280089827551993,0,26,Mexico,,,,,,,21.0,,,0.2,,9.0,7.6,,,,,,54.0,25.0,,,,,,,
2003-7-3,1392763,-104.95548461412844,23.910276418087218,0,3,Mexico,,,,,,,1.0,,,0.4,,49.0,5.4,,,,,,98.0,1.0,0.0,,,,,,
2003-7-3,1392763,-104.95548461412844,23.910276418087218,3,14,Mexico,,,,,,,11.0,,,0.1,,5.0,5.9,,,,,,50.0,39.0,0.0,,,,,,
2003-7-3,1392830,-100.76281170912007,21.41878877812735,0,15,Mexico,,,,,,,27.0,,,0.2,,6.0,7.0,,,,,,53.0,20.0,0.0,,,,,,
2003-7-3,1392830,-100.76281170912007,21.41878877812735,15,28,Mexico,,,,,,,29.0,,,0.1,,6.0,7.1,,,,,,55.0,16.0,,,,,,,
2003-7-3,1496919,-100.35636131704318,23.305262737787196,0,20,Mexico,,,,,,,30.0,,,0.7,,23.0,7.7,,,,,,44.0,26.0,,,,,,,
2003-7-3,1636184,-105.08296159236967,23.892398603721347,0,14,Mexico,,,,,,,34.0,,,0.2,,23.0,6.6,,,,,,27.0,39.0,0.0,,,,,,
2003-7-30,1184642,-109.6532867334512,30.900787040051522,0,20,Mexico,,,,,,,10.0,,,0.0,,4.0,6.7,,,,,,76.0,14.0,13.0,,,,,,
2003-7-30,1254312,-109.52245437507881,30.988840626925995,0,20,Mexico,,,,,,,58.0,,,0.1,,8.0,8.9,,,,,,24.0,18.0,120.0,,,,,,
2003-7-30,1532168,-106.47395147370807,29.092154614727306,0,18,Mexico,,,,,,,44.0,,,0.1,,19.0,6.6,,,,,,34.0,22.0,0.0,,,,,,
2003-7-30,1636280,-98.61596504353524,20.404914895699882,0,10,Mexico,,,,,,,46.0,,,0.0,,9.0,7.0,,,,,,34.0,20.0,0.0,,,,,,
2003-7-30,1636280,-98.61596504353524,20.404914895699882,10,30,Mexico,,,,,,,50.0,,,0.0,,8.0,6.3,,,,,,32.0,18.0,0.0,,,,,,
2003-7-31,1254302,-110.10830287601901,30.894947306331616,0,15,Mexico,,,,,,,14.0,,,0.2,,20.0,8.2,,,,,,74.0,12.0,200.0,,,,,,
2003-7-31,1358152,-98.32974517618506,20.762476041177067,0,20,Mexico,,,,,,,58.0,,,0.7,,48.0,4.9,,,,,,14.0,28.0,0.0,,,,,,
2003-7-31,1636613,-109.98217598004857,30.723011560122675,0,30,Mexico,,,,,,,5.0,,,0.1,,3.0,6.7,,,,,,90.0,5.0,0.0,,,,,,
2003-7-31,1636703,-107.03815725037285,29.465518058666895,0,18,Mexico,,,,,,,10.0,,,0.0,,10.0,5.1,,,,,,64.0,26.0,0.0,,,,,,
2003-7-4,1184251,-105.3304210713609,23.825216051797714,0,15,Mexico,,,,,,,38.0,,,0.1,,30.0,5.1,,,,,,29.0,33.0,0.0,,,,,,
2003-7-4,1184251,-105.3304210713609,23.825216051797714,15,29,Mexico,,,,,,,26.0,,,0.0,,12.0,5.3,,,,,,33.0,41.0,0.0,,,,,,
2003-7-4,1288705,-100.87341829042845,21.42641232571634,0,18,Mexico,,,,,,,19.0,,,0.2,,12.0,5.9,,,,,,63.0,18.0,0.0,,,,,,
2003-7-4,1566496,-105.55745317493624,23.73252193516947,0,6,Mexico,,,,,,,,,,0.1,,265.0,4.5,,,,,,,,0.0,,,,,,
2003-7-4,1566496,-105.55745317493624,23.73252193516947,6,25,Mexico,,,,,,,10.0,,,0.1,,5.0,5.1,,,,,,75.0,15.0,0.0,,,,,,
2003-7-4,1636635,-109.03816896300755,29.786242844490005,0,10,Mexico,,,,,,,24.0,,,0.0,,15.0,6.5,,,,,,46.0,30.0,0.0,,,,,,
2003-7-4,1671220,-109.25011348673992,29.93776299260573,0,28,Mexico,,,,,,,44.0,,,0.0,,8.0,7.4,,,,,,32.0,24.0,,,,,,,
2003-7-5,1254329,-109.66853214779037,29.885838645548745,0,14,Mexico,,,,,,,8.0,,,0.1,,1.0,8.3,,,,,,88.0,4.0,28.0,,,,,,
2003-7-5,1254329,-109.66853214779037,29.885838645548745,14,24,Mexico,,,,,,,6.0,,,0.0,,1.0,9.0,,,,,,86.0,8.0,33.0,,,,,,
2003-7-5,1358057,-105.73670743916406,23.75764836095214,0,10,Mexico,,,,,,,,,,0.1,,91.0,5.2,,,,,,,,0.0,,,,,,
2003-7-5,1358057,-105.73670743916406,23.75764836095214,10,20,Mexico,,,,,,,28.0,,,0.0,,23.0,4.9,,,,,,43.0,29.0,0.0,,,,,,
2003-7-5,1531669,-105.70675503281318,23.80381934112083,0,12,Mexico,,,,,,,,,,0.1,,76.0,5.3,,,,,,,,0.0,,,,,,
2003-7-5,1531669,-105.70675503281318,23.80381934112083,12,30,Mexico,,,,,,,12.0,,,0.0,,27.0,5.0,,,,,,67.0,21.0,0.0,,,,,,
2003-7-5,1636636,-109.77871111793112,29.764199825946484,0,20,Mexico,,,,,,,14.0,,,0.1,,8.0,5.4,,,,,,72.0,14.0,0.0,,,,,,
2003-7-5,1670792,-105.6736946575807,23.736086268742795,0,18,Mexico,,,,,,,,,,0.3,,98.0,4.0,,,,,,,,0.0,,,,,,
2003-7-6,1496861,-105.83126686344572,23.530338482927714,0,11,Mexico,,,,,,,,,,0.2,,39.0,5.9,,,,,,,,0.0,,,,,,
2003-7-6,1496861,-105.83126686344572,23.530338482927714,11,23,Mexico,,,,,,,59.0,,,0.0,,9.0,5.5,,,,,,24.0,17.0,0.0,,,,,,
2003-7-6,1497346,-109.9677236908729,29.600991828863556,0,10,Mexico,,,,,,,16.0,,,0.2,,12.0,7.8,,,,,,62.0,22.0,60.0,,,,,,
2003-7-6,1497346,-109.9677236908729,29.600991828863556,10,22,Mexico,,,,,,,12.0,,,0.1,,1.0,7.9,,,,,,70.0,18.0,105.0,,,,,,
2003-7-6,1670793,-105.78459797202866,23.66558576038415,0,10,Mexico,,,,,,,,,,0.6,,246.0,7.2,,,,,,,,,,,,,,
2003-7-7,1253850,-106.23236697846473,23.056400746200534,0,24,Mexico,,,,,,,3.0,,,0.1,,3.0,7.5,,,,,,96.0,1.0,,,,,,,
2003-7-7,1358107,-100.20920549520103,23.644190841684,0,20,Mexico,,,,,,,44.0,,,0.2,,13.0,8.2,,,,,,20.0,36.0,358.0,,,,,,
2003-7-7,1358130,-101.44226686828472,21.09395226906672,0,18,Mexico,,,,,,,7.0,,,0.2,,11.0,4.7,,,,,,71.0,22.0,0.0,,,,,,
2003-7-7,1358130,-101.44226686828472,21.09395226906672,18,24,Mexico,,,,,,,5.0,,,0.1,,5.0,5.6,,,,,,81.0,14.0,0.0,,,,,,
2003-7-7,1531670,-105.97760826642192,23.387123648741685,0,4,Mexico,,,,,,,21.0,,,0.2,,19.0,6.5,,,,,,60.0,19.0,0.0,,,,,,
2003-7-7,1531670,-105.97760826642192,23.387123648741685,4,23,Mexico,,,,,,,25.0,,,0.1,,6.0,6.9,,,,,,52.0,23.0,0.0,,,,,,
2003-7-8,1184301,-100.16970822249792,23.27027391874682,0,22,Mexico,,,,,,,32.0,,,0.2,,19.0,8.3,,,,,,19.0,49.0,,,,,,,
2003-7-8,1358131,-101.15289696158628,21.08783126818637,0,13,Mexico,,,,,,,12.0,,,0.4,,31.0,3.8,,,,,,62.0,26.0,0.0,,,,,,
2003-7-8,1358131,-101.15289696158628,21.08783126818637,13,25,Mexico,,,,,,,23.0,,,0.1,,10.0,4.0,,,,,,49.0,28.0,0.0,,,,,,
2003-7-8,1427689,-101.30627953154766,21.076774225676207,0,12,Mexico,,,,,,,4.0,,,0.3,,20.0,4.8,,,,,,86.0,10.0,0.0,,,,,,
2003-7-8,1601225,-97.13524076372344,17.594132577455735,0,10,Mexico,,,,,,,82.0,,,0.1,,26.0,5.7,,,,,,16.0,2.0,0.0,,,,,,
2003-7-8,1601339,-106.24737796984552,23.082667104880187,0,8,Mexico,,,,,,,56.0,,,13.5,,10.0,7.0,,,,,,10.0,34.0,0.0,,,,,,
2003-7-8,1601339,-106.24737796984552,23.082667104880187,8,30,Mexico,,,,,,,62.0,,,7.1,,5.0,8.3,,,,,,8.0,30.0,,,,,,,
2003-7-9,1184334,-101.11365911498206,21.20484000268285,0,13,Mexico,,,,,,,17.0,,,0.1,,10.0,5.5,,,,,,65.0,18.0,0.0,,,,,,
2003-7-9,1253742,-96.64052150879824,17.575731542292317,0,25,Mexico,,,,,,,68.0,,,0.0,,7.0,6.0,,,,,,22.0,10.0,0.0,,,,,,
2003-7-9,1427690,-101.02795981078681,21.06862182634679,0,22,Mexico,,,,,,,11.0,,,0.3,,16.0,5.4,,,,,,71.0,18.0,0.0,,,,,,
2003-7-9,1531643,-106.76512192276826,23.736381873031178,0,12,Mexico,,,,,,,12.0,,,0.1,,11.0,7.2,,,,,,58.0,30.0,,,,,,,
2003-7-9,1601408,-100.24733283298514,23.490239260255425,0,18,Mexico,,,,,,,36.0,,,0.3,,28.0,8.2,,,,,,27.0,37.0,,,,,,,
2003-8-1,1428025,-110.51356229735937,30.18691895196451,0,30,Mexico,,,,,,,21.0,,,0.3,,17.0,7.6,,,,,,52.0,27.0,22.0,,,,,,
2003-8-1,1428089,-107.17128984482797,29.341957969108194,0,16,Mexico,,,,,,,16.0,,,0.2,,19.0,5.4,,,,,,60.0,24.0,0.0,,,,,,
2003-8-1,1428089,-107.17128984482797,29.341957969108194,16,30,Mexico,,,,,,,10.0,,,0.1,,3.0,4.9,,,,,,66.0,24.0,0.0,,,,,,
2003-8-1,1462555,-110.20883232341463,30.289694956330553,0,13,Mexico,,,,,,,28.0,,,0.2,,7.0,6.6,,,,,,54.0,18.0,26.0,,,,,,
2003-8-1,1462555,-110.20883232341463,30.289694956330553,13,27,Mexico,,,,,,,28.0,,,0.1,,3.0,7.5,,,,,,62.0,10.0,19.0,,,,,,
2003-8-1,1531776,-98.40627163523165,20.668370960212954,0,30,Mexico,,,,,,,,,,0.7,,64.0,4.6,,,,,,,,0.0,,,,,,
2003-8-1,1566968,-107.01751769194621,29.032684814211382,0,10,Mexico,,,,,,,22.0,,,0.3,,22.0,5.8,,,,,,57.0,21.0,0.0,,,,,,
2003-8-1,1566968,-107.01751769194621,29.032684814211382,10,20,Mexico,,,,,,,24.0,,,0.1,,13.0,6.3,,,,,,54.0,22.0,0.0,,,,,,
2003-8-11,1253974,-99.19935824317164,20.290198870664828,0,25,Mexico,,,,,,,36.0,,,0.7,,22.0,7.2,,,,,,46.0,18.0,660.0,,,,,,
2003-8-11,1323657,-111.33978187652954,30.38929139056002,0,28,Mexico,,,,,,,7.0,,,0.2,,4.0,8.0,,,,,,70.0,23.0,31.0,,,,,,
2003-8-11,1323737,-107.77457527273533,29.627681242493942,0,28,Mexico,,,,,,,17.0,,,0.0,,13.0,6.0,,,,,,62.0,21.0,0.0,,,,,,
2003-8-11,1428092,-107.88955826746187,29.60024054843631,0,20,Mexico,,,,,,,9.0,,,0.0,,10.0,5.8,,,,,,66.0,25.0,0.0,,,,,,
2003-8-11,1532083,-111.16192463858104,30.555226449982175,0,15,Mexico,,,,,,,23.0,,,0.2,,6.0,8.3,,,,,,62.0,15.0,101.0,,,,,,
2003-8-12,1184702,-107.79469992254761,29.830627630356968,0,20,Mexico,,,,,,,13.0,,,0.0,,10.0,6.1,,,,,,66.0,21.0,0.0,,,,,,
2003-8-12,1253975,-99.85375336061135,20.234897321139126,0,28,Mexico,,,,,,,34.0,,,0.1,,6.0,6.5,,,,,,47.0,19.0,0.0,,,,,,
2003-8-12,1428026,-110.84660176589016,30.084684882417584,0,10,Mexico,,,,,,,11.0,,,0.0,,6.0,6.6,,,,,,82.0,7.0,3.0,,,,,,
2003-8-12,1428026,-110.84660176589016,30.084684882417584,10,20,Mexico,,,,,,,15.0,,,0.1,,6.0,6.9,,,,,,70.0,15.0,5.0,,,,,,
2003-8-12,1496897,-105.07559720909134,21.641115250755995,0,8,Mexico,,,,,,,44.0,,,0.3,,27.0,5.7,,,,,,24.0,32.0,0.0,,,,,,
2003-8-12,1532084,-111.18830281947676,30.124007515841594,0,16,Mexico,,,,,,,5.0,,,0.1,,4.0,8.5,,,,,,84.0,11.0,15.0,,,,,,
2003-8-12,1601848,-107.61996015368798,29.775240291831356,0,18,Mexico,,,,,,,11.0,,,0.1,,51.0,5.5,,,,,,62.0,27.0,0.0,,,,,,
2003-8-13,1184703,-107.10626042741885,29.781342645100803,0,22,Mexico,,,,,,,21.0,,,0.2,,15.0,7.6,,,,,,54.0,25.0,,,,,,,
2003-8-13,1323339,-99.9546681557739,20.440520887546192,0,20,Mexico,,,,,,,20.0,,,0.1,,7.0,8.0,,,,,,64.0,16.0,410.0,,,,,,
2003-8-13,1323658,-111.385260075347,30.026092581170747,0,20,Mexico,,,,,,,,,,0.1,,6.0,8.0,,,,,,,,48.0,,,,,,
2003-8-13,1428093,-107.25003217059916,29.886704189663046,0,24,Mexico,,,,,,,11.0,,,0.1,,9.0,7.9,,,,,,64.0,25.0,,,,,,,
2003-8-14,1358566,-107.01437921256026,29.951475383560155,0,16,Mexico,,,,,,,17.0,,,0.1,,12.0,7.4,,,,,,67.0,16.0,,,,,,,
2003-8-14,1427714,-99.97408357744831,20.683309320860676,0,29,Mexico,,,,,,,47.0,,,0.2,,10.0,7.7,,,,,,30.0,23.0,,,,,,,
2003-8-14,1531707,-105.0199241086154,21.462680721872573,0,10,Mexico,,,,,,,,,,0.5,,74.0,5.4,,,,,,,,0.0,,,,,,
