date,profile_id,longitude,latitude,upper_depth,lower_depth,country_name,bdfi33,bdfiod,bdwsod,cecph7,cfgr,cfvo,clay,ecec,elco20,elcosp,nitkjd,orgc,phaq,phca,phetb1,phkc,phnf,phprtn,sand,silt,tceq,totc,wg0006,wg0010,wg0033,wg0200,wg1500
1983-4-21,1670682,-90.02885663394203,19.74060798348936,0,12,Mexico,,,,,,,46.0,,,2.0,,32.0,7.2,,,,,,34.0,20.0,,,,,,,
1983-4-22,1531551,-90.28367881644871,19.747326142501596,0,12,Mexico,,,,,,,60.0,,,2.2,,14.0,7.4,,,,,,20.0,20.0,,,,,,,
1983-4-23,1358169,-88.08449985310003,21.608121022194474,0,29,Mexico,,,,,,,4.0,,,2.0,,6.0,7.9,,,,,,88.0,8.0,,,,,,,
1983-4-23,1427551,-88.07060903945512,18.978795257177282,0,11,Mexico,,,,,,,16.0,,,2.0,,74.0,7.7,,,,,,64.0,20.0,,,,,,,
1983-4-23,1427551,-88.07060903945512,18.978795257177282,11,27,Mexico,,,,,,,34.0,,,2.0,,69.0,7.7,,,,,,44.0,22.0,,,,,,,
1983-4-23,1496735,-90.61270315921344,19.523585899413053,0,16,Mexico,,,,,,,54.0,,,3.5,,24.0,7.1,,,,,,30.0,16.0,,,,,,,
1983-4-23,1531552,-90.55137762163397,19.735168065981433,0,20,Mexico,,,,,,,68.0,,,2.0,,13.0,6.2,,,,,,22.0,10.0,0.0,,,,,,
1983-4-24,1184127,-90.23199701028787,19.52785792418739,0,19,Mexico,,,,,,,56.0,,,2.5,,17.0,7.2,,,,,,28.0,16.0,,,,,,,
1983-4-24,1496736,-90.64414502195557,19.49188151810761,0,14,Mexico,,,,,,,32.0,,,4.0,,62.0,7.7,,,,,,40.0,28.0,,,,,,,
1983-4-25,1288542,-90.43702630757018,19.559606144104492,0,7,Mexico,,,,,,,36.0,,,2.0,,27.0,7.8,,,,,,32.0,32.0,,,,,,,
1983-4-25,1288542,-90.43702630757018,19.559606144104492,7,19,Mexico,,,,,,,40.0,,,2.0,,17.0,7.4,,,,,,32.0,28.0,,,,,,,
1983-4-28,1149224,-90.68138091699988,19.38338118694648,0,7,Mexico,,,,,,,62.0,,,2.0,,28.0,6.8,,,,,,26.0,12.0,0.0,,,,,,
1983-4-28,1323121,-90.62684762730356,19.330595133777166,0,24,Mexico,,,,,,,58.0,,,2.0,,24.0,7.4,,,,,,24.0,18.0,,,,,,,
1983-4-28,1670935,-88.1607705212774,21.391470560122066,0,13,Mexico,,,,,,,32.0,,,2.0,,46.0,7.6,,,,,,38.0,30.0,,,,,,,
1983-4-29,1149495,-88.382399133705,21.454225532228385,0,8,Mexico,,,,,,,34.0,,,2.0,,75.0,7.7,,,,,,34.0,32.0,,,,,,,
1983-4-29,1392666,-90.72010441347997,19.39598982755037,0,7,Mexico,,,,,,,4.0,,,2.0,,23.0,8.0,,,,,,88.0,8.0,,,,,,,
1983-4-29,1531801,-88.41608630093457,21.323974079934267,0,24,Mexico,,,,,,,34.0,,,2.0,,45.0,7.7,,,,,,34.0,32.0,,,,,,,
1983-4-3,1496818,-87.95438443460318,18.96169628451008,0,26,Mexico,,,,,,,34.0,,,6.5,,35.0,7.6,,,,,,16.0,50.0,,,,,,,
1983-4-30,1253997,-88.26809740702643,21.26555893105746,0,8,Mexico,,,,,,,34.0,,,2.0,,75.0,7.5,,,,,,38.0,28.0,,,,,,,
1983-4-30,1253997,-88.26809740702643,21.26555893105746,8,19,Mexico,,,,,,,32.0,,,2.0,,42.0,7.6,,,,,,40.0,28.0,,,,,,,
1983-4-7,1218944,-94.70156120556113,17.955911676305632,0,27,Mexico,,,,,,,6.0,,,2.0,,8.0,4.3,,,,,,82.0,12.0,0.0,,,,,,
1983-5-1,1219189,-88.08885485998472,21.046141076840236,0,23,Mexico,,,,,,,42.0,,,2.0,,34.0,7.2,,,,,,26.0,32.0,,,,,,,
1983-5-10,1532100,-111.74892061314803,29.951638933634857,0,14,Mexico,,,,,,,4.0,,,2.0,,1.0,7.7,,,,,,92.0,4.0,,,,,,,
1983-5-11,1149767,-111.80396518138102,30.939947952731398,0,9,Mexico,,,,,,,6.0,,,3.5,,3.0,8.0,,,,,,78.0,16.0,,,,,,,
1983-5-11,1149767,-111.80396518138102,30.939947952731398,9,21,Mexico,,,,,,,8.0,,,2.0,,4.0,7.2,,,,,,56.0,36.0,,,,,,,
1983-5-12,1428036,-110.75225805279422,29.935035435397847,0,20,Mexico,,,,,,,6.0,,,2.0,,4.0,5.2,,,,,,84.0,10.0,0.0,,,,,,
1983-5-13,1601323,-87.63724371730345,18.917066635636054,0,30,Mexico,,,,,,,6.0,,,2.0,,10.0,8.0,,,,,,88.0,6.0,,,,,,,
1983-5-13,1671206,-111.30565040707413,29.791182392084732,0,12,Mexico,,,,,,,12.0,,,2.0,,4.0,6.6,,,,,,74.0,14.0,0.0,,,,,,
1983-5-15,1288600,-88.2440163926685,18.86917661193814,0,6,Mexico,,,,,,,66.0,,,2.0,,33.0,6.9,,,,,,24.0,10.0,0.0,,,,,,
1983-5-15,1323188,-89.48757825309697,19.699574840857107,0,18,Mexico,,,,,,,48.0,,,2.0,,37.0,7.4,,,,,,30.0,22.0,,,,,,,
1983-5-15,1358023,-87.87195345651558,18.921203199151993,0,20,Mexico,,,,,,,52.0,,,2.0,,39.0,7.6,,,,,,28.0,20.0,,,,,,,
1983-5-15,1670753,-88.22142196434972,18.97930883635545,0,20,Mexico,,,,,,,64.0,,,2.0,,39.0,7.4,,,,,,24.0,12.0,,,,,,,
1983-5-16,1427482,-90.69029723713427,19.047396828219323,0,12,Mexico,,,,,,,30.0,,,2.0,,32.0,7.9,,,,,,12.0,58.0,,,,,,,
1983-5-16,1566384,-90.9212102801103,19.040856712490953,0,18,Mexico,,,,,,,60.0,,,6.5,,39.0,7.6,,,,,,20.0,20.0,,,,,,,
1983-5-17,1149791,-111.48160735568797,29.7140133379181,0,14,Mexico,,,,,,,14.0,,,2.0,,3.0,6.5,,,,,,68.0,18.0,0.0,,,,,,
1983-5-17,1184197,-89.31087452830029,19.03542907253061,0,25,Mexico,,,,,,,36.0,,,2.0,,26.0,6.9,,,,,,48.0,16.0,0.0,,,,,,
1983-5-17,1218927,-90.96870599389256,19.123024833607978,0,30,Mexico,,,,,,,24.0,,,2.0,,38.0,7.9,,,,,,56.0,20.0,,,,,,,
1983-5-17,1323123,-91.0836617162289,19.033916622817966,0,17,Mexico,,,,,,,,,,8.0,,353.0,6.8,,,,,,,,0.0,,,,,,
1983-5-17,1462572,-111.91248806750494,29.744129149360347,0,15,Mexico,,,,,,,12.0,,,2.0,,3.0,7.5,,,,,,74.0,14.0,,,,,,,
1983-5-17,1531554,-90.75338696902662,19.203542685527314,0,13,Mexico,,,,,,,28.0,,,6.5,,39.0,6.7,,,,,,22.0,50.0,0.0,,,,,,
1983-5-18,1462574,-110.53154918905285,29.71460865706927,0,18,Mexico,,,,,,,8.0,,,2.0,,2.0,9.8,,,,,,84.0,8.0,,,,,,,
1983-5-18,1670686,-90.1868797544981,19.090635792302077,0,12,Mexico,,,,,,,20.0,,,2.0,,43.0,7.9,,,,,,64.0,16.0,,,,,,,
1983-5-18,1670688,-90.19274717112044,19.00387541798806,0,25,Mexico,,,,,,,58.0,,,3.2,,24.0,7.4,,,,,,30.0,12.0,,,,,,,
1983-5-19,1219503,-110.78143323476861,29.666461693911124,0,20,Mexico,,,,,,,12.0,,,2.0,,1.0,7.8,,,,,,62.0,26.0,,,,,,,
1983-5-19,1601318,-89.48372101964783,19.44960075375573,0,23,Mexico,,,,,,,78.0,,,2.2,,11.0,6.9,,,,,,16.0,6.0,0.0,,,,,,
1983-5-19,1636142,-88.63947138665765,18.27703360673426,0,14,Mexico,,,,,,,24.0,,,2.0,,22.0,7.2,,,,,,56.0,20.0,,,,,,,
1983-5-2,1218994,-87.6904355686756,19.79874801577953,0,6,Mexico,,,,,,,30.0,,,2.0,,161.0,7.8,,,,,,50.0,20.0,,,,,,,
1983-5-2,1218994,-87.6904355686756,19.79874801577953,6,20,Mexico,,,,,,,30.0,,,2.0,,60.0,7.8,,,,,,44.0,26.0,,,,,,,
1983-5-2,1497020,-88.55284537657889,21.053131587850448,0,9,Mexico,,,,,,,26.0,,,2.0,,80.0,7.6,,,,,,42.0,32.0,,,,,,,
1983-5-2,1497020,-88.55284537657889,21.053131587850448,9,22,Mexico,,,,,,,22.0,,,2.0,,30.0,7.6,,,,,,46.0,32.0,,,,,,,
1983-5-2,1601320,-87.75654003063941,19.767695625853726,0,19,Mexico,,,,,,,36.0,,,2.0,,189.0,7.7,,,,,,32.0,32.0,,,,,,,
1983-5-2,1601321,-87.91396568078662,19.167897956770897,0,12,Mexico,,,,,,,46.0,,,2.0,,92.0,7.4,,,,,,32.0,22.0,,,,,,,
1983-5-2,1670749,-87.480088982233,19.78743012948632,0,18,Mexico,,,,,,,10.0,,,2.0,,6.0,7.8,,,,,,78.0,12.0,,,,,,,
1983-5-20,1392664,-90.51894393130404,19.506008944044567,0,26,Mexico,,,,,,,42.0,,,2.0,,27.0,6.6,,,,,,42.0,16.0,0.0,,,,,,
1983-5-20,1670746,-89.8945050444753,19.242449481997173,0,23,Mexico,,,,,,,42.0,,,2.0,,32.0,7.7,,,,,,34.0,24.0,,,,,,,
1983-5-21,1392665,-90.06391262782019,19.477164256120435,0,20,Mexico,,,,,,,52.0,,,2.0,,39.0,7.5,,,,,,30.0,18.0,,,,,,,
1983-5-21,1601316,-89.89522900738851,19.500941761286196,0,10,Mexico,,,,,,,26.0,,,2.0,,22.0,7.4,,,,,,56.0,18.0,,,,,,,
1983-5-21,1601316,-89.89522900738851,19.500941761286196,10,26,Mexico,,,,,,,48.0,,,2.0,,14.0,7.5,,,,,,28.0,24.0,,,,,,,
1983-5-23,1497333,-110.09938255786699,29.648470242186853,0,15,Mexico,,,,,,,14.0,,,2.0,,8.0,6.5,,,,,,74.0,12.0,0.0,,,,,,
1983-5-23,1636619,-111.97635930563361,29.576983904245807,0,14,Mexico,,,,,,,20.0,,,2.0,,10.0,7.4,,,,,,38.0,42.0,,,,,,,
1983-5-24,1253823,-89.8756991747754,19.79336663816229,0,11,Mexico,,,,,,,46.0,,,2.0,,35.0,6.9,,,,,,34.0,20.0,0.0,,,,,,
1983-5-24,1392724,-89.98246239358188,19.714840609333173,0,12,Mexico,,,,,,,52.0,,,2.0,,32.0,7.3,,,,,,30.0,18.0,,,,,,,
1983-5-24,1601785,-110.03532781207993,29.577656119069793,0,15,Mexico,,,,,,,10.0,,,2.0,,3.0,6.0,,,,,,82.0,8.0,0.0,,,,,,
1983-5-26,1636620,-111.84293784074889,29.539901304583022,0,11,Mexico,,,,,,,28.0,,,2.0,,2.0,7.6,,,,,,48.0,24.0,,,,,,,
1983-5-27,1671208,-111.21906900659435,29.38160292500687,0,19,Mexico,,,,,,,12.0,,,2.0,,5.0,8.1,,,,,,72.0,16.0,,,,,,,
1983-5-3,1219183,-89.01959408041128,21.32889327668534,0,5,Mexico,,,,,,,14.0,,,2.0,,126.0,8.0,,,,,,34.0,52.0,,,,,,,
1983-5-3,1358174,-88.86958011855735,21.046754731885436,0,22,Mexico,,,,,,,26.0,,,2.0,,85.0,7.7,,,,,,42.0,32.0,,,,,,,
1983-5-30,1671211,-110.1345847538338,29.21221963331202,0,30,Mexico,,,,,,,14.0,,,2.0,,6.0,7.4,,,,,,72.0,14.0,,,,,,,
1983-5-31,1671212,-110.05474509228597,29.158724358625026,0,24,Mexico,,,,,,,16.0,,,2.0,,12.0,7.4,,,,,,66.0,18.0,,,,,,,
1983-5-5,1497018,-89.28060712436184,21.180935556605576,0,25,Mexico,,,,,,,34.0,,,2.0,,77.0,7.9,,,,,,30.0,36.0,,,,,,,
1983-5-6,1566459,-87.87764524705761,19.663802290849194,0,12,Mexico,,,,,,,46.0,,,2.0,,83.0,7.4,,,,,,28.0,26.0,,,,,,,
1983-5-6,1636314,-89.6114223098081,21.145256039726256,0,19,Mexico,,,,,,,26.0,,,2.0,,82.0,7.9,,,,,,30.0,44.0,,,,,,,
1983-5-9,1323664,-110.93030052115758,29.983835280443937,0,16,Mexico,,,,,,,10.0,,,2.0,,4.0,5.5,,,,,,74.0,16.0,0.0,,,,,,
1983-6-1,1601790,-110.20104450939529,29.08796075353411,0,20,Mexico,,,,,,,32.0,,,2.0,,6.0,7.4,,,,,,22.0,46.0,,,,,,,
1983-6-3,1254322,-110.31326063264447,29.01567889036763,0,30,Mexico,,,,,,,18.0,,,2.0,,10.0,8.1,,,,,,64.0,18.0,,,,,,,
1983-7-10,1358572,-104.49473078193465,29.006396518869526,0,17,Mexico,,,,,,,12.0,,,2.0,,6.0,8.0,,,,,,78.0,10.0,,,,,,,
1983-7-27,1184700,-106.15501448304457,29.11481673098862,0,25,Mexico,,,,,,,52.0,,,2.5,,5.0,7.9,,,,,,32.0,16.0,,,,,,,
1983-7-27,1219563,-106.15300854287487,29.88290160782716,0,12,Mexico,,,,,,,44.0,,,2.0,,12.0,8.1,,,,,,24.0,32.0,,,,,,,
1983-7-27,1289143,-106.32209407914856,29.36621271104488,0,6,Mexico,,,,,,,14.0,,,2.5,,4.0,9.5,,,,,,64.0,22.0,,,,,,,
1983-7-27,1289143,-106.32209407914856,29.36621271104488,6,13,Mexico,,,,,,,10.0,,,2.0,,2.0,9.4,,,,,,70.0,20.0,,,,,,,
1983-7-27,1289143,-106.32209407914856,29.36621271104488,13,24,Mexico,,,,,,,34.0,,,7.5,,5.0,10.4,,,,,,48.0,18.0,,,,,,,
1983-7-27,1393264,-106.05219698040672,29.670830018039354,0,6,Mexico,,,,,,,46.0,,,2.0,,5.0,8.5,,,,,,32.0,22.0,,,,,,,
1983-7-27,1393264,-106.05219698040672,29.670830018039354,6,28,Mexico,,,,,,,48.0,,,3.5,,5.0,8.5,,,,,,34.0,18.0,,,,,,,
1983-7-27,1671269,-106.22967139897577,29.84509890557008,0,12,Mexico,,,,,,,10.0,,,2.0,,11.0,6.9,,,,,,70.0,20.0,0.0,,,,,,
1983-7-27,1671269,-106.22967139897577,29.84509890557008,12,25,Mexico,,,,,,,28.0,,,2.0,,7.0,7.3,,,,,,44.0,28.0,,,,,,,
1983-7-28,1358234,-108.47177833523038,26.58803092457193,0,6,Mexico,,,,,,,40.0,,,1.0,,12.0,6.5,,,,,,44.0,16.0,0.0,,,,,,
1983-7-28,1358234,-108.47177833523038,26.58803092457193,6,27,Mexico,,,,,,,42.0,,,1.0,,12.0,5.8,,,,,,44.0,14.0,0.0,,,,,,
1983-7-28,1670983,-108.84388766366467,26.794425178721283,0,18,Mexico,,,,,,,26.0,,,1.0,,41.0,7.2,,,,,,46.0,28.0,,,,,,,
1983-7-9,1289146,-105.28459476368833,29.680710279736818,0,17,Mexico,,,,,,,10.0,,,2.0,,13.0,8.0,,,,,,62.0,28.0,,,,,,,
1983-8-1,1184425,-108.92620288477322,26.950361842261724,0,25,Mexico,,,,,,,18.0,,,1.0,,11.0,7.2,,,,,,64.0,18.0,,,,,,,
1983-8-1,1392947,-108.92295773193321,26.860517777344093,0,15,Mexico,,,,,,,40.0,,,2.0,,14.0,7.2,,,,,,38.0,22.0,,,,,,,
1983-8-10,1532086,-109.32271152450967,30.973082040626387,0,21,Mexico,,,,,,,56.0,,,3.2,,5.0,8.0,,,,,,22.0,22.0,,,,,,,
1983-8-5,1288828,-109.0461067737952,26.217842725473062,0,28,Mexico,,,,,,,54.0,,,10.0,,7.0,7.8,,,,,,28.0,18.0,,,,,,,
1983-8-5,1323653,-111.94058805515796,30.62535125580476,0,17,Mexico,,,,,,,26.0,,,2.0,,3.0,8.6,,,,,,44.0,30.0,,,,,,,
1983-8-7,1601770,-111.50623398105986,30.318366867327057,0,12,Mexico,,,,,,,6.0,,,2.0,,1.0,7.6,,,,,,82.0,12.0,,,,,,,
1983-9-1,1601854,-104.64573669213706,29.09968981736127,0,16,Mexico,,,,,,,46.0,,,2.0,,6.0,8.0,,,,,,36.0,18.0,,,,,,,
1983-9-13,1428119,-104.68423447230518,28.673423905341004,0,15,Mexico,,,,,,,14.0,,,2.0,,8.0,8.2,,,,,,64.0,22.0,,,,,,,
1983-9-13,1462654,-104.83893049079438,28.594478521832475,0,25,Mexico,,,,,,,22.0,,,2.0,,17.0,7.6,,,,,,64.0,14.0,,,,,,,
1983-9-13,1497402,-105.84216759245072,29.694913179559205,0,12,Mexico,,,,,,,38.0,,,2.0,,9.0,8.3,,,,,,30.0,32.0,,,,,,,
1983-9-13,1497402,-105.84216759245072,29.694913179559205,12,27,Mexico,,,,,,,42.0,,,2.6,,7.0,8.2,,,,,,36.0,22.0,,,,,,,
1983-9-13,1671278,-105.74915293050142,29.664062628276803,0,20,Mexico,,,,,,,52.0,,,15.0,,6.0,8.5,,,,,,36.0,12.0,,,,,,,
1983-9-14,1601868,-104.80587977394988,28.94103052242227,0,30,Mexico,,,,,,,66.0,,,3.0,,1.0,8.9,,,,,,22.0,12.0,,,,,,,
1983-9-15,1566972,-105.36073700651778,29.52852115752022,0,20,Mexico,,,,,,,20.0,,,2.0,,6.0,8.2,,,,,,44.0,36.0,,,,,,,
1983-9-15,1601869,-105.00154425494293,28.86540835714203,0,21,Mexico,,,,,,,26.0,,,2.0,,12.0,8.3,,,,,,50.0,24.0,,,,,,,
1983-9-17,1184706,-105.87652115640651,29.53826589094266,0,11,Mexico,,,,,,,36.0,,,3.0,,7.0,8.1,,,,,,34.0,30.0,,,,,,,
1983-9-18,1219569,-105.98180266059654,29.305645094514357,0,16,Mexico,,,,,,,16.0,,,2.0,,3.0,8.3,,,,,,64.0,20.0,,,,,,,
1983-9-19,1289150,-105.60217842566372,29.254477122283593,0,21,Mexico,,,,,,,12.0,,,2.0,,4.0,8.3,,,,,,72.0,16.0,,,,,,,
1983-9-19,1358586,-104.56079348864793,28.91795225929411,0,15,Mexico,,,,,,,14.0,,,2.0,,5.0,8.0,,,,,,70.0,16.0,,,,,,,
1983-9-19,1428098,-105.57965045252179,29.40578226211097,0,12,Mexico,,,,,,,30.0,,,2.0,,6.0,8.4,,,,,,50.0,20.0,,,,,,,
1983-9-20,1636725,-104.80525060800207,28.478497649784025,0,28,Mexico,,,,,,,28.0,,,1.0,,13.0,8.0,,,,,,50.0,22.0,,,,,,,
1983-9-21,1149869,-105.8953902671492,29.13498638122764,0,29,Mexico,,,,,,,48.0,,,5.0,,2.0,9.1,,,,,,44.0,8.0,,,,,,,
1983-9-21,1532199,-104.01543509900957,28.726676783582562,0,11,Mexico,,,,,,,16.0,,,2.0,,2.0,6.7,,,,,,64.0,20.0,0.0,,,,,,
1983-9-21,1532199,-104.01543509900957,28.726676783582562,11,22,Mexico,,,,,,,18.0,,,2.0,,2.0,6.4,,,,,,64.0,18.0,0.0,,,,,,
1983-9-26,1428118,-105.76916076020805,28.760306232045735,0,20,Mexico,,,,,,,24.0,,,2.0,,17.0,8.2,,,,,,46.0,30.0,,,,,,,
1983-9-27,1601871,-105.68299585953977,28.759946533561635,0,20,Mexico,,,,,,,18.0,,,2.0,,5.0,7.9,,,,,,58.0,24.0,,,,,,,
1983-9-28,1601870,-105.99499306261654,28.78273108709911,0,22,Mexico,,,,,,,32.0,,,2.0,,10.0,8.2,,,,,,36.0,32.0,,,,,,,
1984-1-2,1601446,-99.74945645540828,21.6037074111317,0,27,Mexico,,,,,,,22.0,,,1.0,,10.0,6.9,,,,,,42.0,36.0,0.0,,,,,,
1984-10-26,1427563,-110.11903403055443,23.885368124517424,0,27,Mexico,,,,,,,6.0,,,2.0,,2.0,6.5,,,,,,78.0,16.0,0.0,,,,,,
1984-10-26,1531634,-110.12692664487365,23.708108633628328,0,10,Mexico,,,,,,,12.0,,,2.0,,4.0,7.1,,,,,,70.0,18.0,,,,,,,
1984-10-27,1253846,-109.90512801216816,23.861064959594803,0,21,Mexico,,,,,,,2.0,,,2.0,,2.0,8.3,,,,,,80.0,18.0,,,,,,,
1984-10-27,1358036,-110.03940455830204,23.266625742960578,0,19,Mexico,,,,,,,32.0,,,2.0,,2.0,7.7,,,,,,54.0,14.0,,,,,,,
1984-10-28,1358035,-110.13837777938852,23.403512271190845,0,28,Mexico,,,,,,,2.0,,,2.0,,6.0,7.0,,,,,,82.0,16.0,0.0,,,,,,
1984-10-28,1566473,-109.95134675751878,22.912241306695602,0,9,Mexico,,,,,,,6.0,,,2.0,,2.0,7.5,,,,,,80.0,14.0,,,,,,,
1984-10-29,1219003,-110.30368833450405,23.941001838223404,0,30,Mexico,,,,,,,2.0,,,2.0,,2.0,8.0,,,,,,84.0,14.0,,,,,,,
1984-10-29,1462127,-110.29313469357358,23.53740301944622,0,26,Mexico,,,,,,,4.0,,,2.0,,1.0,8.0,,,,,,86.0,10.0,,,,,,,
1984-10-30,1149310,-109.60822183352445,23.6050855964083,0,30,Mexico,,,,,,,2.0,,,2.0,,6.0,8.0,,,,,,90.0,8.0,,,,,,,
1984-10-30,1358197,-111.5804304753541,24.54978721473998,0,23,Mexico,,,,,,,2.0,,,2.0,,2.0,6.9,,,,,,94.0,4.0,0.0,,,,,,
1984-10-30,1566646,-111.5239647000952,24.44302287720945,0,7,Mexico,,,,,,,4.0,,,2.0,,1.0,7.7,,,,,,74.0,22.0,,,,,,,
1984-10-30,1566646,-111.5239647000952,24.44302287720945,7,15,Mexico,,,,,,,8.0,,,5.5,,1.0,7.3,,,,,,72.0,20.0,,,,,,,
1984-10-30,1566646,-111.5239647000952,24.44302287720945,15,30,Mexico,,,,,,,18.0,,,15.0,,2.0,6.9,,,,,,68.0,14.0,0.0,,,,,,
1984-10-30,1601332,-109.75916911763863,23.497632539671397,0,26,Mexico,,,,,,,2.0,,,2.0,,2.0,7.9,,,,,,86.0,12.0,,,,,,,
1984-10-30,1670992,-112.05516871781646,25.01232756947842,0,14,Mexico,,,,,,,4.0,,,2.0,,1.0,8.1,,,,,,78.0,18.0,,,,,,,
1984-10-30,1670992,-112.05516871781646,25.01232756947842,14,19,Mexico,,,,,,,2.0,,,3.5,,1.0,7.6,,,,,,88.0,10.0,,,,,,,
1984-11-1,1323205,-109.59548106336615,23.48496958470262,0,15,Mexico,,,,,,,8.0,,,2.0,,2.0,7.0,,,,,,72.0,20.0,0.0,,,,,,
1984-11-1,1531828,-111.28035373238995,24.47691643911179,0,15,Mexico,,,,,,,18.0,,,25.0,,1.0,7.7,,,,,,62.0,20.0,,,,,,,
1984-11-2,1219004,-109.46068253651404,23.44970032652292,0,5,Mexico,,,,,,,10.0,,,2.0,,8.0,7.4,,,,,,78.0,12.0,,,,,,,
1984-11-2,1601563,-112.00711168498778,25.89061247197318,0,25,Mexico,,,,,,,2.0,,,2.0,,1.0,8.0,,,,,,90.0,8.0,,,,,,,
1984-11-20,1184414,-112.201836712826,26.943270804996214,0,11,Mexico,,,,,,,10.0,,,1.0,,8.0,6.6,,,,,,64.0,26.0,0.0,,,,,,
1984-11-20,1184414,-112.201836712826,26.943270804996214,11,29,Mexico,,,,,,,6.0,,,1.0,,7.0,7.4,,,,,,72.0,22.0,,,,,,,
1984-11-20,1184417,-112.07187511006116,26.780857775715564,0,14,Mexico,,,,,,,2.0,,,1.0,,3.0,7.9,,,,,,76.0,22.0,,,,,,,
1984-11-20,1184417,-112.07187511006116,26.780857775715564,14,29,Mexico,,,,,,,2.0,,,1.0,,4.0,8.1,,,,,,74.0,24.0,,,,,,,
1984-11-20,1358223,-112.05495544848579,26.99235481443692,0,13,Mexico,,,,,,,4.0,,,1.0,,3.0,7.8,,,,,,76.0,20.0,,,,,,,
1984-11-21,1149545,-111.6779103770976,26.567182109910753,0,13,Mexico,,,,,,,24.0,,,,,2.0,7.3,,,,,,20.0,56.0,,,,,,,
1984-11-21,1427798,-111.92669930106769,26.86659007008413,0,22,Mexico,,,,,,,18.0,,,2.0,,6.0,7.9,,,,,,64.0,18.0,,,,,,,
1984-11-22,1358225,-111.56043024653857,26.541575063935134,0,15,Mexico,,,,,,,12.0,,,2.0,,2.0,8.2,,,,,,54.0,34.0,,,,,,,
1984-11-22,1462335,-111.64341099327493,26.42466458329647,0,15,Mexico,,,,,,,16.0,,,2.0,,2.0,8.1,,,,,,58.0,26.0,,,,,,,
1984-11-22,1497061,-111.52789132097358,26.25216712478204,0,25,Mexico,,,,,,,22.0,,,3.0,,4.0,7.7,,,,,,48.0,30.0,,,,,,,
1984-11-23,1601543,-112.17517252362778,26.35896668694565,0,22,Mexico,,,,,,,26.0,,,3.0,,9.0,7.8,,,,,,54.0,20.0,,,,,,,
1984-11-24,1219236,-111.75696903752127,26.008827296983924,0,30,Mexico,,,,,,,64.0,,,2.4,,4.0,7.8,,,,,,16.0,20.0,,,,,,,
1984-11-24,1566667,-112.25032473928837,26.15754573236101,0,14,Mexico,,,,,,,2.0,,,1.0,,1.0,8.3,,,,,,88.0,10.0,,,,,,,
1984-11-24,1566667,-112.25032473928837,26.15754573236101,14,26,Mexico,,,,,,,2.0,,,1.0,,1.0,8.2,,,,,,94.0,4.0,,,,,,,
1984-11-24,1636359,-111.97044172183375,26.203083393539327,0,14,Mexico,,,,,,,56.0,,,25.0,,2.0,7.5,,,,,,22.0,22.0,,,,,,,
1984-11-25,1601552,-111.78101285223772,26.338835613374982,0,12,Mexico,,,,,,,24.0,,,2.0,,2.0,8.0,,,,,,44.0,32.0,,,,,,,
1984-11-27,1670973,-111.39537725472015,26.21063587480224,0,21,Mexico,,,,,,,20.0,,,45.0,,3.0,7.7,,,,,,28.0,52.0,,,,,,,
1984-11-28,1184423,-111.36298002502731,26.010073534827892,0,21,Mexico,,,,,,,24.0,,,2.0,,8.0,7.5,,,,,,56.0,20.0,,,,,,,
1984-11-3,1462130,-109.96563008966369,23.25709779433415,0,7,Mexico,,,,,,,6.0,,,2.0,,7.0,7.3,,,,,,84.0,10.0,,,,,,,
1984-11-30,1254037,-113.86645900551332,26.989019143719993,0,6,Mexico,,,,,,,12.0,,,10.0,,5.0,8.7,,,,,,76.0,12.0,,,,,,,
1984-11-30,1254037,-113.86645900551332,26.989019143719993,6,24,Mexico,,,,,,,2.0,,,10.0,,6.0,8.6,,,,,,90.0,8.0,,,,,,,
1984-11-4,1288619,-109.55152759691975,23.29340566657392,0,22,Mexico,,,,,,,6.0,,,2.0,,7.0,7.7,,,,,,82.0,12.0,,,,,,,
1984-11-5,1392742,-109.7408748336959,23.219200897607752,0,27,Mexico,,,,,,,4.0,,,2.0,,4.0,7.8,,,,,,84.0,12.0,,,,,,,
1984-11-6,1184217,-109.57329811927285,23.219717619844122,0,26,Mexico,,,,,,,16.0,,,2.0,,8.0,7.9,,,,,,68.0,16.0,,,,,,,
1984-11-6,1323395,-110.37362171998824,24.09331592394547,0,13,Mexico,,,,,,,14.0,,,25.0,,7.0,7.5,,,,,,50.0,36.0,,,,,,,
1984-11-6,1323395,-110.37362171998824,24.09331592394547,13,22,Mexico,,,,,,,2.0,,,35.0,,12.0,7.6,,,,,,36.0,62.0,,,,,,,
1984-11-7,1219005,-109.99249237010403,23.07066833712782,0,10,Mexico,,,,,,,8.0,,,2.0,,4.0,7.4,,,,,,72.0,20.0,,,,,,,
1984-12-1,1601542,-113.06091498516314,26.66258266366946,0,19,Mexico,,,,,,,2.0,,,,,11.0,8.2,,,,,,70.0,28.0,,,,,,,
1984-12-2,1462330,-112.97232832819138,26.611143920564345,0,21,Mexico,,,,,,,4.0,,,1.0,,1.0,9.0,,,,,,82.0,14.0,,,,,,,
1984-12-3,1392936,-112.6969097718388,26.407025882712407,0,10,Mexico,,,,,,,8.0,,,23.0,,3.0,9.2,,,,,,54.0,38.0,,,,,,,
1984-12-3,1392936,-112.6969097718388,26.407025882712407,10,25,Mexico,,,,,,,18.0,,,12.5,,5.0,8.5,,,,,,52.0,30.0,,,,,,,
